Id;DateTimeUtc;Tso;CnecName;CnecEic;Direction;ContName;BranchEic;ShadowPrice;Ram;RamMcp;Imax;Fmax;Frm;Fref;F0core;F0all;Fuaf;Amr;LtaMargin;Cva;Iva;FtotalLtn;MinRamFactor;MaxZ2ZPtdf;HubFrom;HubTo;Hub_ALBE;Hub_ALDE;Hub_AT;Hub_BE;Hub_CZ;Hub_DE;Hub_FR;Hub_HR;Hub_HU;Hub_NL;Hub_PL;Hub_RO;Hub_SI;Hub_SK
91424;2025/01/01 09:00:00;;External Constraint DE_AL_import;;OPPOSITE;;;2.4550761190;1000;;;1000;0;824;0;0;0;0;0;0;0;0;0.0000000000;1.0000000000;DE_via_HVDC;BE_via_HVDC;0.0000000000;-1.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
91425;2025/01/01 09:00:00;Apg;"St. Peter 2 - Salzburg 455 ";14T-220-0-00455F;DIRECT;N-1 St. Peter - Salzburg - Salzach 456 PROV;14T-220-0-T0456O;544.4700956910;181;-105.0000000000;1600;624;62;656;383;387;-4;0;0;0;0;381;27.1000000000;0.0728100000;CZ;AT;-0.0049700000;-0.0036200000;-0.0632400000;-0.0053000000;0.0095600000;-0.0046100000;-0.0088600000;-0.0075600000;0.0023900000;-0.0035300000;0.0057000000;-0.0003300000;-0.0124700000;0.0055700000
91426;2025/01/01 09:00:00;Ceps;"Nosovice - Varin  ";10T-CZ-SK-00002W;DIRECT;N-1 Krizovany - Sokolnice;10T-CZ-SK-00003U;12.6009350950;1073;1968.0000000000;2000;1386;139;746;168;76;91;0;0;0;0;174;70.0000000000;0.2822700000;CZ;SK;-0.0086800000;-0.0069500000;-0.0587300000;-0.0091300000;0.0436700000;-0.0038700000;-0.0142500000;-0.1222700000;-0.1713500000;-0.0065600000;0.0227700000;-0.1561300000;-0.1033600000;-0.2386000000
91427;2025/01/01 09:00:00;50Hertz;"Hradec - Rohrsdorf 446 ";10T-CZ-DE-00003S;OPPOSITE;N-1 Hradec - Rohrsdorf 1;10T-CZ-DE-00002U;1.6445449310;935;109.0000000000;2520;1746;175;1468;1062;946;116;428;0;0;0;1064;60.3000000000;0.3144600000;DE;CZ;-0.0272800000;-0.0230900000;-0.1505800000;-0.0283800000;-0.3250800000;-0.0106300000;-0.0408600000;-0.1771900000;-0.1978100000;-0.0210700000;-0.1111400000;-0.1890800000;-0.1723000000;-0.2048000000
91428;2025/01/01 09:00:00;Hops;"Pehlin - Divaca ";10T-HR-SI-000022;OPPOSITE;N-1 Melina - Divaca;10T-HR-SI-000014;9.5664437480;496;397.0000000000;960;374;37;-21;-212;-95;-118;0;0;0;0;-159;70.0000000000;0.1601300000;SI;HR;0.0026400000;0.0019500000;-0.0014400000;0.0028200000;-0.0074600000;0.0006800000;0.0049000000;-0.1251900000;-0.0199200000;0.0019200000;-0.0091500000;-0.0366900000;0.0349400000;-0.0146700000
91429;2025/01/01 09:00:00;Mavir;"Levice - God ";10T-HU-SK-00001T;DIRECT;N-1 R.Sobota - Sajoivanka;10T1001C--00054V;45.3081534350;851;445.0000000000;2000;1386;139;777;458;349;108;72;0;0;0;468;70.0000000000;0.1999600000;SK;HU;-0.0030600000;-0.0023200000;-0.0148400000;-0.0032500000;0.0155300000;-0.0011300000;-0.0054200000;-0.0778200000;-0.1585000000;-0.0022500000;0.0056800000;-0.1324200000;-0.0486200000;0.0414600000
91430;2025/01/01 09:00:00;TennetBv;"PST MEE 2 ";49T000000000078O;DIRECT;N-1 Diele - Meeden SCHWARZ/Z;10T-DE-NL-00001V;61.5131893360;211;-90.0000000000;1519;1052;105;1465;1064;911;153;328;0;0;0;1064;20.0000000000;0.1820500000;DE;NL;-0.1286900000;-0.1042400000;-0.0699600000;-0.1334500000;-0.0595700000;-0.0486800000;-0.1038800000;-0.0669600000;-0.0631000000;-0.2307200000;-0.0553800000;-0.0637900000;-0.0681500000;-0.0613700000
91431;2025/01/01 09:00:00;Pse;"Wielopole - Nosovice ";10T-CZ-PL-00004A;DIRECT;N-1 Detmarovice - Dobrzen;10T1001A1001A09N;124.0490990500;721;274.0000000000;2000;1386;139;1136;562;548;15;132;0;0;97;561;60.0000000000;0.2972000000;PL;CZ;-0.0133000000;-0.0120000000;-0.0562800000;-0.0136700000;-0.1134400000;-0.0083100000;-0.0180100000;-0.0606100000;-0.0649800000;-0.0108800000;0.1837600000;-0.0515100000;-0.0627400000;-0.0767000000
91432;2025/01/01 09:00:00;Transelectrica;"Resita - Timisoara c1 ";30TRESI220TIMI1L;DIRECT;N-1 Resita - Timisoara c2;30TRESI220TIMI2J;9.3029607910;204;105.0000000000;960;374;37;181;136;193;-57;0;0;0;0;133;33.0000000000;0.0901900000;RO;HU;0.0004100000;0.0003200000;0.0012000000;0.0004400000;-0.0011500000;0.0001600000;0.0007300000;0.0151700000;-0.0052500000;0.0003100000;-0.0019000000;0.0849400000;0.0054500000;-0.0034300000
