Id;DateTimeUtc;Tso;CnecName;CnecEic;Direction;ContName;BranchEic;ShadowPrice;Ram;RamMcp;Imax;Fmax;Frm;Fref;F0core;F0all;Fuaf;Amr;LtaMargin;Cva;Iva;FtotalLtn;MinRamFactor;MaxZ2ZPtdf;HubFrom;HubTo;Hub_ALBE;Hub_ALDE;Hub_AT;Hub_BE;Hub_CZ;Hub_DE;Hub_FR;Hub_HR;Hub_HU;Hub_NL;Hub_PL;Hub_RO;Hub_SI;Hub_SK
91450;2025/01/01 12:00:00;Elia;External Constraint BE_AL_export;;OPPOSITE;;;4.6503163680;1000;;;1000;0;648;0;0;0;0;0;0;0;0;0.0000000000;1.0000000000;DE_via_HVDC;BE_via_HVDC;1.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
91451;2025/01/01 12:00:00;Apg;"St. Peter 2 - Salzburg 455 ";14T-220-0-00455F;DIRECT;N-1 St. Peter - Salzburg - Salzach 456 PROV;14T-220-0-T0456O;336.7692150210;191;-84.0000000000;1600;624;62;623;379;389;-11;6;0;0;0;377;28.5000000000;0.0728200000;CZ;AT;-0.0049400000;-0.0036100000;-0.0632900000;-0.0052800000;0.0095300000;-0.0046200000;-0.0087900000;-0.0076200000;0.0023500000;-0.0036400000;0.0056700000;-0.0003600000;-0.0125500000;0.0055100000
91452;2025/01/01 12:00:00;Ceps;"Nosovice - Varin  ";10T-CZ-SK-00002W;DIRECT;N-1 Krizovany - Sokolnice;10T-CZ-SK-00003U;17.3439431800;1089;2060.0000000000;2000;1386;139;755;152;63;88;0;0;0;0;158;70.0000000000;0.2847900000;CZ;SK;-0.0086400000;-0.0069200000;-0.0589200000;-0.0090800000;0.0437500000;-0.0038600000;-0.0141700000;-0.1226900000;-0.1714700000;-0.0067300000;0.0228700000;-0.1565400000;-0.1037500000;-0.2410400000
91453;2025/01/01 12:00:00;50Hertz;"Hradec - Rohrsdorf 446 ";10T-CZ-DE-00003S;OPPOSITE;N-1 Hradec - Rohrsdorf 1;10T-CZ-DE-00002U;40.1061093130;947;145.0000000000;2520;1746;175;1337;923;820;103;301;0;0;0;925;60.3000000000;0.3144000000;DE;CZ;-0.0272100000;-0.0230400000;-0.1508400000;-0.0283000000;-0.3250200000;-0.0106200000;-0.0406900000;-0.1777000000;-0.1981500000;-0.0216400000;-0.1113000000;-0.1894300000;-0.1728200000;-0.2045200000
91454;2025/01/01 12:00:00;Hops;"Pehlin - Divaca ";10T-HR-SI-000022;OPPOSITE;N-1 Melina - Divaca;10T-HR-SI-000014;28.4366255020;509;439.0000000000;960;374;37;-16;-225;-112;-112;0;0;0;0;-172;70.0000000000;0.1603300000;SI;HR;0.0026200000;0.0019300000;-0.0013300000;0.0028000000;-0.0074000000;0.0006800000;0.0048700000;-0.1251400000;-0.0197600000;0.0019700000;-0.0090700000;-0.0364200000;0.0352000000;-0.0145700000
91455;2025/01/01 12:00:00;Mavir;"Levice - God ";10T-HU-SK-00001T;DIRECT;N-1 R.Sobota - Sajoivanka;10T1001C--00054V;66.7979253530;864;386.0000000000;2000;1386;139;765;425;329;96;52;0;0;0;435;70.0000000000;0.1964500000;SK;HU;-0.0030400000;-0.0023100000;-0.0149400000;-0.0032200000;0.0155000000;-0.0011300000;-0.0053800000;-0.0780700000;-0.1564700000;-0.0023000000;0.0056600000;-0.1327000000;-0.0488300000;0.0399700000
91456;2025/01/01 12:00:00;TennetBv;"PST MEE 2 ";49T000000000078O;DIRECT;N-1 Diele - Meeden SCHWARZ/Z;10T-DE-NL-00001V;162.0750729670;210;-112.0000000000;1519;1052;105;1385;958;756;202;221;0;0;0;958;20.0000000000;0.1551800000;DE;NL;-0.1286400000;-0.1042300000;-0.0699100000;-0.1334000000;-0.0595500000;-0.0486800000;-0.1039100000;-0.0668700000;-0.0630600000;-0.2038600000;-0.0553600000;-0.0637300000;-0.0680700000;-0.0612900000
91457;2025/01/01 12:00:00;Pse;"Wielopole - Nosovice ";10T-CZ-PL-00004A;DIRECT;N-1 Albrechtice - Nosovice;27T-TLI-V460---8;15.3426992550;824;346.0000000000;2000;1386;139;990;481;473;8;57;0;0;0;480;60.0000000000;0.2804900000;PL;CZ;-0.0132900000;-0.0119900000;-0.0563900000;-0.0136500000;-0.0963800000;-0.0083100000;-0.0179600000;-0.0608200000;-0.0652900000;-0.0111300000;0.1841100000;-0.0515600000;-0.0629600000;-0.0760600000
