,Time,Line,RAM,utilization,congested,Spread FR-BE,Spread FR-DE,Spread FR-NL,From,To,Flow_normalized,export_constrained,import_constrained
264,2025-01-01 11:00:00,Achene - Lonny 380.19 ,1531,0.7636871562377524,False,0.0,20.69,-16.900000000000002,FR,BE,1169.2050361999989,False,False
273,2025-01-01 11:15:00,Achene - Lonny 380.19 ,1531,0.8079651220770745,False,0.0,20.69,-16.900000000000002,FR,BE,1236.994601900001,False,False
282,2025-01-01 11:30:00,Achene - Lonny 380.19 ,1531,0.8547684427824953,False,0.0,20.69,-16.900000000000002,FR,BE,1308.6504859000004,False,False
291,2025-01-01 11:45:00,Achene - Lonny 380.19 ,1531,0.8798771888308287,False,0.0,20.69,-16.900000000000002,FR,BE,1347.0919760999986,False,False
1544,2025-01-04 15:00:00,Ensdorf - Vigy VIGY2 S ,722,4.063076483518006,True,0.0,-26.77,2.93,FR,DE,2933.5412211000003,True,False
1549,2025-01-04 15:15:00,Ensdorf - Vigy VIGY2 S ,722,4.309679759002773,True,0.0,-26.77,2.93,FR,DE,3111.588786000002,True,False
1554,2025-01-04 15:30:00,Ensdorf - Vigy VIGY2 S ,722,4.414835030470914,True,0.0,-26.77,2.93,FR,DE,3187.510892,True,False
1559,2025-01-04 15:45:00,Ensdorf - Vigy VIGY2 S ,722,4.427845644875345,True,0.0,-26.77,2.93,FR,DE,3196.9045555999987,True,False
1564,2025-01-04 16:00:00,Ensdorf - Vigy VIGY2 S ,690,4.4803382185507274,True,-36.5,-65.24000000000001,-41.11,FR,DE,3091.4333708000017,True,False
1567,2025-01-04 16:15:00,Ensdorf - Vigy VIGY2 S ,690,4.603933949275363,True,-36.5,-65.24000000000001,-41.11,FR,DE,3176.7144250000006,True,False
1570,2025-01-04 16:30:00,Ensdorf - Vigy VIGY2 S ,690,4.647563006666668,True,-36.5,-65.24000000000001,-41.11,FR,DE,3206.8184746000006,True,False
1573,2025-01-04 16:45:00,Ensdorf - Vigy VIGY2 S ,690,4.704096147101451,True,-36.5,-65.24000000000001,-41.11,FR,DE,3245.826341500001,True,False
1576,2025-01-04 17:00:00,Ensdorf - Vigy VIGY2 S ,737,4.023929329579378,True,-61.82,-82.81,-68.68,FR,DE,2965.6359159000017,True,False
1578,2025-01-04 17:15:00,Ensdorf - Vigy VIGY2 S ,737,4.029248074898234,True,-61.82,-82.81,-68.68,FR,DE,2969.5558311999985,True,False
1580,2025-01-04 17:30:00,Ensdorf - Vigy VIGY2 S ,737,3.8675843478968783,True,-61.82,-82.81,-68.68,FR,DE,2850.4096643999997,True,False
1582,2025-01-04 17:45:00,Ensdorf - Vigy VIGY2 S ,737,3.6959013656716406,True,-61.82,-82.81,-68.68,FR,DE,2723.879306499999,True,False
1624,2025-01-04 23:00:00,Ensdorf - Vigy VIGY2 S ,1058,2.4315413547258973,True,-15.329999999999998,-19.909999999999997,-16.939999999999998,FR,DE,2572.5707532999995,True,False
1626,2025-01-04 23:15:00,Ensdorf - Vigy VIGY2 S ,1058,2.515750013137995,True,-15.329999999999998,-19.909999999999997,-16.939999999999998,FR,DE,2661.663513899998,True,False
1628,2025-01-04 23:30:00,Ensdorf - Vigy VIGY2 S ,1058,2.412892199905482,True,-15.329999999999998,-19.909999999999997,-16.939999999999998,FR,DE,2552.839947500001,True,False
1630,2025-01-04 23:45:00,Ensdorf - Vigy VIGY2 S ,1058,2.5519051292060504,True,-15.329999999999998,-19.909999999999997,-16.939999999999998,FR,DE,2699.915626700001,True,False
1632,2025-01-05 00:00:00,Ensdorf - Vigy VIGY2 S ,1134,1.614225553791887,True,-62.06,-68.31,-63.75,FR,DE,1830.531778,True,False
1636,2025-01-05 00:15:00,Ensdorf - Vigy VIGY2 S ,1134,1.654479428130511,True,-62.06,-68.31,-63.75,FR,DE,1876.1796714999996,True,False
1640,2025-01-05 00:30:00,Ensdorf - Vigy VIGY2 S ,1134,1.7864457460317462,True,-62.06,-68.31,-63.75,FR,DE,2025.829476,True,False
1644,2025-01-05 00:45:00,Ensdorf - Vigy VIGY2 S ,1134,1.907332016754849,True,-62.06,-68.31,-63.75,FR,DE,2162.914506999999,True,False
1648,2025-01-05 01:00:00,Ensdorf - Vigy VIGY2 S ,1117,2.0002504402864822,True,-63.43000000000001,-69.12,-64.79,FR,DE,2234.2797418000005,True,False
1651,2025-01-05 01:15:00,Ensdorf - Vigy VIGY2 S ,1117,2.011062175738586,True,-63.43000000000001,-69.12,-64.79,FR,DE,2246.3564503,True,False
1654,2025-01-05 01:30:00,Ensdorf - Vigy VIGY2 S ,1117,2.0148746775290953,True,-63.43000000000001,-69.12,-64.79,FR,DE,2250.6150147999997,True,False
1657,2025-01-05 01:45:00,Ensdorf - Vigy VIGY2 S ,1117,2.0731406712623106,True,-63.43000000000001,-69.12,-64.79,FR,DE,2315.698129800001,True,False
1660,2025-01-05 02:00:00,Ensdorf - Vigy VIGY2 S ,1158,1.967046402504319,True,-61.64,-67.86999999999999,-63.34,FR,DE,2277.839734100002,True,False
1663,2025-01-05 02:15:00,Ensdorf - Vigy VIGY2 S ,1158,1.959141752158894,True,-61.64,-67.86999999999999,-63.34,FR,DE,2268.686148999999,True,False
1666,2025-01-05 02:30:00,Ensdorf - Vigy VIGY2 S ,1158,1.940472895250432,True,-61.64,-67.86999999999999,-63.34,FR,DE,2247.0676127000006,True,False
1669,2025-01-05 02:45:00,Ensdorf - Vigy VIGY2 S ,1158,2.01275207642487,True,-61.64,-67.86999999999999,-63.34,FR,DE,2330.7669044999993,True,False
1672,2025-01-05 03:00:00,Ensdorf - Vigy VIGY2 S ,1138,1.924700915026362,True,-62.349999999999994,-67.41,-63.42,FR,DE,2190.3096413,True,False
1675,2025-01-05 03:15:00,Ensdorf - Vigy VIGY2 S ,1138,1.877215671792619,True,-62.349999999999994,-67.41,-63.42,FR,DE,2136.2714345000004,True,False
1678,2025-01-05 03:30:00,Ensdorf - Vigy VIGY2 S ,1138,1.91702492082601,True,-62.349999999999994,-67.41,-63.42,FR,DE,2181.5743598999993,True,False
1681,2025-01-05 03:45:00,Ensdorf - Vigy VIGY2 S ,1138,1.94267364745167,True,-62.349999999999994,-67.41,-63.42,FR,DE,2210.7626108000004,True,False
1684,2025-01-05 04:00:00,Ensdorf - Vigy VIGY2 S ,1128,1.983438685106384,True,-61.59,-67.91,-63.31,FR,DE,2237.318836800001,True,False
1687,2025-01-05 04:15:00,Ensdorf - Vigy VIGY2 S ,1128,1.9640765530141848,True,-61.59,-67.91,-63.31,FR,DE,2215.4783518000004,True,False
1690,2025-01-05 04:30:00,Ensdorf - Vigy VIGY2 S ,1128,1.94584787783688,True,-61.59,-67.91,-63.31,FR,DE,2194.916406200001,True,False
1693,2025-01-05 04:45:00,Ensdorf - Vigy VIGY2 S ,1128,1.925726467198582,True,-61.59,-67.91,-63.31,FR,DE,2172.2194550000004,True,False
1696,2025-01-05 05:00:00,Ensdorf - Vigy VIGY2 S ,1050,2.0650850378095233,True,-52.099999999999994,-56.959999999999994,-53.5,FR,DE,2168.3392896999994,True,False
1700,2025-01-05 05:15:00,Ensdorf - Vigy VIGY2 S ,1050,2.0478709808571423,True,-52.099999999999994,-56.959999999999994,-53.5,FR,DE,2150.264529899999,True,False
1704,2025-01-05 05:30:00,Ensdorf - Vigy VIGY2 S ,1050,1.9712553465714295,True,-52.099999999999994,-56.959999999999994,-53.5,FR,DE,2069.818113900001,True,False
1708,2025-01-05 05:45:00,Ensdorf - Vigy VIGY2 S ,1050,1.9035496070476188,True,-52.099999999999994,-56.959999999999994,-53.5,FR,DE,1998.7270873999996,True,False
1712,2025-01-05 06:00:00,Ensdorf - Vigy VIGY2 S ,1075,2.059367765860466,True,-58.02000000000001,-55.78,-59.09,FR,DE,2213.820348300001,True,False
1717,2025-01-05 06:15:00,Ensdorf - Vigy VIGY2 S ,1075,2.067023325023256,True,-58.02000000000001,-55.78,-59.09,FR,DE,2222.0500744000005,True,False
1722,2025-01-05 06:30:00,Ensdorf - Vigy VIGY2 S ,1075,2.0346654599069773,True,-58.02000000000001,-55.78,-59.09,FR,DE,2187.2653694000005,True,False
1727,2025-01-05 06:45:00,Ensdorf - Vigy VIGY2 S ,1075,1.9930778428837213,True,-58.02000000000001,-55.78,-59.09,FR,DE,2142.5586811000003,True,False
1732,2025-01-05 07:00:00,Ensdorf - Vigy VIGY2 S ,1101,1.990586772388738,True,-63.69,-55.02000000000001,-64.39,FR,DE,2191.6360364000006,True,False
1737,2025-01-05 07:15:00,Ensdorf - Vigy VIGY2 S ,1101,1.8817861296094456,True,-63.69,-55.02000000000001,-64.39,FR,DE,2071.8465286999995,True,False
1742,2025-01-05 07:30:00,Ensdorf - Vigy VIGY2 S ,1101,1.892535467574931,True,-63.69,-55.02000000000001,-64.39,FR,DE,2083.681549799999,True,False
1747,2025-01-05 07:45:00,Ensdorf - Vigy VIGY2 S ,1101,1.9188009633969112,True,-63.69,-55.02000000000001,-64.39,FR,DE,2112.599860699999,True,False
1752,2025-01-05 08:00:00,Ensdorf - Vigy VIGY2 S ,1166,1.8929639788164665,True,-92.61,-43.71,-66.79,FR,DE,2207.1959993,True,False
1757,2025-01-05 08:15:00,Ensdorf - Vigy VIGY2 S ,1166,1.750857768782162,True,-92.61,-43.71,-66.79,FR,DE,2041.5001584000008,True,False
1762,2025-01-05 08:30:00,Ensdorf - Vigy VIGY2 S ,1166,1.657865526415094,True,-92.61,-43.71,-66.79,FR,DE,1933.0712037999997,True,False
1767,2025-01-05 08:45:00,Ensdorf - Vigy VIGY2 S ,1166,1.5442168694682672,True,-92.61,-43.71,-66.79,FR,DE,1800.5568697999995,True,False
1772,2025-01-05 09:00:00,Ensdorf - Vigy VIGY2 S ,1218,1.1488531576354684,True,0.0,0.0,0.0,FR,DE,1399.3031460000004,True,False
1777,2025-01-05 09:15:00,Ensdorf - Vigy VIGY2 S ,1218,1.0077746578817737,True,0.0,0.0,0.0,FR,DE,1227.4695333000002,True,False
1782,2025-01-05 09:30:00,Ensdorf - Vigy VIGY2 S ,1218,0.9573848869458124,False,0.0,0.0,0.0,FR,DE,1166.0947922999994,False,False
1787,2025-01-05 09:45:00,Ensdorf - Vigy VIGY2 S ,1218,1.0147390052545155,True,0.0,0.0,0.0,FR,DE,1235.9521084,True,False
1792,2025-01-05 10:00:00,Ensdorf - Vigy VIGY2 S ,1294,1.03952408755796,True,0.0,0.0,0.0,FR,DE,1345.1441693000002,True,False
1796,2025-01-05 10:15:00,Ensdorf - Vigy VIGY2 S ,1294,0.6508224547913443,False,0.0,0.0,0.0,FR,DE,842.1642564999995,False,False
1800,2025-01-05 10:30:00,Ensdorf - Vigy VIGY2 S ,1294,0.5759333435085003,False,0.0,0.0,0.0,FR,DE,745.2577464999994,False,False
1804,2025-01-05 10:45:00,Ensdorf - Vigy VIGY2 S ,1294,0.6735054077279754,False,0.0,0.0,0.0,FR,DE,871.5159976000002,False,False
1876,2025-01-05 14:00:00,Ensdorf - Vigy VIGY2 S ,1219,0.8630408262510257,False,0.0799999999999983,0.09999999999999432,0.0899999999999892,FR,DE,1052.0467672000004,False,False
1883,2025-01-05 14:15:00,Ensdorf - Vigy VIGY2 S ,1219,0.9006562110746513,False,0.0799999999999983,0.09999999999999432,0.0899999999999892,FR,DE,1097.8999213,False,False
1890,2025-01-05 14:30:00,Ensdorf - Vigy VIGY2 S ,1219,0.8403343837571788,False,0.0799999999999983,0.09999999999999432,0.0899999999999892,FR,DE,1024.367613800001,False,False
1897,2025-01-05 14:45:00,Ensdorf - Vigy VIGY2 S ,1219,0.927486228958162,False,0.0799999999999983,0.09999999999999432,0.0899999999999892,FR,DE,1130.6057130999995,False,False
1928,2025-01-05 16:00:00,Ensdorf - Vigy VIGY2 S ,1059,1.024324718791312,True,0.0,0.0,0.0,FR,DE,1084.7598771999994,True,False
1934,2025-01-05 16:15:00,Ensdorf - Vigy VIGY2 S ,1059,1.1495062440037764,True,0.0,0.0,0.0,FR,DE,1217.3271123999994,True,False
1940,2025-01-05 16:30:00,Ensdorf - Vigy VIGY2 S ,1059,1.2687080266288953,True,0.0,0.0,0.0,FR,DE,1343.5618002,True,False
1946,2025-01-05 16:45:00,Ensdorf - Vigy VIGY2 S ,1059,1.3635486950897078,True,0.0,0.0,0.0,FR,DE,1443.9980681000006,True,False
2396,2025-01-06 13:00:00,Ensdorf - Vigy VIGY2 S ,1094,0.4251957226691041,False,0.0,0.0,0.0,FR,DE,465.16412059999993,False,False
2404,2025-01-06 13:15:00,Ensdorf - Vigy VIGY2 S ,1094,0.5858722004570392,False,0.0,0.0,0.0,FR,DE,640.944187300001,False,False
2412,2025-01-06 13:30:00,Ensdorf - Vigy VIGY2 S ,1094,0.6211638998171839,False,0.0,0.0,0.0,FR,DE,679.5533063999992,False,False
2420,2025-01-06 13:45:00,Ensdorf - Vigy VIGY2 S ,1094,0.6902113641681912,False,0.0,0.0,0.0,FR,DE,755.0912324000011,False,False
3420,2025-01-08 13:00:00,Ensdorf - Vigy VIGY2 S ,1039,3.1830109833493765,True,-26.73,-36.91,-30.7,FR,DE,3307.1484117000023,True,False
3427,2025-01-08 13:15:00,Ensdorf - Vigy VIGY2 S ,1039,3.290596635418672,True,-26.73,-36.91,-30.7,FR,DE,3418.9299042,True,False
3434,2025-01-08 13:30:00,Ensdorf - Vigy VIGY2 S ,1039,3.37337687921078,True,-26.73,-36.91,-30.7,FR,DE,3504.9385775000005,True,False
3441,2025-01-08 13:45:00,Ensdorf - Vigy VIGY2 S ,1039,3.3911325012512026,True,-26.73,-36.91,-30.7,FR,DE,3523.3866687999994,True,False
3448,2025-01-08 14:00:00,Achene - Lonny 380.19 ,1896,0.7470630835970467,False,-21.279999999999998,-29.05,-24.24,FR,BE,1416.4316065000005,False,False
3449,2025-01-08 14:00:00,Ensdorf - Vigy VIGY2 S ,1054,3.2581073728652763,True,-21.279999999999998,-29.05,-24.24,FR,DE,3434.045171000001,True,False
3453,2025-01-08 14:15:00,Achene - Lonny 380.19 ,1896,0.7283981448839663,False,-21.279999999999998,-29.05,-24.24,FR,BE,1381.0428827,False,False
3454,2025-01-08 14:15:00,Ensdorf - Vigy VIGY2 S ,1054,3.2287644515180274,True,-21.279999999999998,-29.05,-24.24,FR,DE,3403.1177319000008,True,False
3458,2025-01-08 14:30:00,Achene - Lonny 380.19 ,1896,0.7427632382383965,False,-21.279999999999998,-29.05,-24.24,FR,BE,1408.2790996999995,False,False
3459,2025-01-08 14:30:00,Ensdorf - Vigy VIGY2 S ,1054,3.2680437517077796,True,-21.279999999999998,-29.05,-24.24,FR,DE,3444.5181142999995,True,False
3463,2025-01-08 14:45:00,Achene - Lonny 380.19 ,1896,0.7262781974683542,False,-21.279999999999998,-29.05,-24.24,FR,BE,1377.0234623999995,False,False
3464,2025-01-08 14:45:00,Ensdorf - Vigy VIGY2 S ,1054,3.262087589089183,True,-21.279999999999998,-29.05,-24.24,FR,DE,3438.240318899999,True,False
3468,2025-01-08 15:00:00,Achene - Lonny 380.19 ,1860,0.7103822893010752,False,-26.160000000000004,-35.67,-29.78,FR,BE,1321.3110581,False,False
3469,2025-01-08 15:00:00,Ensdorf - Vigy VIGY2 S ,1009,3.2799799401387513,True,-26.160000000000004,-35.67,-29.78,FR,DE,3309.4997596,True,False
3473,2025-01-08 15:15:00,Achene - Lonny 380.19 ,1860,0.6884382733870971,False,-26.160000000000004,-35.67,-29.78,FR,BE,1280.4951885000005,False,False
3474,2025-01-08 15:15:00,Ensdorf - Vigy VIGY2 S ,1009,3.242998954707632,True,-26.160000000000004,-35.67,-29.78,FR,DE,3272.1859453000006,True,False
3478,2025-01-08 15:30:00,Achene - Lonny 380.19 ,1860,0.7091575782258063,False,-26.160000000000004,-35.67,-29.78,FR,BE,1319.0330954999995,False,False
3479,2025-01-08 15:30:00,Ensdorf - Vigy VIGY2 S ,1009,3.2830097853320117,True,-26.160000000000004,-35.67,-29.78,FR,DE,3312.5568734,True,False
3483,2025-01-08 15:45:00,Achene - Lonny 380.19 ,1860,0.6990728961290327,False,-26.160000000000004,-35.67,-29.78,FR,BE,1300.2755868000008,False,False
3484,2025-01-08 15:45:00,Ensdorf - Vigy VIGY2 S ,1009,3.3375571014866217,True,-26.160000000000004,-35.67,-29.78,FR,DE,3367.5951154000013,True,False
3488,2025-01-08 16:00:00,Achene - Lonny 380.19 ,1835,0.727705079673025,False,-38.42,-52.510000000000005,-44.809999999999995,FR,BE,1335.338821200001,False,False
3489,2025-01-08 16:00:00,Ensdorf - Vigy VIGY2 S ,947,3.353494610348469,True,-38.42,-52.510000000000005,-44.809999999999995,FR,DE,3175.7593960000004,True,False
3492,2025-01-08 16:15:00,Achene - Lonny 380.19 ,1835,0.7234396889373296,False,-38.42,-52.510000000000005,-44.809999999999995,FR,BE,1327.5118291999995,False,False
3493,2025-01-08 16:15:00,Ensdorf - Vigy VIGY2 S ,947,3.3117343102428713,True,-38.42,-52.510000000000005,-44.809999999999995,FR,DE,3136.2123917999993,True,False
3496,2025-01-08 16:30:00,Achene - Lonny 380.19 ,1835,0.69464361520436,False,-38.42,-52.510000000000005,-44.809999999999995,FR,BE,1274.6710339000006,False,False
3497,2025-01-08 16:30:00,Ensdorf - Vigy VIGY2 S ,947,3.320127741077086,True,-38.42,-52.510000000000005,-44.809999999999995,FR,DE,3144.160970800001,True,False
3500,2025-01-08 16:45:00,Achene - Lonny 380.19 ,1835,0.6478149154768393,False,-38.42,-52.510000000000005,-44.809999999999995,FR,BE,1188.7403699,False,False
3501,2025-01-08 16:45:00,Ensdorf - Vigy VIGY2 S ,947,3.223301643189018,True,-38.42,-52.510000000000005,-44.809999999999995,FR,DE,3052.4666560999995,True,False
3504,2025-01-08 17:00:00,Achene - Lonny 380.19 ,1755,0.7040253431908832,False,-28.660000000000004,-56.120000000000005,-49.11,FR,BE,1235.5644773,False,False
3505,2025-01-08 17:00:00,Ensdorf - Vigy VIGY2 S ,936,3.0791539651709408,True,-28.660000000000004,-56.120000000000005,-49.11,FR,DE,2882.0881114000003,True,False
3509,2025-01-08 17:15:00,Achene - Lonny 380.19 ,1755,0.7030589881481483,False,-28.660000000000004,-56.120000000000005,-49.11,FR,BE,1233.8685242,False,False
3510,2025-01-08 17:15:00,Ensdorf - Vigy VIGY2 S ,936,3.1179246882478644,True,-28.660000000000004,-56.120000000000005,-49.11,FR,DE,2918.377508200001,True,False
3514,2025-01-08 17:30:00,Achene - Lonny 380.19 ,1755,0.7457661761253558,False,-28.660000000000004,-56.120000000000005,-49.11,FR,BE,1308.8196390999994,False,False
3515,2025-01-08 17:30:00,Ensdorf - Vigy VIGY2 S ,936,3.272129369017093,True,-28.660000000000004,-56.120000000000005,-49.11,FR,DE,3062.713089399999,True,False
3519,2025-01-08 17:45:00,Achene - Lonny 380.19 ,1755,0.7642217044444446,False,-28.660000000000004,-56.120000000000005,-49.11,FR,BE,1341.2090913000002,False,False
3520,2025-01-08 17:45:00,Ensdorf - Vigy VIGY2 S ,936,3.3483844290598297,True,-28.660000000000004,-56.120000000000005,-49.11,FR,DE,3134.0878256000005,True,False
3524,2025-01-08 18:00:00,Ensdorf - Vigy VIGY2 S ,961,2.9452501982310086,True,-36.7,-51.650000000000006,-45.3,FR,DE,2830.3854404999993,True,False
3529,2025-01-08 18:15:00,Ensdorf - Vigy VIGY2 S ,961,2.944887674401666,True,-36.7,-51.650000000000006,-45.3,FR,DE,2830.037055100001,True,False
3534,2025-01-08 18:30:00,Ensdorf - Vigy VIGY2 S ,961,2.971618944224766,True,-36.7,-51.650000000000006,-45.3,FR,DE,2855.7258054,True,False
3539,2025-01-08 18:45:00,Ensdorf - Vigy VIGY2 S ,961,2.8963137391259126,True,-36.7,-51.650000000000006,-45.3,FR,DE,2783.357503300002,True,False
3544,2025-01-08 19:00:00,Ensdorf - Vigy VIGY2 S ,1038,2.5318410111753367,True,-25.189999999999998,-39.39,-39.39,FR,DE,2628.0509695999995,True,False
3548,2025-01-08 19:15:00,Ensdorf - Vigy VIGY2 S ,1038,2.5711327414258167,True,-25.189999999999998,-39.39,-39.39,FR,DE,2668.835785599998,True,False
3552,2025-01-08 19:30:00,Ensdorf - Vigy VIGY2 S ,1038,2.489815447206167,True,-25.189999999999998,-39.39,-39.39,FR,DE,2584.428434200001,True,False
3556,2025-01-08 19:45:00,Ensdorf - Vigy VIGY2 S ,1038,2.532153959344894,True,-25.189999999999998,-39.39,-39.39,FR,DE,2628.3758098,True,False
3560,2025-01-08 20:00:00,Ensdorf - Vigy VIGY2 S ,1112,2.408977175809352,True,-17.379999999999995,-31.89,-30.789999999999992,FR,DE,2678.7826195,True,False
3562,2025-01-08 20:15:00,Ensdorf - Vigy VIGY2 S ,1112,2.521941786510791,True,-17.379999999999995,-31.89,-30.789999999999992,FR,DE,2804.3992666,True,False
3564,2025-01-08 20:30:00,Ensdorf - Vigy VIGY2 S ,1112,2.61772568102518,True,-17.379999999999995,-31.89,-30.789999999999992,FR,DE,2910.9109573,True,False
3566,2025-01-08 20:45:00,Ensdorf - Vigy VIGY2 S ,1112,2.632611061690649,True,-17.379999999999995,-31.89,-30.789999999999992,FR,DE,2927.4635006000017,True,False
3568,2025-01-08 21:00:00,Ensdorf - Vigy VIGY2 S ,1235,2.260684970607288,True,-9.329999999999998,-14.490000000000009,-14.490000000000009,FR,DE,2791.9459387000006,True,False
3571,2025-01-08 21:15:00,Ensdorf - Vigy VIGY2 S ,1235,2.2242005794331985,True,-9.329999999999998,-14.490000000000009,-14.490000000000009,FR,DE,2746.8877156,True,False
3574,2025-01-08 21:30:00,Ensdorf - Vigy VIGY2 S ,1235,2.1897933903643723,True,-9.329999999999998,-14.490000000000009,-14.490000000000009,FR,DE,2704.3948370999997,True,False
3577,2025-01-08 21:45:00,Ensdorf - Vigy VIGY2 S ,1235,2.177024291336031,True,-9.329999999999998,-14.490000000000009,-14.490000000000009,FR,DE,2688.6249997999985,True,False
3660,2025-01-09 05:00:00,Ensdorf - Vigy VIGY2 S ,1016,2.349381508366142,True,-45.93,-67.37,-56.669999999999995,FR,DE,2386.9716125,True,False
3663,2025-01-09 05:15:00,Ensdorf - Vigy VIGY2 S ,1016,2.321335744980314,True,-45.93,-67.37,-56.669999999999995,FR,DE,2358.4771168999987,True,False
3666,2025-01-09 05:30:00,Ensdorf - Vigy VIGY2 S ,1016,2.3558998600393704,True,-45.93,-67.37,-56.669999999999995,FR,DE,2393.5942578000004,True,False
3669,2025-01-09 05:45:00,Ensdorf - Vigy VIGY2 S ,1016,2.303767514271654,True,-45.93,-67.37,-56.669999999999995,FR,DE,2340.6277945,True,False
3673,2025-01-09 06:00:00,Ensdorf - Vigy VIGY2 S ,874,2.5309261760869557,True,-34.4,-87.20000000000002,-77.06,FR,DE,2212.029477899999,True,False
3677,2025-01-09 06:15:00,Ensdorf - Vigy VIGY2 S ,874,2.344921594164759,True,-34.4,-87.20000000000002,-77.06,FR,DE,2049.4614733,True,False
3681,2025-01-09 06:30:00,Ensdorf - Vigy VIGY2 S ,874,2.2271252874141885,True,-34.4,-87.20000000000002,-77.06,FR,DE,1946.507501200001,True,False
3685,2025-01-09 06:45:00,Ensdorf - Vigy VIGY2 S ,874,2.0939089561784896,True,-34.4,-87.20000000000002,-77.06,FR,DE,1830.0764277,True,False
3688,2025-01-09 07:00:00,Ensdorf - Vigy VIGY2 S ,749,2.6072184170894523,True,-42.88,-72.49000000000001,-67.9,FR,DE,1952.8065944,True,False
3690,2025-01-09 07:15:00,Ensdorf - Vigy VIGY2 S ,749,2.659451420293724,True,-42.88,-72.49000000000001,-67.9,FR,DE,1991.9291137999992,True,False
3692,2025-01-09 07:30:00,Ensdorf - Vigy VIGY2 S ,749,2.5631091634178893,True,-42.88,-72.49000000000001,-67.9,FR,DE,1919.768763399999,True,False
3694,2025-01-09 07:45:00,Ensdorf - Vigy VIGY2 S ,749,2.3930482162883844,True,-42.88,-72.49000000000001,-67.9,FR,DE,1792.3931139999995,True,False
3696,2025-01-09 08:00:00,Ensdorf - Vigy VIGY2 S ,801,2.355040002496881,True,-33.33,-52.099999999999994,-48.64,FR,DE,1886.387042000002,True,False
3698,2025-01-09 08:15:00,Ensdorf - Vigy VIGY2 S ,801,2.326247744444446,True,-33.33,-52.099999999999994,-48.64,FR,DE,1863.3244433000011,True,False
3700,2025-01-09 08:30:00,Ensdorf - Vigy VIGY2 S ,801,2.298082909987517,True,-33.33,-52.099999999999994,-48.64,FR,DE,1840.764410900001,True,False
3702,2025-01-09 08:45:00,Ensdorf - Vigy VIGY2 S ,801,2.14652909937578,True,-33.33,-52.099999999999994,-48.64,FR,DE,1719.3698086,True,False
3704,2025-01-09 09:00:00,Ensdorf - Vigy VIGY2 S ,851,2.398139153466509,True,-43.18,-62.4,-54.87,FR,DE,2040.816419599999,True,False
3706,2025-01-09 09:15:00,Ensdorf - Vigy VIGY2 S ,851,2.5122811611045823,True,-43.18,-62.4,-54.87,FR,DE,2137.9512680999997,True,False
3708,2025-01-09 09:30:00,Ensdorf - Vigy VIGY2 S ,851,2.5010890146885996,True,-43.18,-62.4,-54.87,FR,DE,2128.4267514999983,True,False
3710,2025-01-09 09:45:00,Ensdorf - Vigy VIGY2 S ,851,2.3988646889541716,True,-43.18,-62.4,-54.87,FR,DE,2041.4338503,True,False
3712,2025-01-09 10:00:00,Ensdorf - Vigy VIGY2 S ,920,2.188750182934782,True,-34.76,-67.97,-58.75,FR,DE,2013.6501682999997,True,False
3714,2025-01-09 10:15:00,Ensdorf - Vigy VIGY2 S ,920,2.270787241847826,True,-34.76,-67.97,-58.75,FR,DE,2089.1242625,True,False
3716,2025-01-09 10:30:00,Ensdorf - Vigy VIGY2 S ,920,2.351355109891303,True,-34.76,-67.97,-58.75,FR,DE,2163.246701099999,True,False
3718,2025-01-09 10:45:00,Ensdorf - Vigy VIGY2 S ,920,2.466638334239131,True,-34.76,-67.97,-58.75,FR,DE,2269.3072675000008,True,False
3720,2025-01-09 11:00:00,Ensdorf - Vigy VIGY2 S ,1053,2.4501424808167127,True,-18.86,-52.760000000000005,-41.82,FR,DE,2580.0000322999986,True,False
3722,2025-01-09 11:15:00,Ensdorf - Vigy VIGY2 S ,1053,2.604031450807218,True,-18.86,-52.760000000000005,-41.82,FR,DE,2742.045117700001,True,False
3724,2025-01-09 11:30:00,Ensdorf - Vigy VIGY2 S ,1053,2.578752871604938,True,-18.86,-52.760000000000005,-41.82,FR,DE,2715.4267738,True,False
3726,2025-01-09 11:45:00,Ensdorf - Vigy VIGY2 S ,1053,2.567461859639125,True,-18.86,-52.760000000000005,-41.82,FR,DE,2703.5373381999984,True,False
3728,2025-01-09 12:00:00,Ensdorf - Vigy VIGY2 S ,1105,2.7235010874208148,True,-18.27,-24.540000000000003,-20.959999999999997,FR,DE,3009.4687016000003,True,False
3731,2025-01-09 12:15:00,Ensdorf - Vigy VIGY2 S ,1105,2.7152632754751123,True,-18.27,-24.540000000000003,-20.959999999999997,FR,DE,3000.3659193999993,True,False
3734,2025-01-09 12:30:00,Ensdorf - Vigy VIGY2 S ,1105,2.6979207735746606,True,-18.27,-24.540000000000003,-20.959999999999997,FR,DE,2981.2024548,True,False
3737,2025-01-09 12:45:00,Ensdorf - Vigy VIGY2 S ,1105,2.780648185158371,True,-18.27,-24.540000000000003,-20.959999999999997,FR,DE,3072.6162446,True,False
3740,2025-01-09 13:00:00,Ensdorf - Vigy VIGY2 S ,1082,2.4142555255083176,True,-6.77,-18.96,-15.07,FR,DE,2612.2244785999997,True,False
3743,2025-01-09 13:15:00,Ensdorf - Vigy VIGY2 S ,1082,2.2874086182070243,True,-6.77,-18.96,-15.07,FR,DE,2474.9761249000003,True,False
