Time,Biomass,Energy storage,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Water Reservoir,Nuclear,Other,Waste,Renewable
2025-01-28 20:45:00,321.4,,,,1865.93,,110.51,,,,2674.27,1264.33,47330.04,,292.73,25053.949999999997
2025-01-28 21:00:00,321.8,,,,1858.19,,110.63,,,,2103.94,1226.17,47211.89,,294.87,24916.27
2025-01-28 21:15:00,320.29,,,,1821.05,,109.71,,,,1513.79,1272.66,47166.32,,296.1,24779.44
2025-01-28 21:30:00,319.84,,,,1847.49,,110.18,,,,1407.54,1256.22,47084.27,,294.95,24764.33
2025-01-28 21:45:00,323.06,,,,1863.91,,109.94,,,,467.02,1234.63,47028.24,,294.23,24731.06
2025-01-28 22:00:00,322.76,,,,1854.13,,109.9,,,,241.14,1091.56,46968.23,,296.62,24428.75
2025-01-28 22:15:00,322.09,,,,1836.77,,109.9,,,,177.31,1095.44,46851.22,,298.05,24311.15
2025-01-28 22:30:00,323.15,,,,1862.59,,109.87,,,,671.49,1091.66,47194.57,,295.97,24240.739999999998
2025-01-28 22:45:00,321.33,,,,1859.75,,109.68,,,,713.92,1103.48,46987.48,,294.76,24150.910000000003
2025-01-28 23:00:00,321.95,,,,1844.55,,109.98,,,,17.67,1182.88,46373.33,,297.25,24152.25
2025-01-28 23:15:00,319.5,,,,1868.23,,109.36,,,,0.34,1126.75,45412.85,,300.04,24164.41
2025-01-28 23:30:00,464.48,,,,1863.07,,109.79,,,,148.66,1059.39,45864.72,,298.24,24053.07
2025-01-28 23:45:00,471.44,,,,1879.21,,109.59,,,,152.52,1040.21,45586.63,,298.54,23889.96
2025-01-29 00:00:00,472.34,,,,1879.1,,110.26,,,,22.43,1023.18,45268.93,,299.91,23771.63
2025-01-29 00:15:00,471.69,,,,1876.09,,109.71,,,,3.38,1028.86,44406.95,,299.55,23622.539999999997
2025-01-29 00:30:00,473.04,,,,1887.58,,110.11,,,,36.88,933.81,44105.34,,300.33,23469.079999999998
2025-01-29 00:45:00,469.06,,,,1890.64,,109.76,,,,44.75,911.55,43836.51,,301.46,23422.46
2025-01-29 01:00:00,467.43,,,,1849.05,,110.42,,,,47.21,906.01,44232.44,,301.57,23163.07
2025-01-29 01:15:00,468.34,,,,1836.68,,110.76,,,,59.41,917.22,44003.86,,300.98,22962.95
2025-01-29 01:30:00,472.32,,,,1867.7,,109.97,,,,98.48,1039.27,43679.42,,302.26,22744.48
2025-01-29 01:45:00,470.89,,,,1849.8,,109.82,,,,98.54,1064.46,43517.22,,303.46,22608.4
2025-01-29 02:00:00,468.82,,,,1823.47,,110.18,,,,134.8,904.05,43671.01,,302.47,22269.449999999997
2025-01-29 02:15:00,467.84,,,,1850.12,,109.83,,,,106.94,888.34,43618.53,,297.63,21999.940000000002
2025-01-29 02:30:00,469.99,,,,1881.54,,109.81,,,,5.8,886.69,43595.61,,300.35,21690.510000000002
2025-01-29 02:45:00,469.22,,,,1818.14,,109.88,,,,1.37,829.21,43352.94,,303.61,21269.47
2025-01-29 03:00:00,471.27,,,,1828.89,,110.21,,,,0.26,838.26,43096.56,,301.1,21021.73
2025-01-29 03:15:00,468.35,,,,1868.51,,110.09,,,,21.87,1333.66,42290.29,,301.06,20724.4
2025-01-29 03:30:00,468.78,,,,1875.83,,109.88,,,,115.35,1553.27,41952.83,,303.26,20304.64
2025-01-29 03:45:00,468.77,,,,1833.93,,109.67,,,,131.54,1420.67,42016.46,,301.16,19918.480000000003
2025-01-29 04:00:00,467.76,,,,1841.11,,109.61,,,,101.4,1196.45,42043.05,,300.27,19579.65
2025-01-29 04:15:00,469.1,,,,1889.13,,109.76,,,,94.98,909.39,42309.96,,301.58,19409.68
2025-01-29 04:30:00,468.7,,,,1847.26,,109.73,,,,6.43,803.99,42520.67,,301.12,19345.21
2025-01-29 04:45:00,468.8,,,,1825.76,,109.87,,,,0.22,830.61,43002.05,,303.37,19147.46
2025-01-29 05:00:00,470.62,,,,1876.53,,109.76,,,,0.23,858.93,43975.41,,302.43,18928.940000000002
2025-01-29 05:15:00,471.38,,,,1873.67,,109.87,,,,0.4,861.8,44955.04,,302.03,18610.45
2025-01-29 05:30:00,461.9,,,,1841.75,,109.69,,,,0.3,892.39,45811.39,,301.65,18221.7
2025-01-29 05:45:00,458.32,,,,1845.45,,109.71,,,,0.31,961.93,47136.83,,298.89,17979.02
2025-01-29 06:00:00,452.64,,,,1872.09,,110.31,,,,354.34,1238.78,47749.02,,300.33,17901.57
2025-01-29 06:15:00,456.27,,,,1848.78,,109.98,,,,207.83,1614.81,49043.91,,301.72,18101.91
2025-01-29 06:30:00,460.2,,,,1842.87,,110.2,,,,42.81,1598.05,49689.35,,301.27,18153.38
2025-01-29 06:45:00,459.09,,,,1894.76,,110.8,,,,310.28,1710.93,50291.61,,300.56,18313.25
2025-01-29 07:00:00,460.86,,,,1888.97,,110.64,,,,683.19,1901.48,50570.33,,302.59,18608.94
2025-01-29 07:15:00,467.06,,,,1892.35,,110.68,,,,840.54,1964.5,51049.77,,300.84,18655.84
2025-01-29 07:30:00,468.3,,,,1919.11,,110.74,,,,1489.56,2131.93,51222.73,,301.46,18667.44
2025-01-29 07:45:00,353.03,,,,1921.58,,110.6,,,,1712.48,2115.44,51444.37,,300.44,18831.8
2025-01-29 08:00:00,321.26,,,,1920.71,,110.41,,,,2166.27,2102.1,51565.72,,297.81,19236.65
2025-01-29 08:15:00,321.96,,,,1881.62,,110.9,,,,2582.54,2082.09,51679.86,,301.55,19153.15
2025-01-29 08:30:00,321.75,,,,1881.83,,110.87,,,,2546.89,2041.03,51832.58,,298.73,19254.7
2025-01-29 08:45:00,321.99,,,,1905.2,,109.94,,,,2585.87,2033.37,51967.83,,300.16,19366.96
2025-01-29 09:00:00,323.53,,,,1918.75,,110.21,,,,2964.72,2023.59,52016.5,,299.59,19614.32
2025-01-29 09:15:00,330.28,,,,1899.87,,109.82,,,,2860.92,1997.81,52049.44,,299.03,20021.23
2025-01-29 09:30:00,334.89,,,,1878.56,,109.86,,,,2583.11,1940.22,52238.64,,299.24,20411.86
2025-01-29 09:45:00,336.18,,,,1883.14,,108.82,,,,2203.25,1835.78,52214.6,,299.1,20954.590000000004
2025-01-29 10:00:00,331.49,,,,1849.24,,108.61,,,,1952.7,1361.71,52353.14,,295.17,20963.04
2025-01-29 10:15:00,334.53,,,,1838.01,,109.94,,,,1227.74,1345.25,52544.16,,296.43,21752.89
2025-01-29 10:30:00,333.35,,,,1853.16,,110.08,,,,842.07,1298.66,52612.63,,297.13,22421.690000000002
2025-01-29 10:45:00,339.86,,,,1876.9,,109.71,,,,636.91,1196.59,52626.79,,299.18,23067.670000000002
2025-01-29 11:00:00,342.39,,,,1878.73,,109.92,,,,282.74,1137.68,52342.82,,296.48,23377.97
2025-01-29 11:15:00,352.96,,,,1863.71,,109.77,,,,382.68,1154.82,52274.51,,296.97,23518.68
2025-01-29 11:30:00,308.56,,,,1857.33,,110.37,,,,381.01,1135.87,52207.95,,311.76,23723.960000000003
2025-01-29 11:45:00,223.56,,,,1846.45,,109.21,,,,390.3,1204.76,51442.51,,335.44,23610.39
2025-01-29 12:00:00,243.65,,,,1831.43,,110.2,,,,168.27,1612.02,52224.93,,340.08,23992.18
2025-01-29 12:15:00,247.28,,,,1860.95,,110.47,,,,468.95,1821.86,52240.07,,338.37,23749.72
2025-01-29 12:30:00,244.78,,,,1902.67,,110.92,,,,638.61,1971.09,52354.32,,339.37,23493.13
2025-01-29 12:45:00,245.62,,,,1859.01,,110.68,,,,631.32,2382.28,52270.21,,340.08,23137.73
2025-01-29 13:00:00,244.27,,,,1811.4,,110.63,,,,579.06,2196.09,52080.79,,342.17,22908.65
2025-01-29 13:15:00,242.85,,,,1863.36,,110.76,,,,232.61,2187.09,51879.34,,340.31,22899.920000000002
2025-01-29 13:30:00,241.79,,,,1894.47,,110.4,,,,161.04,2105.51,51860.65,,340.16,22930.760000000002
2025-01-29 13:45:00,244.17,,,,1833.91,,109.54,,,,148.42,1886.39,51822.84,,340.43,22538.34
2025-01-29 14:00:00,251.74,,,,1895.67,,109.62,,,,150.41,1860.12,52009.1,,342.06,22122.84
2025-01-29 14:15:00,255.78,,,,1964.97,,109.26,,,,129.3,1561.53,52219.8,,340.98,21689.11
2025-01-29 14:30:00,259.65,,,,1966.56,,109.49,,,,50.59,1574.89,52223.39,,342.07,21293.449999999997
2025-01-29 14:45:00,260.09,,,,2005.24,,109.71,,,,30.03,1486.92,52236.32,,343.13,21210.17
2025-01-29 15:00:00,261.06,,,,2044.3,,109.54,,,,50.02,1629.95,52248.82,,345.47,20518.14
2025-01-29 15:15:00,263.06,,,,2056.81,,109.73,,,,62.92,1740.03,52339.48,,342.09,19784.48
2025-01-29 15:30:00,262.8,,,,2030.94,,109.84,,,,70.42,1811.88,52453.96,,336.08,18925.57
2025-01-29 15:45:00,262.82,,,,2043.8,,109.84,,,,84.94,1975.7,52449.34,,336.28,18350.02
2025-01-29 16:00:00,270.6,,,,2107.3,,109.63,,,,127.8,1782.02,52253.7,,333.67,17743.449999999997
2025-01-29 16:15:00,287.62,,,,2215.74,,109.84,,,,184.77,1870.61,52402.57,,340.54,17096.07
2025-01-29 16:30:00,293.46,,,,2351.46,,109.8,,,,217.34,2306.29,52453.86,,339.71,16494.620000000003
2025-01-29 16:45:00,295.52,,,,2520.07,,109.9,,,,264.68,2906.7,52348.07,,335.58,16054.16
2025-01-29 17:00:00,296.16,,,,2757.65,,110.03,,,,422.17,2545.73,52110.65,,327.27,15792.66
2025-01-29 17:15:00,293.83,,,,3014.62,,110.44,,,,502.73,2715.78,52123.82,,329.18,15707.47
2025-01-29 17:30:00,295.2,,,,3230.39,,135.32,,,,791.28,2790.55,52444.05,,329.01,15384.84
2025-01-29 17:45:00,295.65,,,,3330.52,,553.38,,,,1314.38,2820.47,52503.89,,327.34,14968.79
2025-01-29 18:00:00,293.83,,,,3408.86,,639.61,,,,2225.8,3261.57,52471.92,,329.02,15020.060000000001
2025-01-29 18:15:00,292.14,,,,3450.74,,640.49,,,,3065.95,3274.42,52525.41,,327.4,15057.93
2025-01-29 18:30:00,285.62,,,,3490.86,,639.23,,,,4078.42,3408.2,52494.3,,327.6,14974.27
2025-01-29 18:45:00,284.49,,,,3502.77,,639.77,,,,4327.57,3472.84,52590.32,,327.89,14763.55
2025-01-29 19:00:00,283.22,,,,3566.31,,638.39,,,,4546.3,3760.3,52695.95,,326.46,14743.86
2025-01-29 19:15:00,289.29,,,,3543.53,,641.01,,,,4278.94,3558.9,52765.05,,326.11,14730.02
2025-01-29 19:30:00,288.54,,,,3561.74,,640.37,,,,3117.49,3457.26,52790.07,,325.85,14734.61
2025-01-29 19:45:00,284.26,,,,3637.66,,639.06,,,,2752.59,3324.88,52796.08,,324.86,14841.33
2025-01-29 20:00:00,284.44,,,,3679.54,,639.76,,,,2620.53,2772.16,52813.49,,325.13,14351.189999999999
2025-01-29 20:15:00,280.86,,,,3676.92,,516.08,,,,2184.24,2601.04,52812.78,,322.79,14328.65
2025-01-29 20:30:00,282.03,,,,3599.07,,125.83,,,,1744.48,2452.52,52839.89,,323.55,14172.619999999999
2025-01-29 20:45:00,283.18,,,,3649.95,,109.87,,,,1642.59,2380.23,52805.2,,323.62,14007.01
2025-01-29 21:00:00,283.69,,,,3658.4,,110.64,,,,1472.91,2243.09,52743.45,,324.39,13784.119999999999
2025-01-29 21:15:00,284.64,,,,3576.01,,110.44,,,,1216.57,2135.83,52663.37,,323.77,13600.39
2025-01-29 21:30:00,285.08,,,,3568.8,,110.37,,,,832.37,2021.26,52671.68,,325.29,13347.16
2025-01-29 21:45:00,281.86,,,,3587.27,,109.9,,,,635.06,1886.4,52651.99,,323.12,13120.1
2025-01-29 22:00:00,280.26,,,,3182.02,,110.2,,,,735.22,1983.51,52743.14,,321.86,12865.880000000001
2025-01-29 22:15:00,280.1,,,,3059.43,,110.68,,,,744.86,1970.02,52683.96,,324.13,12584.48
2025-01-29 22:30:00,281.94,,,,3201.67,,110.44,,,,1128.37,2165.04,52752.82,,325.46,12420.779999999999
2025-01-29 22:45:00,279.15,,,,3537.33,,109.91,,,,963.46,2007.32,52643.32,,324.48,12287.86
2025-01-29 23:00:00,276.38,,,,3536.66,,110.59,,,,490.11,2072.93,52691.11,,324.13,12138.92
2025-01-29 23:15:00,273.99,,,,3521.25,,110.17,,,,301.98,1841.69,52517.61,,324.37,12100.99
2025-01-29 23:30:00,274.19,,,,3555.54,,110.37,,,,299.9,1818.41,52550.66,,327.07,12076.529999999999
2025-01-29 23:45:00,272.87,,,,3421.64,,109.42,,,,168.06,1463.29,52404.91,,324.95,12133.869999999999
2025-01-30 00:00:00,271.27,,,,3405.81,,110.91,,,,121.31,1457.03,52463.88,,323.06,12202.95
2025-01-30 00:15:00,270.83,,,,3371.41,,110.38,,,,151.39,1486.89,52365.48,,322.77,12119.48
2025-01-30 00:30:00,272.26,,,,2787.99,,110.36,,,,276.76,1406.66,52216.52,,323.71,12093.189999999999
2025-01-30 00:45:00,275.96,,,,2504.74,,110.12,,,,347.11,1293.78,51827.16,,323.48,12131.7
2025-01-30 01:00:00,274.73,,,,2261.64,,110.74,,,,384.98,1513.0,52103.02,,323.33,12042.380000000001
2025-01-30 01:15:00,268.79,,,,1990.5,,110.17,,,,407.11,1447.2,51868.39,,324.2,11959.55
2025-01-30 01:30:00,270.89,,,,1905.46,,110.5,,,,113.12,1351.54,52035.54,,327.02,11926.37
2025-01-30 01:45:00,273.1,,,,1872.95,,109.88,,,,94.12,1286.23,51601.6,,328.14,12022.12
2025-01-30 02:00:00,272.38,,,,1866.98,,110.42,,,,157.42,1041.95,51798.0,,326.46,12066.330000000002
2025-01-30 02:15:00,271.8,,,,1862.0,,110.4,,,,132.74,1017.47,51416.08,,326.34,11953.289999999999
2025-01-30 02:30:00,275.85,,,,1851.9,,110.44,,,,261.31,975.55,51300.18,,326.97,11864.779999999999
2025-01-30 02:45:00,277.07,,,,1852.79,,110.38,,,,252.92,969.85,51450.75,,327.35,11834.66
2025-01-30 03:00:00,277.04,,,,1846.24,,110.22,,,,284.87,945.64,51664.28,,326.58,11814.67
2025-01-30 03:15:00,276.94,,,,1878.2,,110.69,,,,294.44,947.95,51703.89,,323.73,11722.32
2025-01-30 03:30:00,277.52,,,,1843.63,,110.31,,,,211.01,939.8,51682.42,,323.07,11692.439999999999
2025-01-30 03:45:00,279.29,,,,1843.63,13.86,110.43,,,,195.83,932.72,51648.21,,326.52,11706.080000000002
2025-01-30 04:00:00,281.84,,,,1863.99,79.45,110.54,,,,196.09,852.53,51709.64,,327.39,11537.810000000001
2025-01-30 04:15:00,280.57,,,,1872.05,175.84,110.26,,,,189.95,847.41,51655.87,,328.2,11466.0
2025-01-30 04:30:00,280.78,,,,1852.9,197.07,110.34,,,,190.67,800.47,51651.93,,326.36,11432.91
2025-01-30 04:45:00,281.24,,,,1868.68,187.95,110.27,,,,182.1,793.14,51584.32,,324.47,11243.64
2025-01-30 05:00:00,282.06,,,,1958.36,190.98,110.44,,,,176.94,869.99,51680.59,,326.11,11334.52
2025-01-30 05:15:00,282.49,,,,1960.24,212.71,110.87,,,,226.07,927.11,51898.32,,326.2,11322.400000000001
2025-01-30 05:30:00,281.45,,,,1927.52,243.53,110.71,,,,291.21,1190.24,52023.08,,323.77,11451.75
2025-01-30 05:45:00,281.08,,,,1948.14,287.36,110.43,,,,247.31,1573.86,52077.79,,322.9,11480.57
2025-01-30 06:00:00,281.08,,,,2167.4,315.27,110.06,,,,397.0,1510.34,52144.79,,325.26,11488.42
2025-01-30 06:15:00,280.29,,,,2650.05,347.18,110.66,,,,497.83,1667.4,52282.48,,322.88,11513.48
2025-01-30 06:30:00,281.66,,,,2915.19,392.78,110.38,,,,434.98,1977.0,52419.36,,321.86,11510.890000000001
2025-01-30 06:45:00,282.37,,,,3190.96,405.42,110.42,,,,730.14,2108.42,52512.39,,321.84,11517.45
2025-01-30 07:00:00,283.92,,,,3345.86,406.38,110.6,,,,1106.18,2525.23,52623.71,,324.89,11862.720000000001
2025-01-30 07:15:00,282.73,,,,3281.88,406.39,111.0,,,,1455.94,2877.63,52826.67,,324.96,12148.46
2025-01-30 07:30:00,282.04,,,,3281.06,406.14,110.62,,,,2128.57,3194.11,52868.82,,321.47,12236.78
2025-01-30 07:45:00,281.58,,,,3329.93,406.35,110.74,,,,2538.19,3075.72,52862.2,,320.23,12328.04
2025-01-30 08:00:00,275.97,,,,3384.27,406.22,110.56,,,,2894.14,3498.42,52862.38,,318.62,12873.57
2025-01-30 08:15:00,271.72,,,,3456.41,408.34,110.26,,,,2832.63,3494.87,52833.81,,316.9,13146.66
2025-01-30 08:30:00,269.23,,,,3484.26,433.16,110.58,,,,3009.97,3411.62,52811.97,,315.46,13355.02
2025-01-30 08:45:00,270.35,,,,3517.01,471.55,110.41,,,,2967.61,3391.97,52822.96,,315.95,13621.26
2025-01-30 09:00:00,272.9,,,,3465.72,525.7,109.97,,,,3062.98,3367.6,52843.09,,316.93,13909.14
2025-01-30 09:15:00,272.08,,,,3490.3,560.52,109.77,,,,2853.98,3227.72,52891.0,,318.53,14329.59
2025-01-30 09:30:00,272.58,,,,3511.36,571.32,110.1,,,,2532.37,3089.2,52960.2,,318.24,14801.09
2025-01-30 09:45:00,275.65,,,,3487.99,577.72,109.51,,,,2375.1,3010.96,52991.15,,318.09,15194.71
2025-01-30 10:00:00,277.85,,,,3299.75,580.58,109.78,,,,1058.93,2834.33,52916.99,,317.61,15621.14
2025-01-30 10:15:00,280.47,,,,3117.12,581.88,109.7,,,,739.99,2753.33,52849.96,,317.59,15859.720000000001
2025-01-30 10:30:00,282.4,,,,2822.8,582.29,109.6,,,,447.17,2168.47,52943.98,,321.47,16346.61
2025-01-30 10:45:00,282.38,,,,2459.72,583.31,109.78,,,,406.06,2000.63,52942.72,,322.93,17107.39
2025-01-30 11:00:00,288.06,,,,2355.78,585.13,110.22,,,,395.19,1947.44,52812.73,,323.08,17590.93
2025-01-30 11:15:00,291.34,,,,2280.35,585.47,109.58,,,,246.65,1900.13,52726.25,,320.92,17801.27
2025-01-30 11:30:00,291.75,,,,2208.88,586.25,110.44,,,,232.31,1910.81,52284.95,,320.91,18315.77
2025-01-30 11:45:00,291.56,,,,2164.26,549.52,110.22,,,,346.59,2003.52,51861.64,,317.8,18717.16
2025-01-30 12:00:00,291.67,,,,2100.34,503.04,110.63,,,,385.09,1872.11,51678.87,,319.44,18613.769999999997
2025-01-30 12:15:00,292.7,,,,2103.97,502.95,110.59,,,,390.5,1885.15,51601.18,,320.49,18586.16
2025-01-30 12:30:00,293.84,,,,2091.74,456.64,110.46,,,,381.36,1932.99,51547.82,,321.59,18806.55
2025-01-30 12:45:00,294.37,,,,2096.1,356.56,109.93,,,,327.76,1774.34,51499.76,,318.13,18965.579999999998
2025-01-30 13:00:00,296.31,,,,2071.5,285.12,110.19,,,,353.66,1856.06,51502.0,,316.42,19016.39
2025-01-30 13:15:00,294.72,,,,2124.97,265.06,110.32,,,,337.04,1857.23,51491.56,,316.12,19060.01
2025-01-30 13:30:00,292.09,,,,2132.0,262.53,110.51,,,,302.58,1651.89,51460.89,,315.69,18749.1
2025-01-30 13:45:00,292.52,,,,2128.71,262.5,109.69,,,,116.29,1582.87,51364.04,,315.77,18510.57
2025-01-30 14:00:00,292.84,,,,2132.36,262.49,110.44,,,,94.04,1594.7,51327.36,,316.48,18338.55
2025-01-30 14:15:00,293.06,,,,2180.55,262.54,110.77,,,,107.28,1714.99,51292.49,,316.77,17634.48
2025-01-30 14:30:00,294.03,,,,2189.77,262.55,110.52,,,,165.79,1617.48,51306.38,,314.92,17217.47
2025-01-30 14:45:00,293.1,,,,2138.05,262.03,110.51,,,,178.52,1571.97,51243.83,,317.2,16988.09
2025-01-30 15:00:00,292.73,,,,2175.39,263.05,110.49,,,,133.62,1826.89,51299.91,,317.9,16378.44
2025-01-30 15:15:00,293.29,,,,2173.64,262.59,110.9,,,,107.34,1973.37,51340.64,,316.48,15627.16
2025-01-30 15:30:00,294.03,,,,2181.48,262.52,110.8,,,,110.61,2024.73,51355.51,,316.33,15013.34
2025-01-30 15:45:00,295.12,,,,2273.79,262.54,110.88,,,,117.97,2042.88,51283.79,,317.54,14541.400000000001
2025-01-30 16:00:00,297.61,,,,2361.11,262.64,110.61,,,,465.33,2078.8,51198.8,,317.95,13926.43
2025-01-30 16:15:00,295.06,,,,2751.83,262.59,110.74,,,,613.36,2183.22,51321.18,,319.93,13611.59
2025-01-30 16:30:00,294.0,,,,2997.64,262.63,110.67,,,,622.96,2241.31,51294.0,,320.89,13431.099999999999
2025-01-30 16:45:00,296.8,,,,3252.23,318.54,110.24,,,,604.43,2311.13,51365.68,,319.3,12821.54
2025-01-30 17:00:00,297.92,,,,3455.18,391.21,110.61,,,,531.42,2446.4,51400.2,,315.79,12799.279999999999
2025-01-30 17:15:00,301.37,,,,3570.35,399.87,110.9,,,,568.97,2501.2,51533.45,,314.04,12734.0
2025-01-30 17:30:00,310.61,,,,3592.02,449.92,110.72,,,,1213.26,2767.24,51656.32,,315.24,12516.26
2025-01-30 17:45:00,305.38,,,,3647.43,540.42,110.77,,,,1579.99,2945.21,51840.4,,315.37,12548.66
2025-01-30 18:00:00,304.23,,,,3833.9,581.89,110.79,,,,1942.83,3499.12,51991.36,,316.15,12691.84
2025-01-30 18:15:00,307.59,,,,3893.98,587.11,110.59,,,,2891.98,3627.34,52119.11,,314.57,13024.89
2025-01-30 18:30:00,305.56,,,,3969.01,586.44,110.47,,,,3603.53,3902.5,52233.72,,311.89,13055.75
2025-01-30 18:45:00,306.12,,,,3968.19,588.04,110.49,,,,3559.07,3933.58,52284.17,,312.43,12976.810000000001
2025-01-30 19:00:00,304.76,,,,3932.74,587.89,110.56,,,,3695.35,4151.12,52335.95,,313.65,13054.720000000001
2025-01-30 19:15:00,301.94,,,,3886.36,588.03,110.41,,,,3607.0,4076.5,52469.33,,313.97,13144.48
2025-01-30 19:30:00,300.37,,,,3884.57,588.47,110.56,,,,3084.95,3807.94,52629.51,,314.16,12984.75
2025-01-30 19:45:00,299.07,,,,3928.11,587.42,110.61,,,,3004.68,3802.65,52745.5,,313.92,12808.77
2025-01-30 20:00:00,301.68,,,,3861.58,588.51,110.81,,,,2574.91,3439.37,52755.08,,312.1,12433.630000000001
2025-01-30 20:15:00,300.72,,,,3855.05,588.18,110.38,,,,2173.29,3351.86,52757.8,,314.51,12277.349999999999
2025-01-30 20:30:00,301.35,,,,3912.91,588.26,110.69,,,,1834.22,2910.82,52764.75,,318.21,12067.0
2025-01-30 20:45:00,300.7,,,,3910.95,588.11,110.62,,,,1665.99,2841.56,52769.0,,320.59,11761.4
2025-01-30 21:00:00,301.16,,,,3802.96,588.28,110.83,,,,1694.65,2616.68,52738.64,,318.89,11353.45
2025-01-30 21:15:00,302.45,,,,3799.5,588.85,110.72,,,,1554.28,2476.76,52694.23,,320.3,11176.22
2025-01-30 21:30:00,302.56,,,,3839.76,588.54,110.67,,,,1117.32,2382.81,52686.56,,318.94,10979.26
2025-01-30 21:45:00,302.27,,,,3784.12,588.59,110.31,,,,1072.86,2279.13,52682.41,,323.35,10817.27
2025-01-30 22:00:00,301.77,,,,3770.23,588.19,110.76,,,,1167.35,2447.44,52730.51,,321.64,10623.93
2025-01-30 22:15:00,301.88,,,,3814.77,588.37,110.76,,,,1160.52,2547.62,52705.92,,321.31,10375.29
2025-01-30 22:30:00,302.22,,,,3859.65,588.45,110.47,,,,1287.43,2777.38,52760.37,,317.13,10259.52
2025-01-30 22:45:00,301.33,,,,3813.39,588.47,110.5,,,,1257.35,2735.61,52858.46,,322.0,10044.25
2025-01-30 23:00:00,301.52,,,,3809.82,588.5,110.77,,,,1131.74,2615.4,53012.98,,329.39,9879.02
2025-01-30 23:15:00,301.27,,,,3830.09,588.66,110.47,,,,1089.4,2482.35,53064.04,,332.17,9743.03
2025-01-30 23:30:00,301.22,,,,3803.79,588.31,110.52,,,,910.1,2518.33,53097.16,,331.28,9654.84
2025-01-30 23:45:00,302.0,,,,3778.45,588.51,109.7,,,,473.37,2508.5,53083.44,,332.83,9629.03
2025-01-31 00:00:00,302.48,,,,3596.38,588.6,110.3,,,,227.95,2500.52,53032.89,,335.48,9660.8
2025-01-31 00:15:00,303.61,,,,3119.21,588.65,110.91,,,,252.56,2433.89,52962.63,,335.83,9612.14
2025-01-31 00:30:00,304.49,,,,2656.03,588.25,110.63,,,,102.3,2190.59,52830.64,,337.41,9399.79
2025-01-31 00:45:00,304.96,,,,2401.97,587.81,110.98,,,,78.04,2063.83,52622.3,,343.02,9257.02
2025-01-31 01:00:00,305.16,,,,2299.48,588.16,110.93,,,,59.0,2188.69,52854.27,,342.26,8984.59
2025-01-31 01:15:00,306.62,,,,2287.74,587.03,110.82,,,,60.06,2159.91,52765.83,,343.54,8983.7
2025-01-31 01:30:00,306.37,,,,2271.24,588.03,110.96,,,,59.71,2233.66,52770.16,,343.56,8925.57
2025-01-31 01:45:00,288.83,,,,2255.9,587.99,110.91,,,,50.9,2092.16,52748.2,,339.31,8916.61
2025-01-31 02:00:00,286.92,,,,2280.56,586.75,110.88,,,,52.3,2097.93,52829.58,,338.67,8882.07
2025-01-31 02:15:00,286.32,,,,2297.11,571.76,110.81,,,,46.2,1969.76,52840.8,,345.45,8890.54
2025-01-31 02:30:00,284.98,,,,2275.66,476.93,110.2,,,,52.7,2101.51,52895.71,,342.97,8822.5
2025-01-31 02:45:00,284.06,,,,2264.6,379.48,110.77,,,,46.45,1937.0,52814.18,,341.5,8778.73
2025-01-31 03:00:00,285.53,,,,2333.39,385.5,110.27,,,,89.77,1980.22,52958.64,,334.88,8793.54
2025-01-31 03:15:00,288.46,,,,2315.18,398.41,110.85,,,,159.69,2068.89,52739.07,,336.48,8832.560000000001
2025-01-31 03:30:00,287.34,,,,2292.59,419.39,110.97,,,,209.84,2163.89,52562.63,,339.03,8802.91
2025-01-31 03:45:00,286.84,,,,2332.13,416.06,110.86,,,,232.87,2216.37,52516.11,,336.31,8800.49
2025-01-31 04:00:00,286.71,,,,2377.68,408.01,110.9,,,,354.05,2224.57,52540.1,,334.3,8781.369999999999
2025-01-31 04:15:00,283.95,,,,2372.12,449.76,110.76,,,,365.01,2107.87,52525.06,,332.59,8805.380000000001
2025-01-31 04:30:00,284.77,,,,2402.52,549.09,110.72,,,,256.26,1972.87,52403.86,,334.36,8923.720000000001
2025-01-31 04:45:00,284.51,,,,2440.5,587.68,110.68,,,,254.99,1988.62,52375.87,,334.64,9054.59
2025-01-31 05:00:00,283.99,,,,2540.68,587.92,110.33,,,,114.8,1923.86,52312.45,,332.39,9184.7
2025-01-31 05:15:00,283.63,,,,2729.61,588.66,110.86,,,,96.67,1965.72,52388.26,,334.37,9207.48
2025-01-31 05:30:00,282.49,,,,2888.25,588.64,110.62,,,,98.83,1984.15,52294.95,,332.96,9258.59
2025-01-31 05:45:00,282.42,,,,2934.96,588.19,110.72,,,,85.13,1966.1,52299.49,,333.94,9386.91
2025-01-31 06:00:00,284.0,,,,3187.67,588.01,110.71,,,,315.25,2236.9,52456.74,,335.35,9676.57
2025-01-31 06:15:00,284.06,,,,3755.56,588.55,110.88,,,,661.14,2360.03,52405.6,,334.42,9921.27
2025-01-31 06:30:00,284.74,,,,4051.32,587.86,110.48,,,,736.15,2817.55,52489.77,,333.2,10204.91
2025-01-31 06:45:00,285.29,,,,4534.25,588.32,110.01,,,,920.56,3194.94,52527.94,,331.96,10517.54
2025-01-31 07:00:00,287.3,,,,4974.09,588.72,109.64,,,,1022.45,3363.6,52506.01,,331.27,10916.39
