Time,Area,Total load,Net position,Price
2025-01-01 00:00:00,FR,64520.63,2506.6700000000055,12.36
2025-01-01 00:15:00,FR,63716.07,1722.3300000000017,12.36
2025-01-01 00:30:00,FR,62503.17,2064.470000000001,12.36
2025-01-01 00:45:00,FR,61490.91,2250.3699999999953,12.36
2025-01-01 01:00:00,FR,61780.02,2392.3300000000017,18.92
2025-01-01 01:15:00,FR,61542.76,2374.769999999997,18.92
2025-01-01 01:30:00,FR,61594.48,2313.5699999999997,18.92
2025-01-01 01:45:00,FR,61084.92,2577.970000000001,18.92
2025-01-01 02:00:00,FR,61409.19,2471.0,16.66
2025-01-01 02:15:00,FR,60750.84,2732.470000000001,16.66
2025-01-01 02:30:00,FR,60067.84,3011.590000000004,16.66
2025-01-01 02:45:00,FR,59267.35,3135.480000000003,16.66
2025-01-01 03:00:00,FR,58795.53,3167.479999999996,13.1
2025-01-01 03:15:00,FR,58179.02,3508.280000000006,13.1
2025-01-01 03:30:00,FR,57657.17,3479.4199999999983,13.1
2025-01-01 03:45:00,FR,56876.29,3772.0299999999916,13.1
2025-01-01 04:00:00,FR,56698.14,3747.1900000000023,5.9
2025-01-01 04:15:00,FR,56239.97,3691.8300000000017,5.9
2025-01-01 04:30:00,FR,55908.34,3833.3900000000067,5.9
2025-01-01 04:45:00,FR,55610.57,3905.1200000000026,5.9
2025-01-01 05:00:00,FR,56088.9,4026.5399999999936,9.27
2025-01-01 05:15:00,FR,55820.61,4467.75,9.27
2025-01-01 05:30:00,FR,55819.18,4272.560000000005,9.27
2025-01-01 05:45:00,FR,55712.84,4438.500000000007,9.27
2025-01-01 06:00:00,FR,56391.92,4491.950000000004,10.04
2025-01-01 06:15:00,FR,56439.86,4969.25,10.04
2025-01-01 06:30:00,FR,56568.7,4770.000000000007,10.04
2025-01-01 06:45:00,FR,56700.5,4708.279999999999,10.04
2025-01-01 07:00:00,FR,56883.97,4496.759999999995,7.23
2025-01-01 07:15:00,FR,57023.86,4258.669999999998,7.23
2025-01-01 07:30:00,FR,57005.2,4144.809999999998,7.23
2025-01-01 07:45:00,FR,57187.57,4278.709999999999,7.23
2025-01-01 08:00:00,FR,57114.11,5213.940000000002,12.83
2025-01-01 08:15:00,FR,57232.05,5721.889999999992,12.83
2025-01-01 08:30:00,FR,57312.93,6074.989999999998,12.83
2025-01-01 08:45:00,FR,57282.88,6628.790000000001,12.83
2025-01-01 09:00:00,FR,57232.74,7571.750000000007,13.76
2025-01-01 09:15:00,FR,57628.69,7702.779999999999,13.76
2025-01-01 09:30:00,FR,58054.73,7689.700000000004,13.76
2025-01-01 09:45:00,FR,58319.69,7853.5899999999965,13.76
2025-01-01 10:00:00,FR,58527.26,8264.060000000005,17.95
2025-01-01 10:15:00,FR,58801.58,8297.199999999997,17.95
2025-01-01 10:30:00,FR,59161.11,8517.169999999998,17.95
2025-01-01 10:45:00,FR,59352.27,8615.79,17.95
2025-01-01 11:00:00,FR,59768.98,9130.509999999987,20.59
2025-01-01 11:15:00,FR,60026.39,9583.900000000009,20.59
2025-01-01 11:30:00,FR,60188.27,10161.340000000004,20.59
2025-01-01 11:45:00,FR,60490.98,10441.929999999986,20.59
2025-01-01 12:00:00,FR,61068.51,11042.829999999994,28.11
2025-01-01 12:15:00,FR,60530.67,11444.950000000012,28.11
2025-01-01 12:30:00,FR,61575.22,11288.490000000005,28.11
2025-01-01 12:45:00,FR,61332.23,11503.359999999993,28.11
2025-01-01 13:00:00,FR,60866.5,12008.14,30.0
2025-01-01 13:15:00,FR,60021.73,12335.93,30.0
2025-01-01 13:30:00,FR,59330.08,12309.710000000006,30.0
2025-01-01 13:45:00,FR,58467.92,12824.180000000008,30.0
2025-01-01 14:00:00,FR,58085.09,13226.470000000001,21.5
2025-01-01 14:15:00,FR,57259.36,13969.080000000002,21.5
2025-01-01 14:30:00,FR,56733.42,13996.619999999995,21.5
2025-01-01 14:45:00,FR,56304.25,13985.26000000001,21.5
2025-01-01 15:00:00,FR,56335.25,12774.479999999996,10.68
2025-01-01 15:15:00,FR,55955.5,12945.679999999993,10.68
2025-01-01 15:30:00,FR,55498.9,13046.310000000005,10.68
2025-01-01 15:45:00,FR,55226.46,12773.409999999996,10.68
2025-01-01 16:00:00,FR,55272.36,11794.190000000002,20.18
2025-01-01 16:15:00,FR,55417.2,11690.740000000005,20.18
2025-01-01 16:30:00,FR,55700.3,11880.180000000008,20.18
2025-01-01 16:45:00,FR,56060.64,12491.229999999996,20.18
2025-01-01 17:00:00,FR,57009.54,12343.66000000001,35.72
2025-01-01 17:15:00,FR,58139.53,11830.330000000002,35.72
2025-01-01 17:30:00,FR,59307.89,11802.26999999999,35.72
2025-01-01 17:45:00,FR,60250.16,11379.570000000007,35.72
2025-01-01 18:00:00,FR,61025.37,11422.379999999997,48.06
2025-01-01 18:15:00,FR,61572.79,11403.58999999999,48.06
2025-01-01 18:30:00,FR,62174.69,11473.219999999987,48.06
2025-01-01 18:45:00,FR,62694.73,11428.859999999993,48.06
2025-01-01 19:00:00,FR,63154.74,10757.93,50.14
2025-01-01 19:15:00,FR,63189.47,10721.23999999999,50.14
2025-01-01 19:30:00,FR,62931.16,10610.160000000003,50.14
2025-01-01 19:45:00,FR,62520.25,10376.059999999998,50.14
2025-01-01 20:00:00,FR,62029.89,11295.270000000004,41.5
2025-01-01 20:15:00,FR,61366.98,11192.150000000001,41.5
2025-01-01 20:30:00,FR,60746.59,11433.12000000001,41.5
2025-01-01 20:45:00,FR,60157.16,11050.179999999993,41.5
2025-01-01 21:00:00,FR,59910.5,11507.119999999995,34.93
2025-01-01 21:15:00,FR,59323.59,11166.580000000002,34.93
2025-01-01 21:30:00,FR,58839.94,11411.11,34.93
2025-01-01 21:45:00,FR,58242.44,11374.779999999999,34.93
2025-01-01 22:00:00,FR,59416.87,9941.46,34.69
2025-01-01 22:15:00,FR,59297.61,9738.069999999992,34.69
2025-01-01 22:30:00,FR,60778.69,8577.089999999997,34.69
2025-01-01 22:45:00,FR,60496.12,8386.980000000003,34.69
2025-01-01 23:00:00,FR,60263.14,8140.740000000005,34.69
2025-01-01 23:15:00,FR,59388.67,8082.699999999997,34.69
2025-01-01 23:30:00,FR,59831.95,7660.759999999995,34.69
2025-01-01 23:45:00,FR,59136.57,7551.410000000011,34.69
2025-01-02 00:00:00,FR,63937.97,8749.459999999992,137.18
2025-01-02 00:15:00,FR,62991.27,9296.79,137.18
2025-01-02 00:30:00,FR,61599.46,9167.43,137.18
2025-01-02 00:45:00,FR,60609.47,9173.029999999999,137.18
2025-01-02 01:00:00,FR,60649.43,8163.1700000000055,129.61
2025-01-02 01:15:00,FR,59847.84,8185.709999999992,129.61
2025-01-02 01:30:00,FR,59757.19,8178.599999999991,129.61
2025-01-02 01:45:00,FR,59144.24,8330.510000000002,129.61
2025-01-02 02:00:00,FR,59341.3,7922.159999999989,124.38
2025-01-02 02:15:00,FR,58572.7,7970.630000000005,124.38
2025-01-02 02:30:00,FR,57859.01,7984.200000000004,124.38
2025-01-02 02:45:00,FR,57190.53,8483.529999999999,124.38
2025-01-02 03:00:00,FR,56837.2,8986.710000000006,116.96
2025-01-02 03:15:00,FR,56411.59,9294.800000000003,116.96
2025-01-02 03:30:00,FR,56037.13,9377.590000000004,116.96
2025-01-02 03:45:00,FR,55720.16,9580.07,116.96
2025-01-02 04:00:00,FR,55557.65,9578.099999999999,104.73
2025-01-02 04:15:00,FR,55306.32,9735.21,104.73
2025-01-02 04:30:00,FR,55109.64,9729.349999999999,104.73
2025-01-02 04:45:00,FR,55004.91,9799.069999999992,104.73
2025-01-02 05:00:00,FR,55724.32,9190.510000000002,108.17
2025-01-02 05:15:00,FR,55886.75,9229.96,108.17
2025-01-02 05:30:00,FR,56186.76,8888.589999999997,108.17
2025-01-02 05:45:00,FR,56356.87,8839.89,108.17
2025-01-02 06:00:00,FR,57319.38,8009.029999999999,124.45
2025-01-02 06:15:00,FR,57652.23,8176.669999999991,124.45
2025-01-02 06:30:00,FR,58219.11,7863.190000000002,124.45
2025-01-02 06:45:00,FR,58625.94,7699.979999999996,124.45
2025-01-02 07:00:00,FR,59500.76,7624.1500000000015,144.74
2025-01-02 07:15:00,FR,60211.0,7544.779999999999,144.74
2025-01-02 07:30:00,FR,60572.63,7708.0799999999945,144.74
2025-01-02 07:45:00,FR,61181.11,7349.600000000006,144.74
2025-01-02 08:00:00,FR,61807.27,7604.209999999999,153.46
2025-01-02 08:15:00,FR,62554.48,7263.870000000003,153.46
2025-01-02 08:30:00,FR,63335.4,7223.43,153.46
2025-01-02 08:45:00,FR,63939.57,7159.07,153.46
2025-01-02 09:00:00,FR,64781.7,6631.369999999995,142.44
2025-01-02 09:15:00,FR,65313.34,6964.770000000004,142.44
2025-01-02 09:30:00,FR,66061.66,6878.789999999994,142.44
2025-01-02 09:45:00,FR,66553.22,6697.75,142.44
2025-01-02 10:00:00,FR,66891.27,5993.849999999991,128.4
2025-01-02 10:15:00,FR,67134.34,5517.0,128.4
2025-01-02 10:30:00,FR,67230.39,5117.5899999999965,128.4
2025-01-02 10:45:00,FR,67071.85,4814.369999999995,128.4
2025-01-02 11:00:00,FR,67350.17,4177.210000000006,120.08
2025-01-02 11:15:00,FR,67192.58,4259.720000000001,120.08
2025-01-02 11:30:00,FR,67274.99,4185.039999999994,120.08
2025-01-02 11:45:00,FR,67432.18,4078.8300000000017,120.08
2025-01-02 12:00:00,FR,67762.93,3989.8300000000017,110.29
2025-01-02 12:15:00,FR,67549.13,4089.929999999993,110.29
2025-01-02 12:30:00,FR,68347.41,3578.859999999986,110.29
2025-01-02 12:45:00,FR,67557.92,4110.539999999994,110.29
2025-01-02 13:00:00,FR,66613.24,5536.25,103.4
2025-01-02 13:15:00,FR,65121.89,6741.080000000002,103.4
2025-01-02 13:30:00,FR,64129.33,7485.220000000001,103.4
2025-01-02 13:45:00,FR,63094.67,8123.180000000008,103.4
2025-01-02 14:00:00,FR,62565.35,8202.519999999997,113.7
2025-01-02 14:15:00,FR,61506.55,9011.470000000001,113.7
2025-01-02 14:30:00,FR,60958.81,8807.990000000005,113.7
2025-01-02 14:45:00,FR,60102.41,8740.089999999997,113.7
2025-01-02 15:00:00,FR,59841.59,9203.040000000008,113.66
2025-01-02 15:15:00,FR,59197.4,9362.280000000006,113.66
2025-01-02 15:30:00,FR,58597.64,9207.199999999997,113.66
2025-01-02 15:45:00,FR,58198.33,9167.39,113.66
2025-01-02 16:00:00,FR,58189.65,9000.219999999994,124.88
2025-01-02 16:15:00,FR,58005.69,8822.400000000009,124.88
2025-01-02 16:30:00,FR,58027.11,8850.589999999997,124.88
2025-01-02 16:45:00,FR,58143.22,8720.320000000007,124.88
2025-01-02 17:00:00,FR,58499.91,8842.270000000004,132.1
2025-01-02 17:15:00,FR,59074.7,9644.529999999999,132.1
2025-01-02 17:30:00,FR,60222.3,9571.449999999997,132.1
2025-01-02 17:45:00,FR,61482.27,9365.980000000003,132.1
2025-01-02 18:00:00,FR,63070.96,8741.670000000006,155.79
2025-01-02 18:15:00,FR,64418.91,8450.009999999995,155.79
2025-01-02 18:30:00,FR,65568.34,8776.259999999995,155.79
2025-01-02 18:45:00,FR,66386.88,8401.969999999987,155.79
2025-01-02 19:00:00,FR,66609.11,7979.880000000005,162.98
2025-01-02 19:15:00,FR,66582.52,7954.829999999987,162.98
2025-01-02 19:30:00,FR,66326.6,7541.520000000004,162.98
2025-01-02 19:45:00,FR,65835.91,8053.509999999995,162.98
2025-01-02 20:00:00,FR,65217.2,9476.160000000003,156.6
2025-01-02 20:15:00,FR,64403.48,9744.860000000008,156.6
2025-01-02 20:30:00,FR,63787.63,9181.94000000001,156.6
2025-01-02 20:45:00,FR,63276.63,9364.68,156.6
2025-01-02 21:00:00,FR,63108.06,10347.36,145.24
2025-01-02 21:15:00,FR,62407.87,10390.629999999997,145.24
2025-01-02 21:30:00,FR,62240.98,9836.46,145.24
2025-01-02 21:45:00,FR,61773.14,9829.869999999995,145.24
2025-01-02 22:00:00,FR,62859.43,8264.269999999997,141.73
2025-01-02 22:15:00,FR,62969.73,7828.540000000001,141.73
2025-01-02 22:30:00,FR,64628.8,6275.37999999999,141.73
2025-01-02 22:45:00,FR,64540.34,6132.100000000006,141.73
2025-01-02 23:00:00,FR,64524.44,5868.869999999995,141.73
2025-01-02 23:15:00,FR,64129.0,5699.829999999987,141.73
2025-01-02 23:30:00,FR,64657.75,4897.449999999997,141.73
2025-01-02 23:45:00,FR,64165.58,4795.360000000001,141.73
2025-01-03 00:00:00,FR,60083.09,9345.410000000003,118.24
2025-01-03 00:15:00,FR,59254.09,9249.520000000004,118.24
2025-01-03 00:30:00,FR,58115.18,9094.510000000002,118.24
2025-01-03 00:45:00,FR,56994.94,9396.940000000002,118.24
2025-01-03 01:00:00,FR,56885.61,9436.009999999995,114.86
2025-01-03 01:15:00,FR,56335.17,9623.509999999995,114.86
2025-01-03 01:30:00,FR,56364.83,9386.779999999999,114.86
2025-01-03 01:45:00,FR,55767.16,9745.319999999992,114.86
2025-01-03 02:00:00,FR,56162.11,9217.599999999999,114.23
2025-01-03 02:15:00,FR,55513.73,9570.54,114.23
2025-01-03 02:30:00,FR,55015.2,9370.029999999999,114.23
2025-01-03 02:45:00,FR,54211.69,9758.239999999998,114.23
2025-01-03 03:00:00,FR,54078.06,9303.449999999997,98.07
2025-01-03 03:15:00,FR,53575.88,9569.150000000001,98.07
2025-01-03 03:30:00,FR,53020.95,9761.840000000004,98.07
2025-01-03 03:45:00,FR,52519.57,10186.21,98.07
2025-01-03 04:00:00,FR,52851.76,10082.239999999998,99.6
2025-01-03 04:15:00,FR,52679.5,10065.440000000002,99.6
2025-01-03 04:30:00,FR,52598.11,9897.270000000004,99.6
2025-01-03 04:45:00,FR,52579.01,9660.11,99.6
2025-01-03 05:00:00,FR,53426.72,9093.57,98.93
2025-01-03 05:15:00,FR,53737.9,9209.849999999999,98.93
2025-01-03 05:30:00,FR,54088.18,8978.649999999994,98.93
2025-01-03 05:45:00,FR,54403.07,8709.769999999997,98.93
2025-01-03 06:00:00,FR,55132.92,8452.54,108.15
2025-01-03 06:15:00,FR,55550.52,8558.740000000005,108.15
2025-01-03 06:30:00,FR,56027.17,8726.11,108.15
2025-01-03 06:45:00,FR,56550.88,8770.07,108.15
2025-01-03 07:00:00,FR,57021.44,9509.25,124.48
2025-01-03 07:15:00,FR,57441.52,9689.170000000006,124.48
2025-01-03 07:30:00,FR,57605.22,9799.690000000002,124.48
2025-01-03 07:45:00,FR,57935.45,9696.11,124.48
2025-01-03 08:00:00,FR,58551.41,10055.049999999988,123.85
2025-01-03 08:15:00,FR,59179.31,10122.839999999997,123.85
2025-01-03 08:30:00,FR,59767.84,10211.930000000008,123.85
2025-01-03 08:45:00,FR,59860.39,10815.199999999997,123.85
2025-01-03 09:00:00,FR,60324.78,10684.809999999998,113.39
2025-01-03 09:15:00,FR,60505.03,11119.990000000005,113.39
2025-01-03 09:30:00,FR,60622.57,11287.849999999999,113.39
2025-01-03 09:45:00,FR,60477.58,11725.820000000007,113.39
2025-01-03 10:00:00,FR,60232.86,12490.89,91.1
2025-01-03 10:15:00,FR,59974.41,12554.73999999999,91.1
2025-01-03 10:30:00,FR,59482.83,12922.720000000001,91.1
2025-01-03 10:45:00,FR,59525.49,13531.57,91.1
2025-01-03 11:00:00,FR,59319.32,14151.189999999995,78.71
2025-01-03 11:15:00,FR,59106.04,14213.659999999996,78.71
2025-01-03 11:30:00,FR,59093.12,14317.840000000004,78.71
2025-01-03 11:45:00,FR,59511.58,14417.86,78.71
2025-01-03 12:00:00,FR,59994.55,14728.869999999995,80.88
2025-01-03 12:15:00,FR,59838.7,14433.180000000008,80.88
2025-01-03 12:30:00,FR,60657.42,13900.850000000006,80.88
2025-01-03 12:45:00,FR,60329.33,14100.149999999994,80.88
2025-01-03 13:00:00,FR,59661.32,14305.21,61.79
2025-01-03 13:15:00,FR,58411.84,14513.11,61.79
2025-01-03 13:30:00,FR,57573.75,14643.64,61.79
2025-01-03 13:45:00,FR,56835.68,15153.859999999993,61.79
2025-01-03 14:00:00,FR,56426.35,14473.889999999992,38.14
2025-01-03 14:15:00,FR,55569.63,15090.450000000004,38.14
2025-01-03 14:30:00,FR,55319.34,14877.089999999997,38.14
2025-01-03 14:45:00,FR,54778.54,15014.349999999999,38.14
2025-01-03 15:00:00,FR,54791.02,14529.200000000004,31.73
2025-01-03 15:15:00,FR,54316.23,14623.400000000001,31.73
2025-01-03 15:30:00,FR,53994.35,14827.810000000005,31.73
2025-01-03 15:45:00,FR,53260.46,14744.590000000004,31.73
2025-01-03 16:00:00,FR,53073.1,14323.099999999999,52.04
2025-01-03 16:15:00,FR,52919.65,14652.360000000008,52.04
2025-01-03 16:30:00,FR,52891.04,14486.909999999996,52.04
2025-01-03 16:45:00,FR,53055.45,14382.380000000005,52.04
2025-01-03 17:00:00,FR,53362.6,14126.989999999998,80.77
2025-01-03 17:15:00,FR,53856.81,13243.740000000005,80.77
2025-01-03 17:30:00,FR,54608.8,12277.089999999997,80.77
2025-01-03 17:45:00,FR,55507.23,10993.079999999994,80.77
2025-01-03 18:00:00,FR,56786.36,10547.75,119.02
2025-01-03 18:15:00,FR,58218.27,10603.80000000001,119.02
2025-01-03 18:30:00,FR,59678.2,10953.060000000012,119.02
2025-01-03 18:45:00,FR,60797.04,10366.230000000003,119.02
2025-01-03 19:00:00,FR,61620.21,11381.500000000007,128.4
2025-01-03 19:15:00,FR,61960.57,11677.780000000006,128.4
2025-01-03 19:30:00,FR,61893.09,11661.470000000001,128.4
2025-01-03 19:45:00,FR,61512.57,11833.170000000006,128.4
2025-01-03 20:00:00,FR,60937.09,11813.5,115.05
2025-01-03 20:15:00,FR,59908.39,12646.039999999994,115.05
2025-01-03 20:30:00,FR,59263.3,12632.779999999999,115.05
2025-01-03 20:45:00,FR,58769.68,12789.359999999993,115.05
2025-01-03 21:00:00,FR,58530.73,11952.900000000001,110.27
2025-01-03 21:15:00,FR,58115.47,11777.949999999997,110.27
2025-01-03 21:30:00,FR,57888.0,11995.089999999997,110.27
2025-01-03 21:45:00,FR,57398.98,12184.170000000006,110.27
2025-01-03 22:00:00,FR,58694.31,10953.589999999997,114.44
2025-01-03 22:15:00,FR,58622.78,11015.790000000008,114.44
2025-01-03 22:30:00,FR,60271.66,10203.25,114.44
2025-01-03 22:45:00,FR,60145.03,10147.25,114.44
2025-01-03 23:00:00,FR,60220.31,9789.400000000009,114.44
2025-01-03 23:15:00,FR,59697.66,10033.73999999999,114.44
2025-01-03 23:30:00,FR,60146.7,9515.090000000011,114.44
2025-01-03 23:45:00,FR,59546.11,9938.509999999995,114.44
2025-01-04 00:00:00,FR,48073.69,13687.07,90.0
2025-01-04 00:15:00,FR,47163.4,14121.57,90.0
2025-01-04 00:30:00,FR,46910.09,13981.96,90.0
2025-01-04 00:45:00,FR,45837.74,14156.050000000003,90.0
2025-01-04 01:00:00,FR,45974.7,13331.029999999999,75.78
2025-01-04 01:15:00,FR,45482.33,13535.839999999997,75.78
2025-01-04 01:30:00,FR,45531.92,13374.840000000004,75.78
2025-01-04 01:45:00,FR,45015.3,13641.870000000003,75.78
2025-01-04 02:00:00,FR,44813.46,13302.700000000004,70.03
2025-01-04 02:15:00,FR,44407.23,13268.239999999998,70.03
2025-01-04 02:30:00,FR,44119.07,13150.04,70.03
2025-01-04 02:45:00,FR,43452.86,14012.89,70.03
2025-01-04 03:00:00,FR,43481.58,13872.299999999996,60.48
2025-01-04 03:15:00,FR,43110.86,13801.0,60.48
2025-01-04 03:30:00,FR,42794.23,13701.059999999998,60.48
2025-01-04 03:45:00,FR,42371.16,14167.249999999993,60.48
2025-01-04 04:00:00,FR,42731.6,13939.770000000004,61.59
2025-01-04 04:15:00,FR,42660.11,13986.82,61.59
2025-01-04 04:30:00,FR,42799.61,14255.620000000003,61.59
2025-01-04 04:45:00,FR,42970.97,13855.14,61.59
2025-01-04 05:00:00,FR,44139.9,13179.690000000002,68.2
2025-01-04 05:15:00,FR,44802.99,13076.29,68.2
2025-01-04 05:30:00,FR,45580.3,12962.399999999994,68.2
2025-01-04 05:45:00,FR,46514.56,12573.989999999998,68.2
2025-01-04 06:00:00,FR,48471.81,12170.909999999996,84.2
2025-01-04 06:15:00,FR,49977.56,11833.619999999995,84.2
2025-01-04 06:30:00,FR,51292.39,12272.779999999999,84.2
2025-01-04 06:45:00,FR,52574.6,12280.530000000006,84.2
2025-01-04 07:00:00,FR,54204.14,11840.539999999994,155.5
2025-01-04 07:15:00,FR,55307.71,12020.79,155.5
2025-01-04 07:30:00,FR,55690.23,11857.120000000003,155.5
2025-01-04 07:45:00,FR,56192.94,11653.220000000001,155.5
2025-01-04 08:00:00,FR,56567.76,11510.329999999994,159.37
2025-01-04 08:15:00,FR,57054.79,11029.79,159.37
2025-01-04 08:30:00,FR,57109.78,10990.210000000006,159.37
2025-01-04 08:45:00,FR,56934.05,11396.339999999997,159.37
2025-01-04 09:00:00,FR,56871.94,11783.459999999992,87.97
2025-01-04 09:15:00,FR,56630.16,12311.849999999991,87.97
2025-01-04 09:30:00,FR,56421.06,12032.98999999999,87.97
2025-01-04 09:45:00,FR,55622.14,12553.589999999997,87.97
2025-01-04 10:00:00,FR,55411.79,12029.609999999993,38.1
2025-01-04 10:15:00,FR,55081.9,12558.549999999996,38.1
2025-01-04 10:30:00,FR,54563.63,13265.260000000002,38.1
2025-01-04 10:45:00,FR,53989.29,14620.859999999993,38.1
2025-01-04 11:00:00,FR,53939.61,15145.01000000001,0.0
2025-01-04 11:15:00,FR,54001.13,15485.29,0.0
2025-01-04 11:30:00,FR,54371.45,16008.149999999994,0.0
2025-01-04 11:45:00,FR,54901.63,15790.46,0.0
2025-01-04 12:00:00,FR,54640.01,16010.969999999994,0.0
2025-01-04 12:15:00,FR,54853.68,15869.629999999997,0.0
2025-01-04 12:30:00,FR,55371.93,14907.96,0.0
2025-01-04 12:45:00,FR,54860.81,15123.770000000004,0.0
2025-01-04 13:00:00,FR,52617.4,12981.909999999996,-0.01
2025-01-04 13:15:00,FR,51386.0,9933.399999999994,-0.01
2025-01-04 13:30:00,FR,51254.95,9593.300000000003,-0.01
2025-01-04 13:45:00,FR,50594.46,9536.510000000002,-0.01
2025-01-04 14:00:00,FR,50324.3,9607.519999999997,-0.03
2025-01-04 14:15:00,FR,49490.6,10351.179999999993,-0.03
2025-01-04 14:30:00,FR,49488.18,10287.32,-0.03
2025-01-04 14:45:00,FR,49031.3,10854.190000000002,-0.03
2025-01-04 15:00:00,FR,48515.44,11259.779999999999,-0.07
2025-01-04 15:15:00,FR,47846.63,12103.19000000001,-0.07
2025-01-04 15:30:00,FR,47454.89,12479.529999999999,-0.07
2025-01-04 15:45:00,FR,46947.55,12532.679999999993,-0.07
2025-01-04 16:00:00,FR,46570.92,12597.290000000008,-0.01
2025-01-04 16:15:00,FR,45918.09,12989.660000000003,-0.01
2025-01-04 16:30:00,FR,45354.53,13157.300000000003,-0.01
2025-01-04 16:45:00,FR,45125.61,13480.270000000004,-0.01
2025-01-04 17:00:00,FR,44824.64,13136.680000000008,-0.01
2025-01-04 17:15:00,FR,44548.8,13252.609999999993,-0.01
2025-01-04 17:30:00,FR,44573.07,12805.559999999998,-0.01
2025-01-04 17:45:00,FR,44662.0,12206.699999999997,-0.01
2025-01-04 18:00:00,FR,46519.61,11261.470000000001,17.9
2025-01-04 18:15:00,FR,49017.09,15777.380000000005,17.9
2025-01-04 18:30:00,FR,49674.18,15147.829999999994,17.9
2025-01-04 18:45:00,FR,50477.08,14074.079999999994,17.9
2025-01-04 19:00:00,FR,51257.14,12949.870000000003,53.71
2025-01-04 19:15:00,FR,51769.13,13079.150000000001,53.71
2025-01-04 19:30:00,FR,52052.99,13232.299999999996,53.71
2025-01-04 19:45:00,FR,52099.98,13710.859999999993,53.71
2025-01-04 20:00:00,FR,52060.78,15306.940000000002,94.7
2025-01-04 20:15:00,FR,52146.0,16061.959999999992,94.7
2025-01-04 20:30:00,FR,52497.66,15954.049999999988,94.7
2025-01-04 20:45:00,FR,52210.03,16189.029999999999,94.7
2025-01-04 21:00:00,FR,51947.76,16079.950000000004,69.8
2025-01-04 21:15:00,FR,51383.39,15646.770000000004,69.8
2025-01-04 21:30:00,FR,51054.93,15813.43,69.8
2025-01-04 21:45:00,FR,50377.85,15958.920000000006,69.8
2025-01-04 22:00:00,FR,51192.8,15470.550000000003,75.73
2025-01-04 22:15:00,FR,51017.94,15257.23999999999,75.73
2025-01-04 22:30:00,FR,52405.28,14571.040000000008,75.73
2025-01-04 22:45:00,FR,52111.0,14106.339999999997,75.73
2025-01-04 23:00:00,FR,51985.05,13377.839999999997,75.73
2025-01-04 23:15:00,FR,51219.54,13799.719999999994,75.73
2025-01-04 23:30:00,FR,51712.38,13049.18,75.73
2025-01-04 23:45:00,FR,50697.07,13762.780000000006,75.73
2025-01-05 00:00:00,FR,40640.9,10365.39,29.2
2025-01-05 00:15:00,FR,39519.27,10585.46,29.2
2025-01-05 00:30:00,FR,37926.95,11328.599999999999,29.2
2025-01-05 00:45:00,FR,36902.95,12040.949999999997,29.2
2025-01-05 01:00:00,FR,36849.57,12412.010000000002,22.66
2025-01-05 01:15:00,FR,36108.6,12365.059999999998,22.66
2025-01-05 01:30:00,FR,35806.92,12413.68,22.66
2025-01-05 01:45:00,FR,35083.46,12790.780000000006,22.66
2025-01-05 02:00:00,FR,35329.84,12592.570000000007,22.59
2025-01-05 02:15:00,FR,34668.64,12554.629999999997,22.59
2025-01-05 02:30:00,FR,33966.84,12419.060000000005,22.59
2025-01-05 02:45:00,FR,33111.64,12871.699999999997,22.59
2025-01-05 03:00:00,FR,32756.83,12433.599999999999,23.22
2025-01-05 03:15:00,FR,32200.79,12123.340000000004,23.22
2025-01-05 03:30:00,FR,31596.24,12348.929999999997,23.22
2025-01-05 03:45:00,FR,30966.23,12447.000000000004,23.22
2025-01-05 04:00:00,FR,30650.59,12477.360000000004,22.59
2025-01-05 04:15:00,FR,30329.38,12399.09,22.59
2025-01-05 04:30:00,FR,30046.12,12268.500000000004,22.59
2025-01-05 04:45:00,FR,29860.58,12166.61,22.59
2025-01-05 05:00:00,FR,29923.36,12350.449999999997,27.2
2025-01-05 05:15:00,FR,29845.79,12291.549999999996,27.2
2025-01-05 05:30:00,FR,29981.62,11929.750000000004,27.2
2025-01-05 05:45:00,FR,30044.61,11560.939999999995,27.2
2025-01-05 06:00:00,FR,30106.12,12353.120000000006,28.16
2025-01-05 06:15:00,FR,30039.69,12427.500000000004,28.16
2025-01-05 06:30:00,FR,29889.52,12292.740000000002,28.16
2025-01-05 06:45:00,FR,29921.15,12200.75,28.16
2025-01-05 07:00:00,FR,30095.01,12610.820000000003,23.02
2025-01-05 07:15:00,FR,30361.27,11960.189999999999,23.02
2025-01-05 07:30:00,FR,30464.32,12110.199999999997,23.02
2025-01-05 07:45:00,FR,30730.42,12256.900000000001,23.02
2025-01-05 08:00:00,FR,31172.0,12044.39,18.39
2025-01-05 08:15:00,FR,31810.25,11352.410000000003,18.39
2025-01-05 08:30:00,FR,32394.11,10840.839999999997,18.39
2025-01-05 08:45:00,FR,32900.66,10173.759999999995,18.39
2025-01-05 09:00:00,FR,33800.98,7820.290000000001,0.0
2025-01-05 09:15:00,FR,34352.28,6908.470000000001,0.0
2025-01-05 09:30:00,FR,35064.98,6429.699999999997,0.0
2025-01-05 09:45:00,FR,35526.5,6574.639999999999,0.0
2025-01-05 10:00:00,FR,35751.5,6037.540000000001,-3.0
2025-01-05 10:15:00,FR,36096.72,3693.4199999999983,-3.0
2025-01-05 10:30:00,FR,36390.79,3236.3799999999974,-3.0
2025-01-05 10:45:00,FR,36645.75,3758.540000000001,-3.0
