MTU (CET/CEST),Day-ahead Price (EUR/MWh),Date,Hour,Weekday,Week,Month,Weekend
2021-01-01 00:00:00,50.87,2021-01-01,0,Friday,53,1,False
2021-01-01 01:00:00,48.19,2021-01-01,1,Friday,53,1,False
2021-01-01 02:00:00,44.68,2021-01-01,2,Friday,53,1,False
2021-01-01 03:00:00,42.92,2021-01-01,3,Friday,53,1,False
2021-01-01 04:00:00,40.39,2021-01-01,4,Friday,53,1,False
2021-01-01 05:00:00,40.2,2021-01-01,5,Friday,53,1,False
2021-01-01 06:00:00,39.63,2021-01-01,6,Friday,53,1,False
2021-01-01 07:00:00,40.09,2021-01-01,7,Friday,53,1,False
2021-01-01 08:00:00,41.27,2021-01-01,8,Friday,53,1,False
2021-01-01 09:00:00,44.88,2021-01-01,9,Friday,53,1,False
2021-01-01 10:00:00,45.0,2021-01-01,10,Friday,53,1,False
2021-01-01 11:00:00,47.2,2021-01-01,11,Friday,53,1,False
2021-01-01 12:00:00,50.78,2021-01-01,12,Friday,53,1,False
2021-01-01 13:00:00,45.49,2021-01-01,13,Friday,53,1,False
2021-01-01 14:00:00,44.73,2021-01-01,14,Friday,53,1,False
2021-01-01 15:00:00,46.59,2021-01-01,15,Friday,53,1,False
2021-01-01 16:00:00,52.99,2021-01-01,16,Friday,53,1,False
2021-01-01 17:00:00,60.26,2021-01-01,17,Friday,53,1,False
2021-01-01 18:00:00,60.61,2021-01-01,18,Friday,53,1,False
2021-01-01 19:00:00,60.36,2021-01-01,19,Friday,53,1,False
2021-01-01 20:00:00,57.4,2021-01-01,20,Friday,53,1,False
2021-01-01 21:00:00,53.86,2021-01-01,21,Friday,53,1,False
2021-01-01 22:00:00,53.45,2021-01-01,22,Friday,53,1,False
2021-01-01 23:00:00,49.72,2021-01-01,23,Friday,53,1,False
2021-01-02 00:00:00,46.69,2021-01-02,0,Saturday,53,1,True
2021-01-02 01:00:00,42.43,2021-01-02,1,Saturday,53,1,True
2021-01-02 02:00:00,41.09,2021-01-02,2,Saturday,53,1,True
2021-01-02 03:00:00,40.0,2021-01-02,3,Saturday,53,1,True
2021-01-02 04:00:00,37.55,2021-01-02,4,Saturday,53,1,True
2021-01-02 05:00:00,39.0,2021-01-02,5,Saturday,53,1,True
2021-01-02 06:00:00,42.09,2021-01-02,6,Saturday,53,1,True
2021-01-02 07:00:00,44.96,2021-01-02,7,Saturday,53,1,True
2021-01-02 08:00:00,48.45,2021-01-02,8,Saturday,53,1,True
2021-01-02 09:00:00,52.0,2021-01-02,9,Saturday,53,1,True
2021-01-02 10:00:00,52.0,2021-01-02,10,Saturday,53,1,True
2021-01-02 11:00:00,52.15,2021-01-02,11,Saturday,53,1,True
2021-01-02 12:00:00,55.95,2021-01-02,12,Saturday,53,1,True
2021-01-02 13:00:00,52.0,2021-01-02,13,Saturday,53,1,True
2021-01-02 14:00:00,50.69,2021-01-02,14,Saturday,53,1,True
2021-01-02 15:00:00,53.45,2021-01-02,15,Saturday,53,1,True
2021-01-02 16:00:00,59.99,2021-01-02,16,Saturday,53,1,True
2021-01-02 17:00:00,62.0,2021-01-02,17,Saturday,53,1,True
2021-01-02 18:00:00,63.08,2021-01-02,18,Saturday,53,1,True
2021-01-02 19:00:00,62.17,2021-01-02,19,Saturday,53,1,True
2021-01-02 20:00:00,60.03,2021-01-02,20,Saturday,53,1,True
2021-01-02 21:00:00,55.03,2021-01-02,21,Saturday,53,1,True
2021-01-02 22:00:00,52.25,2021-01-02,22,Saturday,53,1,True
2021-01-02 23:00:00,48.45,2021-01-02,23,Saturday,53,1,True
2021-01-03 00:00:00,46.11,2021-01-03,0,Sunday,53,1,True
2021-01-03 01:00:00,43.0,2021-01-03,1,Sunday,53,1,True
2021-01-03 02:00:00,39.55,2021-01-03,2,Sunday,53,1,True
2021-01-03 03:00:00,37.44,2021-01-03,3,Sunday,53,1,True
2021-01-03 04:00:00,35.64,2021-01-03,4,Sunday,53,1,True
2021-01-03 05:00:00,35.5,2021-01-03,5,Sunday,53,1,True
2021-01-03 06:00:00,36.14,2021-01-03,6,Sunday,53,1,True
2021-01-03 07:00:00,36.97,2021-01-03,7,Sunday,53,1,True
2021-01-03 08:00:00,38.92,2021-01-03,8,Sunday,53,1,True
2021-01-03 09:00:00,44.49,2021-01-03,9,Sunday,53,1,True
2021-01-03 10:00:00,49.0,2021-01-03,10,Sunday,53,1,True
2021-01-03 11:00:00,50.3,2021-01-03,11,Sunday,53,1,True
2021-01-03 12:00:00,52.04,2021-01-03,12,Sunday,53,1,True
2021-01-03 13:00:00,46.64,2021-01-03,13,Sunday,53,1,True
2021-01-03 14:00:00,44.01,2021-01-03,14,Sunday,53,1,True
2021-01-03 15:00:00,41.27,2021-01-03,15,Sunday,53,1,True
2021-01-03 16:00:00,49.92,2021-01-03,16,Sunday,53,1,True
2021-01-03 17:00:00,55.16,2021-01-03,17,Sunday,53,1,True
2021-01-03 18:00:00,59.29,2021-01-03,18,Sunday,53,1,True
2021-01-03 19:00:00,61.09,2021-01-03,19,Sunday,53,1,True
2021-01-03 20:00:00,60.0,2021-01-03,20,Sunday,53,1,True
2021-01-03 21:00:00,59.4,2021-01-03,21,Sunday,53,1,True
2021-01-03 22:00:00,55.36,2021-01-03,22,Sunday,53,1,True
2021-01-03 23:00:00,53.06,2021-01-03,23,Sunday,53,1,True
2021-01-04 00:00:00,50.23,2021-01-04,0,Monday,1,1,False
2021-01-04 01:00:00,47.01,2021-01-04,1,Monday,1,1,False
2021-01-04 02:00:00,43.79,2021-01-04,2,Monday,1,1,False
2021-01-04 03:00:00,41.65,2021-01-04,3,Monday,1,1,False
2021-01-04 04:00:00,41.62,2021-01-04,4,Monday,1,1,False
2021-01-04 05:00:00,44.5,2021-01-04,5,Monday,1,1,False
2021-01-04 06:00:00,56.0,2021-01-04,6,Monday,1,1,False
2021-01-04 07:00:00,62.0,2021-01-04,7,Monday,1,1,False
2021-01-04 08:00:00,64.84,2021-01-04,8,Monday,1,1,False
2021-01-04 09:00:00,68.25,2021-01-04,9,Monday,1,1,False
2021-01-04 10:00:00,65.97,2021-01-04,10,Monday,1,1,False
2021-01-04 11:00:00,63.93,2021-01-04,11,Monday,1,1,False
2021-01-04 12:00:00,63.94,2021-01-04,12,Monday,1,1,False
2021-01-04 13:00:00,63.94,2021-01-04,13,Monday,1,1,False
2021-01-04 14:00:00,61.97,2021-01-04,14,Monday,1,1,False
2021-01-04 15:00:00,62.45,2021-01-04,15,Monday,1,1,False
2021-01-04 16:00:00,63.9,2021-01-04,16,Monday,1,1,False
2021-01-04 17:00:00,67.02,2021-01-04,17,Monday,1,1,False
2021-01-04 18:00:00,71.05,2021-01-04,18,Monday,1,1,False
