MTU (CET/CEST),Day-ahead Price (EUR/MWh),Date,Hour,Weekday,Week,Month,Weekend
2022-01-01 00:00:00,89.06,2022-01-01,0,Saturday,52,1,True
2022-01-01 01:00:00,78.48,2022-01-01,1,Saturday,52,1,True
2022-01-01 02:00:00,85.16,2022-01-01,2,Saturday,52,1,True
2022-01-01 03:00:00,50.0,2022-01-01,3,Saturday,52,1,True
2022-01-01 04:00:00,37.67,2022-01-01,4,Saturday,52,1,True
2022-01-01 05:00:00,39.7,2022-01-01,5,Saturday,52,1,True
2022-01-01 06:00:00,40.59,2022-01-01,6,Saturday,52,1,True
2022-01-01 07:00:00,43.26,2022-01-01,7,Saturday,52,1,True
2022-01-01 08:00:00,49.66,2022-01-01,8,Saturday,52,1,True
2022-01-01 09:00:00,70.05,2022-01-01,9,Saturday,52,1,True
2022-01-01 10:00:00,76.79,2022-01-01,10,Saturday,52,1,True
2022-01-01 11:00:00,84.1,2022-01-01,11,Saturday,52,1,True
2022-01-01 12:00:00,94.74,2022-01-01,12,Saturday,52,1,True
2022-01-01 13:00:00,96.8,2022-01-01,13,Saturday,52,1,True
2022-01-01 14:00:00,97.17,2022-01-01,14,Saturday,52,1,True
2022-01-01 15:00:00,98.52,2022-01-01,15,Saturday,52,1,True
2022-01-01 16:00:00,114.5,2022-01-01,16,Saturday,52,1,True
2022-01-01 17:00:00,149.97,2022-01-01,17,Saturday,52,1,True
2022-01-01 18:00:00,146.33,2022-01-01,18,Saturday,52,1,True
2022-01-01 19:00:00,140.28,2022-01-01,19,Saturday,52,1,True
2022-01-01 20:00:00,121.88,2022-01-01,20,Saturday,52,1,True
2022-01-01 21:00:00,102.61,2022-01-01,21,Saturday,52,1,True
2022-01-01 22:00:00,97.46,2022-01-01,22,Saturday,52,1,True
2022-01-01 23:00:00,85.16,2022-01-01,23,Saturday,52,1,True
2022-01-02 00:00:00,57.08,2022-01-02,0,Sunday,52,1,True
2022-01-02 01:00:00,52.59,2022-01-02,1,Sunday,52,1,True
2022-01-02 02:00:00,48.97,2022-01-02,2,Sunday,52,1,True
2022-01-02 03:00:00,34.94,2022-01-02,3,Sunday,52,1,True
2022-01-02 04:00:00,29.56,2022-01-02,4,Sunday,52,1,True
2022-01-02 05:00:00,33.97,2022-01-02,5,Sunday,52,1,True
2022-01-02 06:00:00,34.52,2022-01-02,6,Sunday,52,1,True
2022-01-02 07:00:00,41.8,2022-01-02,7,Sunday,52,1,True
2022-01-02 08:00:00,48.95,2022-01-02,8,Sunday,52,1,True
2022-01-02 09:00:00,60.01,2022-01-02,9,Sunday,52,1,True
2022-01-02 10:00:00,70.09,2022-01-02,10,Sunday,52,1,True
2022-01-02 11:00:00,66.26,2022-01-02,11,Sunday,52,1,True
2022-01-02 12:00:00,64.54,2022-01-02,12,Sunday,52,1,True
2022-01-02 13:00:00,46.96,2022-01-02,13,Sunday,52,1,True
2022-01-02 14:00:00,40.01,2022-01-02,14,Sunday,52,1,True
2022-01-02 15:00:00,39.3,2022-01-02,15,Sunday,52,1,True
2022-01-02 16:00:00,40.79,2022-01-02,16,Sunday,52,1,True
2022-01-02 17:00:00,47.91,2022-01-02,17,Sunday,52,1,True
2022-01-02 18:00:00,65.09,2022-01-02,18,Sunday,52,1,True
2022-01-02 19:00:00,67.85,2022-01-02,19,Sunday,52,1,True
2022-01-02 20:00:00,62.22,2022-01-02,20,Sunday,52,1,True
2022-01-02 21:00:00,46.16,2022-01-02,21,Sunday,52,1,True
2022-01-02 22:00:00,46.29,2022-01-02,22,Sunday,52,1,True
2022-01-02 23:00:00,32.93,2022-01-02,23,Sunday,52,1,True
2022-01-03 00:00:00,2.71,2022-01-03,0,Monday,1,1,False
2022-01-03 01:00:00,1.71,2022-01-03,1,Monday,1,1,False
2022-01-03 02:00:00,1.24,2022-01-03,2,Monday,1,1,False
2022-01-03 03:00:00,0.06,2022-01-03,3,Monday,1,1,False
2022-01-03 04:00:00,0.09,2022-01-03,4,Monday,1,1,False
2022-01-03 05:00:00,1.44,2022-01-03,5,Monday,1,1,False
2022-01-03 06:00:00,41.11,2022-01-03,6,Monday,1,1,False
2022-01-03 07:00:00,90.54,2022-01-03,7,Monday,1,1,False
2022-01-03 08:00:00,161.79,2022-01-03,8,Monday,1,1,False
2022-01-03 09:00:00,180.36,2022-01-03,9,Monday,1,1,False
2022-01-03 10:00:00,125.03,2022-01-03,10,Monday,1,1,False
2022-01-03 11:00:00,100.74,2022-01-03,11,Monday,1,1,False
2022-01-03 12:00:00,96.39,2022-01-03,12,Monday,1,1,False
2022-01-03 13:00:00,95.22,2022-01-03,13,Monday,1,1,False
2022-01-03 14:00:00,102.67,2022-01-03,14,Monday,1,1,False
2022-01-03 15:00:00,112.87,2022-01-03,15,Monday,1,1,False
2022-01-03 16:00:00,126.8,2022-01-03,16,Monday,1,1,False
2022-01-03 17:00:00,148.49,2022-01-03,17,Monday,1,1,False
2022-01-03 18:00:00,175.06,2022-01-03,18,Monday,1,1,False
2022-01-03 19:00:00,180.0,2022-01-03,19,Monday,1,1,False
2022-01-03 20:00:00,146.43,2022-01-03,20,Monday,1,1,False
2022-01-03 21:00:00,105.71,2022-01-03,21,Monday,1,1,False
2022-01-03 22:00:00,114.11,2022-01-03,22,Monday,1,1,False
2022-01-03 23:00:00,100.36,2022-01-03,23,Monday,1,1,False
2022-01-04 00:00:00,125.47,2022-01-04,0,Tuesday,1,1,False
2022-01-04 01:00:00,115.55,2022-01-04,1,Tuesday,1,1,False
2022-01-04 02:00:00,113.29,2022-01-04,2,Tuesday,1,1,False
2022-01-04 03:00:00,105.81,2022-01-04,3,Tuesday,1,1,False
2022-01-04 04:00:00,105.0,2022-01-04,4,Tuesday,1,1,False
2022-01-04 05:00:00,115.11,2022-01-04,5,Tuesday,1,1,False
2022-01-04 06:00:00,156.91,2022-01-04,6,Tuesday,1,1,False
2022-01-04 07:00:00,182.64,2022-01-04,7,Tuesday,1,1,False
2022-01-04 08:00:00,178.91,2022-01-04,8,Tuesday,1,1,False
2022-01-04 09:00:00,190.0,2022-01-04,9,Tuesday,1,1,False
2022-01-04 10:00:00,189.88,2022-01-04,10,Tuesday,1,1,False
2022-01-04 11:00:00,182.42,2022-01-04,11,Tuesday,1,1,False
2022-01-04 12:00:00,182.46,2022-01-04,12,Tuesday,1,1,False
2022-01-04 13:00:00,179.59,2022-01-04,13,Tuesday,1,1,False
2022-01-04 14:00:00,179.0,2022-01-04,14,Tuesday,1,1,False
2022-01-04 15:00:00,180.93,2022-01-04,15,Tuesday,1,1,False
2022-01-04 16:00:00,166.69,2022-01-04,16,Tuesday,1,1,False
2022-01-04 17:00:00,189.88,2022-01-04,17,Tuesday,1,1,False
2022-01-04 18:00:00,184.94,2022-01-04,18,Tuesday,1,1,False
2022-01-04 19:00:00,178.99,2022-01-04,19,Tuesday,1,1,False
2022-01-04 20:00:00,156.12,2022-01-04,20,Tuesday,1,1,False
2022-01-04 21:00:00,148.65,2022-01-04,21,Tuesday,1,1,False
2022-01-04 22:00:00,137.92,2022-01-04,22,Tuesday,1,1,False
2022-01-04 23:00:00,105.0,2022-01-04,23,Tuesday,1,1,False
2022-01-05 00:00:00,120.11,2022-01-05,0,Wednesday,1,1,False
2022-01-05 01:00:00,105.1,2022-01-05,1,Wednesday,1,1,False
2022-01-05 02:00:00,84.5,2022-01-05,2,Wednesday,1,1,False
2022-01-05 03:00:00,75.38,2022-01-05,3,Wednesday,1,1,False
2022-01-05 04:00:00,79.11,2022-01-05,4,Wednesday,1,1,False
2022-01-05 05:00:00,94.79,2022-01-05,5,Wednesday,1,1,False
