,MTU (CET/CEST),Day-ahead Price (EUR/MWh),Date,Hour,Weekday,Week,Weekend
905,2025-02-07 17:00:00,169.89,2025-02-07,17,Friday,6,False
906,2025-02-07 18:00:00,170.0,2025-02-07,18,Friday,6,False
907,2025-02-07 19:00:00,167.57,2025-02-07,19,Friday,6,False
908,2025-02-07 20:00:00,162.03,2025-02-07,20,Friday,6,False
909,2025-02-07 21:00:00,138.68,2025-02-07,21,Friday,6,False
910,2025-02-07 22:00:00,117.79,2025-02-07,22,Friday,6,False
911,2025-02-07 23:00:00,111.79,2025-02-07,23,Friday,6,False
912,2025-02-08 00:00:00,90.92,2025-02-08,0,Saturday,6,True
913,2025-02-08 01:00:00,88.19,2025-02-08,1,Saturday,6,True
914,2025-02-08 02:00:00,86.9,2025-02-08,2,Saturday,6,True
915,2025-02-08 03:00:00,89.12,2025-02-08,3,Saturday,6,True
916,2025-02-08 04:00:00,89.69,2025-02-08,4,Saturday,6,True
917,2025-02-08 05:00:00,90.99,2025-02-08,5,Saturday,6,True
918,2025-02-08 06:00:00,96.55,2025-02-08,6,Saturday,6,True
919,2025-02-08 07:00:00,107.24,2025-02-08,7,Saturday,6,True
920,2025-02-08 08:00:00,113.31,2025-02-08,8,Saturday,6,True
921,2025-02-08 09:00:00,101.62,2025-02-08,9,Saturday,6,True
922,2025-02-08 10:00:00,96.89,2025-02-08,10,Saturday,6,True
923,2025-02-08 11:00:00,90.16,2025-02-08,11,Saturday,6,True
924,2025-02-08 12:00:00,89.63,2025-02-08,12,Saturday,6,True
925,2025-02-08 13:00:00,91.12,2025-02-08,13,Saturday,6,True
926,2025-02-08 14:00:00,95.26,2025-02-08,14,Saturday,6,True
927,2025-02-08 15:00:00,118.0,2025-02-08,15,Saturday,6,True
928,2025-02-08 16:00:00,148.01,2025-02-08,16,Saturday,6,True
929,2025-02-08 17:00:00,159.99,2025-02-08,17,Saturday,6,True
930,2025-02-08 18:00:00,160.53,2025-02-08,18,Saturday,6,True
931,2025-02-08 19:00:00,158.0,2025-02-08,19,Saturday,6,True
932,2025-02-08 20:00:00,152.84,2025-02-08,20,Saturday,6,True
933,2025-02-08 21:00:00,149.0,2025-02-08,21,Saturday,6,True
934,2025-02-08 22:00:00,142.5,2025-02-08,22,Saturday,6,True
935,2025-02-08 23:00:00,133.66,2025-02-08,23,Saturday,6,True
936,2025-02-09 00:00:00,135.0,2025-02-09,0,Sunday,6,True
937,2025-02-09 01:00:00,126.03,2025-02-09,1,Sunday,6,True
938,2025-02-09 02:00:00,121.52,2025-02-09,2,Sunday,6,True
939,2025-02-09 03:00:00,119.3,2025-02-09,3,Sunday,6,True
940,2025-02-09 04:00:00,116.82,2025-02-09,4,Sunday,6,True
941,2025-02-09 05:00:00,117.0,2025-02-09,5,Sunday,6,True
942,2025-02-09 06:00:00,117.0,2025-02-09,6,Sunday,6,True
943,2025-02-09 07:00:00,133.43,2025-02-09,7,Sunday,6,True
944,2025-02-09 08:00:00,136.77,2025-02-09,8,Sunday,6,True
945,2025-02-09 09:00:00,122.54,2025-02-09,9,Sunday,6,True
946,2025-02-09 10:00:00,113.82,2025-02-09,10,Sunday,6,True
947,2025-02-09 11:00:00,110.59,2025-02-09,11,Sunday,6,True
948,2025-02-09 12:00:00,104.26,2025-02-09,12,Sunday,6,True
949,2025-02-09 13:00:00,101.32,2025-02-09,13,Sunday,6,True
950,2025-02-09 14:00:00,109.9,2025-02-09,14,Sunday,6,True
951,2025-02-09 15:00:00,120.4,2025-02-09,15,Sunday,6,True
952,2025-02-09 16:00:00,149.0,2025-02-09,16,Sunday,6,True
953,2025-02-09 17:00:00,158.59,2025-02-09,17,Sunday,6,True
954,2025-02-09 18:00:00,172.64,2025-02-09,18,Sunday,6,True
955,2025-02-09 19:00:00,172.27,2025-02-09,19,Sunday,6,True
956,2025-02-09 20:00:00,163.01,2025-02-09,20,Sunday,6,True
957,2025-02-09 21:00:00,144.24,2025-02-09,21,Sunday,6,True
958,2025-02-09 22:00:00,143.0,2025-02-09,22,Sunday,6,True
959,2025-02-09 23:00:00,129.24,2025-02-09,23,Sunday,6,True
960,2025-02-10 00:00:00,120.27,2025-02-10,0,Monday,7,False
961,2025-02-10 01:00:00,115.7,2025-02-10,1,Monday,7,False
962,2025-02-10 02:00:00,112.98,2025-02-10,2,Monday,7,False
963,2025-02-10 03:00:00,108.76,2025-02-10,3,Monday,7,False
964,2025-02-10 04:00:00,108.37,2025-02-10,4,Monday,7,False
965,2025-02-10 05:00:00,117.36,2025-02-10,5,Monday,7,False
966,2025-02-10 06:00:00,159.91,2025-02-10,6,Monday,7,False
967,2025-02-10 07:00:00,179.23,2025-02-10,7,Monday,7,False
968,2025-02-10 08:00:00,181.36,2025-02-10,8,Monday,7,False
969,2025-02-10 09:00:00,163.18,2025-02-10,9,Monday,7,False
970,2025-02-10 10:00:00,160.0,2025-02-10,10,Monday,7,False
971,2025-02-10 11:00:00,146.22,2025-02-10,11,Monday,7,False
972,2025-02-10 12:00:00,128.08,2025-02-10,12,Monday,7,False
973,2025-02-10 13:00:00,123.51,2025-02-10,13,Monday,7,False
974,2025-02-10 14:00:00,132.26,2025-02-10,14,Monday,7,False
975,2025-02-10 15:00:00,166.62,2025-02-10,15,Monday,7,False
976,2025-02-10 16:00:00,185.0,2025-02-10,16,Monday,7,False
977,2025-02-10 17:00:00,191.9,2025-02-10,17,Monday,7,False
978,2025-02-10 18:00:00,195.32,2025-02-10,18,Monday,7,False
979,2025-02-10 19:00:00,186.1,2025-02-10,19,Monday,7,False
980,2025-02-10 20:00:00,181.01,2025-02-10,20,Monday,7,False
981,2025-02-10 21:00:00,160.36,2025-02-10,21,Monday,7,False
982,2025-02-10 22:00:00,157.0,2025-02-10,22,Monday,7,False
983,2025-02-10 23:00:00,128.4,2025-02-10,23,Monday,7,False
984,2025-02-11 00:00:00,130.81,2025-02-11,0,Tuesday,7,False
985,2025-02-11 01:00:00,121.76,2025-02-11,1,Tuesday,7,False
986,2025-02-11 02:00:00,122.09,2025-02-11,2,Tuesday,7,False
987,2025-02-11 03:00:00,116.55,2025-02-11,3,Tuesday,7,False
988,2025-02-11 04:00:00,121.37,2025-02-11,4,Tuesday,7,False
989,2025-02-11 05:00:00,154.2,2025-02-11,5,Tuesday,7,False
990,2025-02-11 06:00:00,179.02,2025-02-11,6,Tuesday,7,False
991,2025-02-11 07:00:00,236.42,2025-02-11,7,Tuesday,7,False
992,2025-02-11 08:00:00,178.26,2025-02-11,8,Tuesday,7,False
993,2025-02-11 09:00:00,145.48,2025-02-11,9,Tuesday,7,False
994,2025-02-11 10:00:00,122.95,2025-02-11,10,Tuesday,7,False
995,2025-02-11 11:00:00,121.38,2025-02-11,11,Tuesday,7,False
996,2025-02-11 12:00:00,121.85,2025-02-11,12,Tuesday,7,False
997,2025-02-11 13:00:00,119.86,2025-02-11,13,Tuesday,7,False
998,2025-02-11 14:00:00,129.52,2025-02-11,14,Tuesday,7,False
999,2025-02-11 15:00:00,156.97,2025-02-11,15,Tuesday,7,False
1000,2025-02-11 16:00:00,181.3,2025-02-11,16,Tuesday,7,False
1001,2025-02-11 17:00:00,185.32,2025-02-11,17,Tuesday,7,False
1002,2025-02-11 18:00:00,209.54,2025-02-11,18,Tuesday,7,False
1003,2025-02-11 19:00:00,196.3,2025-02-11,19,Tuesday,7,False
1004,2025-02-11 20:00:00,176.4,2025-02-11,20,Tuesday,7,False
1005,2025-02-11 21:00:00,168.27,2025-02-11,21,Tuesday,7,False
1006,2025-02-11 22:00:00,157.78,2025-02-11,22,Tuesday,7,False
1007,2025-02-11 23:00:00,132.08,2025-02-11,23,Tuesday,7,False
1008,2025-02-12 00:00:00,129.46,2025-02-12,0,Wednesday,7,False
1009,2025-02-12 01:00:00,127.87,2025-02-12,1,Wednesday,7,False
1010,2025-02-12 02:00:00,126.82,2025-02-12,2,Wednesday,7,False
1011,2025-02-12 03:00:00,126.59,2025-02-12,3,Wednesday,7,False
1012,2025-02-12 04:00:00,128.74,2025-02-12,4,Wednesday,7,False
1013,2025-02-12 05:00:00,135.24,2025-02-12,5,Wednesday,7,False
1014,2025-02-12 06:00:00,168.93,2025-02-12,6,Wednesday,7,False
1015,2025-02-12 07:00:00,180.71,2025-02-12,7,Wednesday,7,False
1016,2025-02-12 08:00:00,180.0,2025-02-12,8,Wednesday,7,False
1017,2025-02-12 09:00:00,174.92,2025-02-12,9,Wednesday,7,False
1018,2025-02-12 10:00:00,166.02,2025-02-12,10,Wednesday,7,False
1019,2025-02-12 11:00:00,159.05,2025-02-12,11,Wednesday,7,False
1020,2025-02-12 12:00:00,149.64,2025-02-12,12,Wednesday,7,False
1021,2025-02-12 13:00:00,151.99,2025-02-12,13,Wednesday,7,False
1022,2025-02-12 14:00:00,163.79,2025-02-12,14,Wednesday,7,False
1023,2025-02-12 15:00:00,177.3,2025-02-12,15,Wednesday,7,False
1024,2025-02-12 16:00:00,197.5,2025-02-12,16,Wednesday,7,False
1025,2025-02-12 17:00:00,240.99,2025-02-12,17,Wednesday,7,False
1026,2025-02-12 18:00:00,240.22,2025-02-12,18,Wednesday,7,False
1027,2025-02-12 19:00:00,212.95,2025-02-12,19,Wednesday,7,False
1028,2025-02-12 20:00:00,212.12,2025-02-12,20,Wednesday,7,False
1029,2025-02-12 21:00:00,174.26,2025-02-12,21,Wednesday,7,False
1030,2025-02-12 22:00:00,168.67,2025-02-12,22,Wednesday,7,False
1031,2025-02-12 23:00:00,156.85,2025-02-12,23,Wednesday,7,False
1032,2025-02-13 00:00:00,156.5,2025-02-13,0,Thursday,7,False
1033,2025-02-13 01:00:00,148.33,2025-02-13,1,Thursday,7,False
1034,2025-02-13 02:00:00,147.3,2025-02-13,2,Thursday,7,False
1035,2025-02-13 03:00:00,142.66,2025-02-13,3,Thursday,7,False
1036,2025-02-13 04:00:00,147.47,2025-02-13,4,Thursday,7,False
1037,2025-02-13 05:00:00,160.4,2025-02-13,5,Thursday,7,False
1038,2025-02-13 06:00:00,200.56,2025-02-13,6,Thursday,7,False
1039,2025-02-13 07:00:00,438.98,2025-02-13,7,Thursday,7,False
1040,2025-02-13 08:00:00,314.9,2025-02-13,8,Thursday,7,False
1041,2025-02-13 09:00:00,255.02,2025-02-13,9,Thursday,7,False
1042,2025-02-13 10:00:00,208.48,2025-02-13,10,Thursday,7,False
1043,2025-02-13 11:00:00,187.97,2025-02-13,11,Thursday,7,False
1044,2025-02-13 12:00:00,191.68,2025-02-13,12,Thursday,7,False
1045,2025-02-13 13:00:00,220.04,2025-02-13,13,Thursday,7,False
1046,2025-02-13 14:00:00,239.4,2025-02-13,14,Thursday,7,False
1047,2025-02-13 15:00:00,261.45,2025-02-13,15,Thursday,7,False
1048,2025-02-13 16:00:00,260.03,2025-02-13,16,Thursday,7,False
1049,2025-02-13 17:00:00,231.21,2025-02-13,17,Thursday,7,False
1050,2025-02-13 18:00:00,206.2,2025-02-13,18,Thursday,7,False
1051,2025-02-13 19:00:00,196.52,2025-02-13,19,Thursday,7,False
1052,2025-02-13 20:00:00,178.19,2025-02-13,20,Thursday,7,False
1053,2025-02-13 21:00:00,162.92,2025-02-13,21,Thursday,7,False
1054,2025-02-13 22:00:00,153.12,2025-02-13,22,Thursday,7,False
1055,2025-02-13 23:00:00,139.18,2025-02-13,23,Thursday,7,False
1056,2025-02-14 00:00:00,140.3,2025-02-14,0,Friday,7,False
1057,2025-02-14 01:00:00,135.34,2025-02-14,1,Friday,7,False
1058,2025-02-14 02:00:00,130.68,2025-02-14,2,Friday,7,False
1059,2025-02-14 03:00:00,130.97,2025-02-14,3,Friday,7,False
1060,2025-02-14 04:00:00,131.48,2025-02-14,4,Friday,7,False
1061,2025-02-14 05:00:00,140.9,2025-02-14,5,Friday,7,False
1062,2025-02-14 06:00:00,164.22,2025-02-14,6,Friday,7,False
1063,2025-02-14 07:00:00,217.22,2025-02-14,7,Friday,7,False
1064,2025-02-14 08:00:00,258.96,2025-02-14,8,Friday,7,False
1065,2025-02-14 09:00:00,211.63,2025-02-14,9,Friday,7,False
1066,2025-02-14 10:00:00,179.0,2025-02-14,10,Friday,7,False
1067,2025-02-14 11:00:00,164.86,2025-02-14,11,Friday,7,False
1068,2025-02-14 12:00:00,150.37,2025-02-14,12,Friday,7,False
1069,2025-02-14 13:00:00,150.66,2025-02-14,13,Friday,7,False
1070,2025-02-14 14:00:00,159.0,2025-02-14,14,Friday,7,False
1071,2025-02-14 15:00:00,170.98,2025-02-14,15,Friday,7,False
1072,2025-02-14 16:00:00,193.21,2025-02-14,16,Friday,7,False
1073,2025-02-14 17:00:00,282.0,2025-02-14,17,Friday,7,False
1074,2025-02-14 18:00:00,281.98,2025-02-14,18,Friday,7,False
1075,2025-02-14 19:00:00,222.79,2025-02-14,19,Friday,7,False
1076,2025-02-14 20:00:00,183.55,2025-02-14,20,Friday,7,False
1077,2025-02-14 21:00:00,163.42,2025-02-14,21,Friday,7,False
1078,2025-02-14 22:00:00,153.0,2025-02-14,22,Friday,7,False
1079,2025-02-14 23:00:00,140.03,2025-02-14,23,Friday,7,False
1080,2025-02-15 00:00:00,136.47,2025-02-15,0,Saturday,7,True
1081,2025-02-15 01:00:00,131.47,2025-02-15,1,Saturday,7,True
1082,2025-02-15 02:00:00,120.81,2025-02-15,2,Saturday,7,True
1083,2025-02-15 03:00:00,119.71,2025-02-15,3,Saturday,7,True
1084,2025-02-15 04:00:00,120.13,2025-02-15,4,Saturday,7,True
1085,2025-02-15 05:00:00,121.99,2025-02-15,5,Saturday,7,True
1086,2025-02-15 06:00:00,136.05,2025-02-15,6,Saturday,7,True
1087,2025-02-15 07:00:00,150.52,2025-02-15,7,Saturday,7,True
1088,2025-02-15 08:00:00,149.54,2025-02-15,8,Saturday,7,True
1089,2025-02-15 09:00:00,137.11,2025-02-15,9,Saturday,7,True
1090,2025-02-15 10:00:00,124.59,2025-02-15,10,Saturday,7,True
1091,2025-02-15 11:00:00,118.36,2025-02-15,11,Saturday,7,True
1092,2025-02-15 12:00:00,112.39,2025-02-15,12,Saturday,7,True
1093,2025-02-15 13:00:00,110.01,2025-02-15,13,Saturday,7,True
1094,2025-02-15 14:00:00,116.96,2025-02-15,14,Saturday,7,True
1095,2025-02-15 15:00:00,131.11,2025-02-15,15,Saturday,7,True
1096,2025-02-15 16:00:00,153.25,2025-02-15,16,Saturday,7,True
1097,2025-02-15 17:00:00,173.1,2025-02-15,17,Saturday,7,True
1098,2025-02-15 18:00:00,177.95,2025-02-15,18,Saturday,7,True
1099,2025-02-15 19:00:00,171.64,2025-02-15,19,Saturday,7,True
1100,2025-02-15 20:00:00,162.3,2025-02-15,20,Saturday,7,True
1101,2025-02-15 21:00:00,147.91,2025-02-15,21,Saturday,7,True
1102,2025-02-15 22:00:00,137.91,2025-02-15,22,Saturday,7,True
1103,2025-02-15 23:00:00,131.85,2025-02-15,23,Saturday,7,True
1104,2025-02-16 00:00:00,134.11,2025-02-16,0,Sunday,7,True
1105,2025-02-16 01:00:00,128.9,2025-02-16,1,Sunday,7,True
1106,2025-02-16 02:00:00,123.57,2025-02-16,2,Sunday,7,True
1107,2025-02-16 03:00:00,119.9,2025-02-16,3,Sunday,7,True
1108,2025-02-16 04:00:00,119.57,2025-02-16,4,Sunday,7,True
1109,2025-02-16 05:00:00,120.77,2025-02-16,5,Sunday,7,True
1110,2025-02-16 06:00:00,123.16,2025-02-16,6,Sunday,7,True
1111,2025-02-16 07:00:00,132.88,2025-02-16,7,Sunday,7,True
1112,2025-02-16 08:00:00,140.09,2025-02-16,8,Sunday,7,True
1113,2025-02-16 09:00:00,139.14,2025-02-16,9,Sunday,7,True
1114,2025-02-16 10:00:00,132.99,2025-02-16,10,Sunday,7,True
1115,2025-02-16 11:00:00,132.63,2025-02-16,11,Sunday,7,True
1116,2025-02-16 12:00:00,129.41,2025-02-16,12,Sunday,7,True
1117,2025-02-16 13:00:00,129.54,2025-02-16,13,Sunday,7,True
1118,2025-02-16 14:00:00,132.6,2025-02-16,14,Sunday,7,True
1119,2025-02-16 15:00:00,139.43,2025-02-16,15,Sunday,7,True
1120,2025-02-16 16:00:00,158.07,2025-02-16,16,Sunday,7,True
1121,2025-02-16 17:00:00,173.1,2025-02-16,17,Sunday,7,True
1122,2025-02-16 18:00:00,176.21,2025-02-16,18,Sunday,7,True
1123,2025-02-16 19:00:00,171.37,2025-02-16,19,Sunday,7,True
1124,2025-02-16 20:00:00,164.87,2025-02-16,20,Sunday,7,True
1125,2025-02-16 21:00:00,156.45,2025-02-16,21,Sunday,7,True
1126,2025-02-16 22:00:00,147.3,2025-02-16,22,Sunday,7,True
1127,2025-02-16 23:00:00,131.51,2025-02-16,23,Sunday,7,True
1128,2025-02-17 00:00:00,131.69,2025-02-17,0,Monday,8,False
1129,2025-02-17 01:00:00,121.06,2025-02-17,1,Monday,8,False
1130,2025-02-17 02:00:00,120.34,2025-02-17,2,Monday,8,False
1131,2025-02-17 03:00:00,126.55,2025-02-17,3,Monday,8,False
1132,2025-02-17 04:00:00,130.31,2025-02-17,4,Monday,8,False
1133,2025-02-17 05:00:00,141.37,2025-02-17,5,Monday,8,False
1134,2025-02-17 06:00:00,173.0,2025-02-17,6,Monday,8,False
1135,2025-02-17 07:00:00,208.35,2025-02-17,7,Monday,8,False
1136,2025-02-17 08:00:00,209.79,2025-02-17,8,Monday,8,False
1137,2025-02-17 09:00:00,171.3,2025-02-17,9,Monday,8,False
1138,2025-02-17 10:00:00,139.67,2025-02-17,10,Monday,8,False
1139,2025-02-17 11:00:00,117.81,2025-02-17,11,Monday,8,False
1140,2025-02-17 12:00:00,112.48,2025-02-17,12,Monday,8,False
1141,2025-02-17 13:00:00,107.36,2025-02-17,13,Monday,8,False
1142,2025-02-17 14:00:00,121.78,2025-02-17,14,Monday,8,False
1143,2025-02-17 15:00:00,147.46,2025-02-17,15,Monday,8,False
1144,2025-02-17 16:00:00,171.72,2025-02-17,16,Monday,8,False
1145,2025-02-17 17:00:00,219.75,2025-02-17,17,Monday,8,False
1146,2025-02-17 18:00:00,266.32,2025-02-17,18,Monday,8,False
1147,2025-02-17 19:00:00,216.46,2025-02-17,19,Monday,8,False
1148,2025-02-17 20:00:00,179.03,2025-02-17,20,Monday,8,False
1149,2025-02-17 21:00:00,161.59,2025-02-17,21,Monday,8,False
1150,2025-02-17 22:00:00,153.72,2025-02-17,22,Monday,8,False
1151,2025-02-17 23:00:00,140.81,2025-02-17,23,Monday,8,False
1152,2025-02-18 00:00:00,135.6,2025-02-18,0,Tuesday,8,False
1153,2025-02-18 01:00:00,131.55,2025-02-18,1,Tuesday,8,False
1154,2025-02-18 02:00:00,125.89,2025-02-18,2,Tuesday,8,False
1155,2025-02-18 03:00:00,122.29,2025-02-18,3,Tuesday,8,False
1156,2025-02-18 04:00:00,125.6,2025-02-18,4,Tuesday,8,False
1157,2025-02-18 05:00:00,146.97,2025-02-18,5,Tuesday,8,False
1158,2025-02-18 06:00:00,199.92,2025-02-18,6,Tuesday,8,False
1159,2025-02-18 07:00:00,321.33,2025-02-18,7,Tuesday,8,False
1160,2025-02-18 08:00:00,193.8,2025-02-18,8,Tuesday,8,False
1161,2025-02-18 09:00:00,160.0,2025-02-18,9,Tuesday,8,False
1162,2025-02-18 10:00:00,140.31,2025-02-18,10,Tuesday,8,False
1163,2025-02-18 11:00:00,130.32,2025-02-18,11,Tuesday,8,False
1164,2025-02-18 12:00:00,127.41,2025-02-18,12,Tuesday,8,False
1165,2025-02-18 13:00:00,137.27,2025-02-18,13,Tuesday,8,False
1166,2025-02-18 14:00:00,145.13,2025-02-18,14,Tuesday,8,False
1167,2025-02-18 15:00:00,157.14,2025-02-18,15,Tuesday,8,False
1168,2025-02-18 16:00:00,251.4,2025-02-18,16,Tuesday,8,False
1169,2025-02-18 17:00:00,243.86,2025-02-18,17,Tuesday,8,False
1170,2025-02-18 18:00:00,231.51,2025-02-18,18,Tuesday,8,False
1171,2025-02-18 19:00:00,224.08,2025-02-18,19,Tuesday,8,False
1172,2025-02-18 20:00:00,174.81,2025-02-18,20,Tuesday,8,False
1173,2025-02-18 21:00:00,163.0,2025-02-18,21,Tuesday,8,False
1174,2025-02-18 22:00:00,152.97,2025-02-18,22,Tuesday,8,False
1175,2025-02-18 23:00:00,133.24,2025-02-18,23,Tuesday,8,False
1176,2025-02-19 00:00:00,126.82,2025-02-19,0,Wednesday,8,False
1177,2025-02-19 01:00:00,125.68,2025-02-19,1,Wednesday,8,False
1178,2025-02-19 02:00:00,124.34,2025-02-19,2,Wednesday,8,False
1179,2025-02-19 03:00:00,123.7,2025-02-19,3,Wednesday,8,False
1180,2025-02-19 04:00:00,128.01,2025-02-19,4,Wednesday,8,False
1181,2025-02-19 05:00:00,142.33,2025-02-19,5,Wednesday,8,False
1182,2025-02-19 06:00:00,165.06,2025-02-19,6,Wednesday,8,False
1183,2025-02-19 07:00:00,195.78,2025-02-19,7,Wednesday,8,False
1184,2025-02-19 08:00:00,174.98,2025-02-19,8,Wednesday,8,False
1185,2025-02-19 09:00:00,150.76,2025-02-19,9,Wednesday,8,False
1186,2025-02-19 10:00:00,114.26,2025-02-19,10,Wednesday,8,False
1187,2025-02-19 11:00:00,113.31,2025-02-19,11,Wednesday,8,False
1188,2025-02-19 12:00:00,107.1,2025-02-19,12,Wednesday,8,False
1189,2025-02-19 13:00:00,106.82,2025-02-19,13,Wednesday,8,False
1190,2025-02-19 14:00:00,114.34,2025-02-19,14,Wednesday,8,False
1191,2025-02-19 15:00:00,136.63,2025-02-19,15,Wednesday,8,False
1192,2025-02-19 16:00:00,167.31,2025-02-19,16,Wednesday,8,False
1193,2025-02-19 17:00:00,212.46,2025-02-19,17,Wednesday,8,False
1194,2025-02-19 18:00:00,213.07,2025-02-19,18,Wednesday,8,False
1195,2025-02-19 19:00:00,189.82,2025-02-19,19,Wednesday,8,False
1196,2025-02-19 20:00:00,172.77,2025-02-19,20,Wednesday,8,False
1197,2025-02-19 21:00:00,159.76,2025-02-19,21,Wednesday,8,False
1198,2025-02-19 22:00:00,155.45,2025-02-19,22,Wednesday,8,False
1199,2025-02-19 23:00:00,146.6,2025-02-19,23,Wednesday,8,False
1200,2025-02-20 00:00:00,120.12,2025-02-20,0,Thursday,8,False
1201,2025-02-20 01:00:00,117.91,2025-02-20,1,Thursday,8,False
1202,2025-02-20 02:00:00,114.42,2025-02-20,2,Thursday,8,False
1203,2025-02-20 03:00:00,110.03,2025-02-20,3,Thursday,8,False
1204,2025-02-20 04:00:00,117.51,2025-02-20,4,Thursday,8,False
1205,2025-02-20 05:00:00,142.01,2025-02-20,5,Thursday,8,False
1206,2025-02-20 06:00:00,173.51,2025-02-20,6,Thursday,8,False
1207,2025-02-20 07:00:00,216.71,2025-02-20,7,Thursday,8,False
1208,2025-02-20 08:00:00,178.5,2025-02-20,8,Thursday,8,False
1209,2025-02-20 09:00:00,120.89,2025-02-20,9,Thursday,8,False
1210,2025-02-20 10:00:00,106.08,2025-02-20,10,Thursday,8,False
1211,2025-02-20 11:00:00,91.47,2025-02-20,11,Thursday,8,False
1212,2025-02-20 12:00:00,93.31,2025-02-20,12,Thursday,8,False
1213,2025-02-20 13:00:00,98.39,2025-02-20,13,Thursday,8,False
1214,2025-02-20 14:00:00,106.43,2025-02-20,14,Thursday,8,False
1215,2025-02-20 15:00:00,141.03,2025-02-20,15,Thursday,8,False
1216,2025-02-20 16:00:00,166.03,2025-02-20,16,Thursday,8,False
1217,2025-02-20 17:00:00,230.31,2025-02-20,17,Thursday,8,False
1218,2025-02-20 18:00:00,240.51,2025-02-20,18,Thursday,8,False
1219,2025-02-20 19:00:00,221.35,2025-02-20,19,Thursday,8,False
1220,2025-02-20 20:00:00,165.32,2025-02-20,20,Thursday,8,False
1221,2025-02-20 21:00:00,155.69,2025-02-20,21,Thursday,8,False
1222,2025-02-20 22:00:00,152.86,2025-02-20,22,Thursday,8,False
1223,2025-02-20 23:00:00,126.73,2025-02-20,23,Thursday,8,False
1224,2025-02-21 00:00:00,108.92,2025-02-21,0,Friday,8,False
1225,2025-02-21 01:00:00,105.06,2025-02-21,1,Friday,8,False
1226,2025-02-21 02:00:00,107.65,2025-02-21,2,Friday,8,False
1227,2025-02-21 03:00:00,109.5,2025-02-21,3,Friday,8,False
1228,2025-02-21 04:00:00,108.52,2025-02-21,4,Friday,8,False
1229,2025-02-21 05:00:00,131.44,2025-02-21,5,Friday,8,False
1230,2025-02-21 06:00:00,154.32,2025-02-21,6,Friday,8,False
1231,2025-02-21 07:00:00,174.57,2025-02-21,7,Friday,8,False
1232,2025-02-21 08:00:00,145.69,2025-02-21,8,Friday,8,False
1233,2025-02-21 09:00:00,129.95,2025-02-21,9,Friday,8,False
1234,2025-02-21 10:00:00,104.32,2025-02-21,10,Friday,8,False
1235,2025-02-21 11:00:00,88.28,2025-02-21,11,Friday,8,False
1236,2025-02-21 12:00:00,80.49,2025-02-21,12,Friday,8,False
1237,2025-02-21 13:00:00,79.91,2025-02-21,13,Friday,8,False
1238,2025-02-21 14:00:00,100.5,2025-02-21,14,Friday,8,False
1239,2025-02-21 15:00:00,104.06,2025-02-21,15,Friday,8,False
1240,2025-02-21 16:00:00,152.48,2025-02-21,16,Friday,8,False
1241,2025-02-21 17:00:00,169.26,2025-02-21,17,Friday,8,False
1242,2025-02-21 18:00:00,170.3,2025-02-21,18,Friday,8,False
1243,2025-02-21 19:00:00,170.05,2025-02-21,19,Friday,8,False
1244,2025-02-21 20:00:00,157.28,2025-02-21,20,Friday,8,False
1245,2025-02-21 21:00:00,140.09,2025-02-21,21,Friday,8,False
1246,2025-02-21 22:00:00,126.32,2025-02-21,22,Friday,8,False
1247,2025-02-21 23:00:00,108.51,2025-02-21,23,Friday,8,False
1248,2025-02-22 00:00:00,113.85,2025-02-22,0,Saturday,8,True
1249,2025-02-22 01:00:00,109.32,2025-02-22,1,Saturday,8,True
1250,2025-02-22 02:00:00,106.85,2025-02-22,2,Saturday,8,True
1251,2025-02-22 03:00:00,102.05,2025-02-22,3,Saturday,8,True
1252,2025-02-22 04:00:00,103.78,2025-02-22,4,Saturday,8,True
1253,2025-02-22 05:00:00,109.78,2025-02-22,5,Saturday,8,True
1254,2025-02-22 06:00:00,131.6,2025-02-22,6,Saturday,8,True
1255,2025-02-22 07:00:00,124.42,2025-02-22,7,Saturday,8,True
1256,2025-02-22 08:00:00,97.14,2025-02-22,8,Saturday,8,True
1257,2025-02-22 09:00:00,70.83,2025-02-22,9,Saturday,8,True
1258,2025-02-22 10:00:00,59.02,2025-02-22,10,Saturday,8,True
1259,2025-02-22 11:00:00,57.13,2025-02-22,11,Saturday,8,True
1260,2025-02-22 12:00:00,53.37,2025-02-22,12,Saturday,8,True
1261,2025-02-22 13:00:00,56.36,2025-02-22,13,Saturday,8,True
1262,2025-02-22 14:00:00,68.29,2025-02-22,14,Saturday,8,True
1263,2025-02-22 15:00:00,114.02,2025-02-22,15,Saturday,8,True
1264,2025-02-22 16:00:00,156.15,2025-02-22,16,Saturday,8,True
1265,2025-02-22 17:00:00,174.35,2025-02-22,17,Saturday,8,True
1266,2025-02-22 18:00:00,165.01,2025-02-22,18,Saturday,8,True
1267,2025-02-22 19:00:00,174.13,2025-02-22,19,Saturday,8,True
1268,2025-02-22 20:00:00,163.23,2025-02-22,20,Saturday,8,True
1269,2025-02-22 21:00:00,146.31,2025-02-22,21,Saturday,8,True
1270,2025-02-22 22:00:00,141.42,2025-02-22,22,Saturday,8,True
1271,2025-02-22 23:00:00,139.84,2025-02-22,23,Saturday,8,True
1272,2025-02-23 00:00:00,121.65,2025-02-23,0,Sunday,8,True
1273,2025-02-23 01:00:00,121.06,2025-02-23,1,Sunday,8,True
