,Area,MTU (CET/CEST),Actual Total Load (MW)
0,BZN|FR,2024-01-01 00:00:00,52847.0
1,BZN|FR,2024-01-01 00:15:00,52847.0
2,BZN|FR,2024-01-01 00:30:00,52847.0
3,BZN|FR,2024-01-01 00:45:00,52847.0
4,BZN|FR,2024-01-01 01:00:00,51600.0
5,BZN|FR,2024-01-01 01:15:00,51600.0
6,BZN|FR,2024-01-01 01:30:00,51600.0
7,BZN|FR,2024-01-01 01:45:00,51600.0
8,BZN|FR,2024-01-01 02:00:00,50992.0
9,BZN|FR,2024-01-01 02:15:00,50992.0
10,BZN|FR,2024-01-01 02:30:00,50992.0
11,BZN|FR,2024-01-01 02:45:00,50992.0
12,BZN|FR,2024-01-01 03:00:00,48187.0
13,BZN|FR,2024-01-01 03:15:00,48187.0
14,BZN|FR,2024-01-01 03:30:00,48187.0
15,BZN|FR,2024-01-01 03:45:00,48187.0
16,BZN|FR,2024-01-01 04:00:00,46479.0
17,BZN|FR,2024-01-01 04:15:00,46479.0
18,BZN|FR,2024-01-01 04:30:00,46479.0
19,BZN|FR,2024-01-01 04:45:00,46479.0
20,BZN|FR,2024-01-01 05:00:00,46285.0
21,BZN|FR,2024-01-01 05:15:00,46285.0
22,BZN|FR,2024-01-01 05:30:00,46285.0
23,BZN|FR,2024-01-01 05:45:00,46285.0
24,BZN|FR,2024-01-01 06:00:00,46633.0
25,BZN|FR,2024-01-01 06:15:00,46633.0
26,BZN|FR,2024-01-01 06:30:00,46633.0
27,BZN|FR,2024-01-01 06:45:00,46633.0
28,BZN|FR,2024-01-01 07:00:00,46820.0
29,BZN|FR,2024-01-01 07:15:00,46820.0
30,BZN|FR,2024-01-01 07:30:00,46820.0
31,BZN|FR,2024-01-01 07:45:00,46820.0
32,BZN|FR,2024-01-01 08:00:00,46877.0
33,BZN|FR,2024-01-01 08:15:00,46877.0
34,BZN|FR,2024-01-01 08:30:00,46877.0
35,BZN|FR,2024-01-01 08:45:00,46877.0
36,BZN|FR,2024-01-01 09:00:00,47690.0
37,BZN|FR,2024-01-01 09:15:00,47690.0
38,BZN|FR,2024-01-01 09:30:00,47690.0
39,BZN|FR,2024-01-01 09:45:00,47690.0
40,BZN|FR,2024-01-01 10:00:00,49158.0
41,BZN|FR,2024-01-01 10:15:00,49158.0
42,BZN|FR,2024-01-01 10:30:00,49158.0
43,BZN|FR,2024-01-01 10:45:00,49158.0
44,BZN|FR,2024-01-01 11:00:00,50275.0
45,BZN|FR,2024-01-01 11:15:00,50275.0
46,BZN|FR,2024-01-01 11:30:00,50275.0
47,BZN|FR,2024-01-01 11:45:00,50275.0
48,BZN|FR,2024-01-01 12:00:00,50897.0
49,BZN|FR,2024-01-01 12:15:00,50897.0
50,BZN|FR,2024-01-01 12:30:00,50897.0
51,BZN|FR,2024-01-01 12:45:00,50897.0
52,BZN|FR,2024-01-01 13:00:00,49197.0
53,BZN|FR,2024-01-01 13:15:00,49197.0
54,BZN|FR,2024-01-01 13:30:00,49197.0
55,BZN|FR,2024-01-01 13:45:00,49197.0
56,BZN|FR,2024-01-01 14:00:00,48355.0
57,BZN|FR,2024-01-01 14:15:00,48355.0
58,BZN|FR,2024-01-01 14:30:00,48355.0
59,BZN|FR,2024-01-01 14:45:00,48355.0
60,BZN|FR,2024-01-01 15:00:00,47879.0
61,BZN|FR,2024-01-01 15:15:00,47879.0
62,BZN|FR,2024-01-01 15:30:00,47879.0
63,BZN|FR,2024-01-01 15:45:00,47879.0
64,BZN|FR,2024-01-01 16:00:00,47633.0
65,BZN|FR,2024-01-01 16:15:00,47633.0
66,BZN|FR,2024-01-01 16:30:00,47633.0
67,BZN|FR,2024-01-01 16:45:00,47633.0
68,BZN|FR,2024-01-01 17:00:00,50761.0
69,BZN|FR,2024-01-01 17:15:00,50761.0
70,BZN|FR,2024-01-01 17:30:00,50761.0
71,BZN|FR,2024-01-01 17:45:00,50761.0
72,BZN|FR,2024-01-01 18:00:00,53965.0
73,BZN|FR,2024-01-01 18:15:00,53965.0
74,BZN|FR,2024-01-01 18:30:00,53965.0
75,BZN|FR,2024-01-01 18:45:00,53965.0
76,BZN|FR,2024-01-01 19:00:00,54973.0
77,BZN|FR,2024-01-01 19:15:00,54973.0
78,BZN|FR,2024-01-01 19:30:00,54973.0
79,BZN|FR,2024-01-01 19:45:00,54973.0
80,BZN|FR,2024-01-01 20:00:00,53641.0
81,BZN|FR,2024-01-01 20:15:00,53641.0
82,BZN|FR,2024-01-01 20:30:00,53641.0
83,BZN|FR,2024-01-01 20:45:00,53641.0
84,BZN|FR,2024-01-01 21:00:00,52244.0
85,BZN|FR,2024-01-01 21:15:00,52244.0
86,BZN|FR,2024-01-01 21:30:00,52244.0
87,BZN|FR,2024-01-01 21:45:00,52244.0
88,BZN|FR,2024-01-01 22:00:00,53034.0
89,BZN|FR,2024-01-01 22:15:00,53034.0
90,BZN|FR,2024-01-01 22:30:00,53034.0
91,BZN|FR,2024-01-01 22:45:00,53034.0
92,BZN|FR,2024-01-01 23:00:00,53157.0
93,BZN|FR,2024-01-01 23:15:00,53157.0
94,BZN|FR,2024-01-01 23:30:00,53157.0
95,BZN|FR,2024-01-01 23:45:00,53157.0
96,BZN|FR,2024-01-02 00:00:00,55844.0
97,BZN|FR,2024-01-02 00:15:00,55844.0
98,BZN|FR,2024-01-02 00:30:00,55844.0
99,BZN|FR,2024-01-02 00:45:00,55844.0
100,BZN|FR,2024-01-02 01:00:00,55843.0
101,BZN|FR,2024-01-02 01:15:00,55843.0
102,BZN|FR,2024-01-02 01:30:00,55843.0
103,BZN|FR,2024-01-02 01:45:00,55843.0
104,BZN|FR,2024-01-02 02:00:00,53931.0
105,BZN|FR,2024-01-02 02:15:00,53931.0
106,BZN|FR,2024-01-02 02:30:00,53931.0
107,BZN|FR,2024-01-02 02:45:00,53931.0
108,BZN|FR,2024-01-02 03:00:00,52884.0
109,BZN|FR,2024-01-02 03:15:00,52884.0
110,BZN|FR,2024-01-02 03:30:00,52884.0
111,BZN|FR,2024-01-02 03:45:00,52884.0
112,BZN|FR,2024-01-02 04:00:00,50613.0
113,BZN|FR,2024-01-02 04:15:00,50613.0
114,BZN|FR,2024-01-02 04:30:00,50613.0
115,BZN|FR,2024-01-02 04:45:00,50613.0
116,BZN|FR,2024-01-02 05:00:00,49610.0
117,BZN|FR,2024-01-02 05:15:00,49610.0
118,BZN|FR,2024-01-02 05:30:00,49610.0
119,BZN|FR,2024-01-02 05:45:00,49610.0
120,BZN|FR,2024-01-02 06:00:00,51629.0
121,BZN|FR,2024-01-02 06:15:00,51629.0
122,BZN|FR,2024-01-02 06:30:00,51629.0
123,BZN|FR,2024-01-02 06:45:00,51629.0
124,BZN|FR,2024-01-02 07:00:00,56336.0
125,BZN|FR,2024-01-02 07:15:00,56336.0
126,BZN|FR,2024-01-02 07:30:00,56336.0
127,BZN|FR,2024-01-02 07:45:00,56336.0
128,BZN|FR,2024-01-02 08:00:00,61100.0
129,BZN|FR,2024-01-02 08:15:00,61100.0
130,BZN|FR,2024-01-02 08:30:00,61100.0
131,BZN|FR,2024-01-02 08:45:00,61100.0
132,BZN|FR,2024-01-02 09:00:00,62823.0
133,BZN|FR,2024-01-02 09:15:00,62823.0
134,BZN|FR,2024-01-02 09:30:00,62823.0
135,BZN|FR,2024-01-02 09:45:00,62823.0
136,BZN|FR,2024-01-02 10:00:00,63328.0
137,BZN|FR,2024-01-02 10:15:00,63328.0
138,BZN|FR,2024-01-02 10:30:00,63328.0
139,BZN|FR,2024-01-02 10:45:00,63328.0
140,BZN|FR,2024-01-02 11:00:00,63571.0
141,BZN|FR,2024-01-02 11:15:00,63571.0
142,BZN|FR,2024-01-02 11:30:00,63571.0
143,BZN|FR,2024-01-02 11:45:00,63571.0
144,BZN|FR,2024-01-02 12:00:00,63787.0
145,BZN|FR,2024-01-02 12:15:00,63787.0
146,BZN|FR,2024-01-02 12:30:00,63787.0
147,BZN|FR,2024-01-02 12:45:00,63787.0
148,BZN|FR,2024-01-02 13:00:00,63102.0
149,BZN|FR,2024-01-02 13:15:00,63102.0
150,BZN|FR,2024-01-02 13:30:00,63102.0
151,BZN|FR,2024-01-02 13:45:00,63102.0
152,BZN|FR,2024-01-02 14:00:00,61278.0
153,BZN|FR,2024-01-02 14:15:00,61278.0
154,BZN|FR,2024-01-02 14:30:00,61278.0
155,BZN|FR,2024-01-02 14:45:00,61278.0
156,BZN|FR,2024-01-02 15:00:00,61070.0
157,BZN|FR,2024-01-02 15:15:00,61070.0
158,BZN|FR,2024-01-02 15:30:00,61070.0
159,BZN|FR,2024-01-02 15:45:00,61070.0
160,BZN|FR,2024-01-02 16:00:00,60031.0
161,BZN|FR,2024-01-02 16:15:00,60031.0
162,BZN|FR,2024-01-02 16:30:00,60031.0
163,BZN|FR,2024-01-02 16:45:00,60031.0
164,BZN|FR,2024-01-02 17:00:00,58555.0
165,BZN|FR,2024-01-02 17:15:00,58555.0
166,BZN|FR,2024-01-02 17:30:00,58555.0
167,BZN|FR,2024-01-02 17:45:00,58555.0
168,BZN|FR,2024-01-02 18:00:00,59541.0
169,BZN|FR,2024-01-02 18:15:00,59541.0
170,BZN|FR,2024-01-02 18:30:00,59541.0
171,BZN|FR,2024-01-02 18:45:00,59541.0
172,BZN|FR,2024-01-02 19:00:00,64165.0
173,BZN|FR,2024-01-02 19:15:00,64165.0
174,BZN|FR,2024-01-02 19:30:00,64165.0
175,BZN|FR,2024-01-02 19:45:00,64165.0
176,BZN|FR,2024-01-02 20:00:00,65078.0
177,BZN|FR,2024-01-02 20:15:00,65078.0
178,BZN|FR,2024-01-02 20:30:00,65078.0
179,BZN|FR,2024-01-02 20:45:00,65078.0
180,BZN|FR,2024-01-02 21:00:00,61776.0
181,BZN|FR,2024-01-02 21:15:00,61776.0
182,BZN|FR,2024-01-02 21:30:00,61776.0
183,BZN|FR,2024-01-02 21:45:00,61776.0
184,BZN|FR,2024-01-02 22:00:00,58394.0
185,BZN|FR,2024-01-02 22:15:00,58394.0
186,BZN|FR,2024-01-02 22:30:00,58394.0
187,BZN|FR,2024-01-02 22:45:00,58394.0
188,BZN|FR,2024-01-02 23:00:00,58217.0
189,BZN|FR,2024-01-02 23:15:00,58217.0
190,BZN|FR,2024-01-02 23:30:00,58217.0
191,BZN|FR,2024-01-02 23:45:00,58217.0
192,BZN|FR,2024-01-03 00:00:00,57352.0
193,BZN|FR,2024-01-03 00:15:00,57352.0
194,BZN|FR,2024-01-03 00:30:00,57352.0
195,BZN|FR,2024-01-03 00:45:00,57352.0
196,BZN|FR,2024-01-03 01:00:00,54758.0
197,BZN|FR,2024-01-03 01:15:00,54758.0
198,BZN|FR,2024-01-03 01:30:00,54758.0
199,BZN|FR,2024-01-03 01:45:00,54758.0
200,BZN|FR,2024-01-03 02:00:00,53215.0
201,BZN|FR,2024-01-03 02:15:00,53215.0
202,BZN|FR,2024-01-03 02:30:00,53215.0
203,BZN|FR,2024-01-03 02:45:00,53215.0
204,BZN|FR,2024-01-03 03:00:00,52492.0
205,BZN|FR,2024-01-03 03:15:00,52492.0
206,BZN|FR,2024-01-03 03:30:00,52492.0
207,BZN|FR,2024-01-03 03:45:00,52492.0
208,BZN|FR,2024-01-03 04:00:00,50648.0
209,BZN|FR,2024-01-03 04:15:00,50648.0
210,BZN|FR,2024-01-03 04:30:00,50648.0
211,BZN|FR,2024-01-03 04:45:00,50648.0
212,BZN|FR,2024-01-03 05:00:00,49720.0
213,BZN|FR,2024-01-03 05:15:00,49720.0
214,BZN|FR,2024-01-03 05:30:00,49720.0
215,BZN|FR,2024-01-03 05:45:00,49720.0
216,BZN|FR,2024-01-03 06:00:00,51930.0
217,BZN|FR,2024-01-03 06:15:00,51930.0
218,BZN|FR,2024-01-03 06:30:00,51930.0
219,BZN|FR,2024-01-03 06:45:00,51930.0
220,BZN|FR,2024-01-03 07:00:00,56564.0
221,BZN|FR,2024-01-03 07:15:00,56564.0
222,BZN|FR,2024-01-03 07:30:00,56564.0
223,BZN|FR,2024-01-03 07:45:00,56564.0
224,BZN|FR,2024-01-03 08:00:00,60594.0
225,BZN|FR,2024-01-03 08:15:00,60594.0
226,BZN|FR,2024-01-03 08:30:00,60594.0
227,BZN|FR,2024-01-03 08:45:00,60594.0
228,BZN|FR,2024-01-03 09:00:00,62925.0
229,BZN|FR,2024-01-03 09:15:00,62925.0
230,BZN|FR,2024-01-03 09:30:00,62925.0
231,BZN|FR,2024-01-03 09:45:00,62925.0
232,BZN|FR,2024-01-03 10:00:00,63755.0
233,BZN|FR,2024-01-03 10:15:00,63755.0
234,BZN|FR,2024-01-03 10:30:00,63755.0
235,BZN|FR,2024-01-03 10:45:00,63755.0
236,BZN|FR,2024-01-03 11:00:00,63724.0
237,BZN|FR,2024-01-03 11:15:00,63724.0
238,BZN|FR,2024-01-03 11:30:00,63724.0
239,BZN|FR,2024-01-03 11:45:00,63724.0
240,BZN|FR,2024-01-03 12:00:00,64004.0
241,BZN|FR,2024-01-03 12:15:00,64004.0
242,BZN|FR,2024-01-03 12:30:00,64004.0
243,BZN|FR,2024-01-03 12:45:00,64004.0
244,BZN|FR,2024-01-03 13:00:00,62863.0
245,BZN|FR,2024-01-03 13:15:00,62863.0
246,BZN|FR,2024-01-03 13:30:00,62863.0
247,BZN|FR,2024-01-03 13:45:00,62863.0
248,BZN|FR,2024-01-03 14:00:00,60079.0
249,BZN|FR,2024-01-03 14:15:00,60079.0
250,BZN|FR,2024-01-03 14:30:00,60079.0
251,BZN|FR,2024-01-03 14:45:00,60079.0
252,BZN|FR,2024-01-03 15:00:00,59009.0
253,BZN|FR,2024-01-03 15:15:00,59009.0
254,BZN|FR,2024-01-03 15:30:00,59009.0
255,BZN|FR,2024-01-03 15:45:00,59009.0
256,BZN|FR,2024-01-03 16:00:00,57181.0
257,BZN|FR,2024-01-03 16:15:00,57181.0
258,BZN|FR,2024-01-03 16:30:00,57181.0
259,BZN|FR,2024-01-03 16:45:00,57181.0
260,BZN|FR,2024-01-03 17:00:00,55354.0
261,BZN|FR,2024-01-03 17:15:00,55354.0
262,BZN|FR,2024-01-03 17:30:00,55354.0
263,BZN|FR,2024-01-03 17:45:00,55354.0
264,BZN|FR,2024-01-03 18:00:00,55816.0
265,BZN|FR,2024-01-03 18:15:00,55816.0
266,BZN|FR,2024-01-03 18:30:00,55816.0
267,BZN|FR,2024-01-03 18:45:00,55816.0
268,BZN|FR,2024-01-03 19:00:00,59422.0
269,BZN|FR,2024-01-03 19:15:00,59422.0
270,BZN|FR,2024-01-03 19:30:00,59422.0
271,BZN|FR,2024-01-03 19:45:00,59422.0
272,BZN|FR,2024-01-03 20:00:00,62210.0
273,BZN|FR,2024-01-03 20:15:00,62210.0
274,BZN|FR,2024-01-03 20:30:00,62210.0
275,BZN|FR,2024-01-03 20:45:00,62210.0
276,BZN|FR,2024-01-03 21:00:00,59992.0
277,BZN|FR,2024-01-03 21:15:00,59992.0
278,BZN|FR,2024-01-03 21:30:00,59992.0
279,BZN|FR,2024-01-03 21:45:00,59992.0
280,BZN|FR,2024-01-03 22:00:00,57156.0
281,BZN|FR,2024-01-03 22:15:00,57156.0
282,BZN|FR,2024-01-03 22:30:00,57156.0
283,BZN|FR,2024-01-03 22:45:00,57156.0
284,BZN|FR,2024-01-03 23:00:00,57679.0
285,BZN|FR,2024-01-03 23:15:00,57679.0
286,BZN|FR,2024-01-03 23:30:00,57679.0
287,BZN|FR,2024-01-03 23:45:00,57679.0
288,BZN|FR,2024-01-04 00:00:00,48641.0
289,BZN|FR,2024-01-04 00:15:00,48641.0
290,BZN|FR,2024-01-04 00:30:00,48641.0
291,BZN|FR,2024-01-04 00:45:00,48641.0
292,BZN|FR,2024-01-04 01:00:00,46620.0
293,BZN|FR,2024-01-04 01:15:00,46620.0
294,BZN|FR,2024-01-04 01:30:00,46620.0
295,BZN|FR,2024-01-04 01:45:00,46620.0
296,BZN|FR,2024-01-04 02:00:00,43171.0
297,BZN|FR,2024-01-04 02:15:00,43171.0
298,BZN|FR,2024-01-04 02:30:00,43171.0
299,BZN|FR,2024-01-04 02:45:00,43171.0
300,BZN|FR,2024-01-04 03:00:00,41081.0
301,BZN|FR,2024-01-04 03:15:00,41081.0
302,BZN|FR,2024-01-04 03:30:00,41081.0
303,BZN|FR,2024-01-04 03:45:00,41081.0
304,BZN|FR,2024-01-04 04:00:00,40106.0
305,BZN|FR,2024-01-04 04:15:00,40106.0
306,BZN|FR,2024-01-04 04:30:00,40106.0
307,BZN|FR,2024-01-04 04:45:00,40106.0
308,BZN|FR,2024-01-04 05:00:00,40979.0
309,BZN|FR,2024-01-04 05:15:00,40979.0
310,BZN|FR,2024-01-04 05:30:00,40979.0
311,BZN|FR,2024-01-04 05:45:00,40979.0
312,BZN|FR,2024-01-04 06:00:00,42285.0
313,BZN|FR,2024-01-04 06:15:00,42285.0
314,BZN|FR,2024-01-04 06:30:00,42285.0
315,BZN|FR,2024-01-04 06:45:00,42285.0
316,BZN|FR,2024-01-04 07:00:00,43144.0
317,BZN|FR,2024-01-04 07:15:00,43144.0
318,BZN|FR,2024-01-04 07:30:00,43144.0
319,BZN|FR,2024-01-04 07:45:00,43144.0
320,BZN|FR,2024-01-04 08:00:00,44719.0
321,BZN|FR,2024-01-04 08:15:00,44719.0
322,BZN|FR,2024-01-04 08:30:00,44719.0
323,BZN|FR,2024-01-04 08:45:00,44719.0
324,BZN|FR,2024-01-04 09:00:00,46803.0
325,BZN|FR,2024-01-04 09:15:00,46803.0
326,BZN|FR,2024-01-04 09:30:00,46803.0
327,BZN|FR,2024-01-04 09:45:00,46803.0
328,BZN|FR,2024-01-04 10:00:00,48287.0
329,BZN|FR,2024-01-04 10:15:00,48287.0
330,BZN|FR,2024-01-04 10:30:00,48287.0
331,BZN|FR,2024-01-04 10:45:00,48287.0
332,BZN|FR,2024-01-04 11:00:00,49226.0
333,BZN|FR,2024-01-04 11:15:00,49226.0
334,BZN|FR,2024-01-04 11:30:00,49226.0
335,BZN|FR,2024-01-04 11:45:00,49226.0
336,BZN|FR,2024-01-04 12:00:00,50390.0
337,BZN|FR,2024-01-04 12:15:00,50390.0
338,BZN|FR,2024-01-04 12:30:00,50390.0
339,BZN|FR,2024-01-04 12:45:00,50390.0
340,BZN|FR,2024-01-04 13:00:00,48328.0
341,BZN|FR,2024-01-04 13:15:00,48328.0
342,BZN|FR,2024-01-04 13:30:00,48328.0
343,BZN|FR,2024-01-04 13:45:00,48328.0
344,BZN|FR,2024-01-04 14:00:00,46106.0
345,BZN|FR,2024-01-04 14:15:00,46106.0
346,BZN|FR,2024-01-04 14:30:00,46106.0
347,BZN|FR,2024-01-04 14:45:00,46106.0
348,BZN|FR,2024-01-04 15:00:00,44064.0
349,BZN|FR,2024-01-04 15:15:00,44064.0
350,BZN|FR,2024-01-04 15:30:00,44064.0
351,BZN|FR,2024-01-04 15:45:00,44064.0
352,BZN|FR,2024-01-04 16:00:00,42654.0
353,BZN|FR,2024-01-04 16:15:00,42654.0
354,BZN|FR,2024-01-04 16:30:00,42654.0
355,BZN|FR,2024-01-04 16:45:00,42654.0
356,BZN|FR,2024-01-04 17:00:00,43211.0
357,BZN|FR,2024-01-04 17:15:00,43211.0
358,BZN|FR,2024-01-04 17:30:00,43211.0
359,BZN|FR,2024-01-04 17:45:00,43211.0
360,BZN|FR,2024-01-04 18:00:00,45754.0
361,BZN|FR,2024-01-04 18:15:00,45754.0
362,BZN|FR,2024-01-04 18:30:00,45754.0
363,BZN|FR,2024-01-04 18:45:00,45754.0
364,BZN|FR,2024-01-04 19:00:00,48982.0
365,BZN|FR,2024-01-04 19:15:00,48982.0
366,BZN|FR,2024-01-04 19:30:00,48982.0
367,BZN|FR,2024-01-04 19:45:00,48982.0
368,BZN|FR,2024-01-04 20:00:00,50290.0
369,BZN|FR,2024-01-04 20:15:00,50290.0
370,BZN|FR,2024-01-04 20:30:00,50290.0
371,BZN|FR,2024-01-04 20:45:00,50290.0
372,BZN|FR,2024-01-04 21:00:00,49377.0
373,BZN|FR,2024-01-04 21:15:00,49377.0
374,BZN|FR,2024-01-04 21:30:00,49377.0
375,BZN|FR,2024-01-04 21:45:00,49377.0
376,BZN|FR,2024-01-04 22:00:00,49953.0
377,BZN|FR,2024-01-04 22:15:00,49953.0
378,BZN|FR,2024-01-04 22:30:00,49953.0
379,BZN|FR,2024-01-04 22:45:00,49953.0
380,BZN|FR,2024-01-04 23:00:00,49831.0
381,BZN|FR,2024-01-04 23:15:00,49831.0
382,BZN|FR,2024-01-04 23:30:00,49831.0
383,BZN|FR,2024-01-04 23:45:00,49831.0
384,BZN|FR,2024-01-05 00:00:00,42550.0
385,BZN|FR,2024-01-05 00:15:00,42550.0
386,BZN|FR,2024-01-05 00:30:00,42550.0
387,BZN|FR,2024-01-05 00:45:00,42550.0
388,BZN|FR,2024-01-05 01:00:00,40199.0
389,BZN|FR,2024-01-05 01:15:00,40199.0
390,BZN|FR,2024-01-05 01:30:00,40199.0
391,BZN|FR,2024-01-05 01:45:00,40199.0
392,BZN|FR,2024-01-05 02:00:00,38462.0
393,BZN|FR,2024-01-05 02:15:00,38462.0
394,BZN|FR,2024-01-05 02:30:00,38462.0
395,BZN|FR,2024-01-05 02:45:00,38462.0
396,BZN|FR,2024-01-05 03:00:00,36248.0
397,BZN|FR,2024-01-05 03:15:00,36248.0
398,BZN|FR,2024-01-05 03:30:00,36248.0
399,BZN|FR,2024-01-05 03:45:00,36248.0
400,BZN|FR,2024-01-05 04:00:00,34679.0
401,BZN|FR,2024-01-05 04:15:00,34679.0
402,BZN|FR,2024-01-05 04:30:00,34679.0
403,BZN|FR,2024-01-05 04:45:00,34679.0
404,BZN|FR,2024-01-05 05:00:00,34478.0
405,BZN|FR,2024-01-05 05:15:00,34478.0
406,BZN|FR,2024-01-05 05:30:00,34478.0
407,BZN|FR,2024-01-05 05:45:00,34478.0
408,BZN|FR,2024-01-05 06:00:00,34844.0
409,BZN|FR,2024-01-05 06:15:00,34844.0
410,BZN|FR,2024-01-05 06:30:00,34844.0
411,BZN|FR,2024-01-05 06:45:00,34844.0
412,BZN|FR,2024-01-05 07:00:00,35607.0
413,BZN|FR,2024-01-05 07:15:00,35607.0
414,BZN|FR,2024-01-05 07:30:00,35607.0
415,BZN|FR,2024-01-05 07:45:00,35607.0
416,BZN|FR,2024-01-05 08:00:00,37299.0
417,BZN|FR,2024-01-05 08:15:00,37299.0
418,BZN|FR,2024-01-05 08:30:00,37299.0
419,BZN|FR,2024-01-05 08:45:00,37299.0
420,BZN|FR,2024-01-05 09:00:00,39304.0
421,BZN|FR,2024-01-05 09:15:00,39304.0
422,BZN|FR,2024-01-05 09:30:00,39304.0
423,BZN|FR,2024-01-05 09:45:00,39304.0
424,BZN|FR,2024-01-05 10:00:00,41974.0
425,BZN|FR,2024-01-05 10:15:00,41974.0
426,BZN|FR,2024-01-05 10:30:00,41974.0
427,BZN|FR,2024-01-05 10:45:00,41974.0
428,BZN|FR,2024-01-05 11:00:00,43847.0
429,BZN|FR,2024-01-05 11:15:00,43847.0
430,BZN|FR,2024-01-05 11:30:00,43847.0
431,BZN|FR,2024-01-05 11:45:00,43847.0
432,BZN|FR,2024-01-05 12:00:00,46280.0
433,BZN|FR,2024-01-05 12:15:00,46280.0
434,BZN|FR,2024-01-05 12:30:00,46280.0
435,BZN|FR,2024-01-05 12:45:00,46280.0
436,BZN|FR,2024-01-05 13:00:00,45233.0
437,BZN|FR,2024-01-05 13:15:00,45233.0
438,BZN|FR,2024-01-05 13:30:00,45233.0
439,BZN|FR,2024-01-05 13:45:00,45233.0
440,BZN|FR,2024-01-05 14:00:00,42968.0
441,BZN|FR,2024-01-05 14:15:00,42968.0
442,BZN|FR,2024-01-05 14:30:00,42968.0
443,BZN|FR,2024-01-05 14:45:00,42968.0
444,BZN|FR,2024-01-05 15:00:00,41094.0
445,BZN|FR,2024-01-05 15:15:00,41094.0
446,BZN|FR,2024-01-05 15:30:00,41094.0
447,BZN|FR,2024-01-05 15:45:00,41094.0
448,BZN|FR,2024-01-05 16:00:00,39498.0
449,BZN|FR,2024-01-05 16:15:00,39498.0
450,BZN|FR,2024-01-05 16:30:00,39498.0
451,BZN|FR,2024-01-05 16:45:00,39498.0
452,BZN|FR,2024-01-05 17:00:00,38330.0
453,BZN|FR,2024-01-05 17:15:00,38330.0
454,BZN|FR,2024-01-05 17:30:00,38330.0
455,BZN|FR,2024-01-05 17:45:00,38330.0
456,BZN|FR,2024-01-05 18:00:00,40543.0
457,BZN|FR,2024-01-05 18:15:00,40543.0
458,BZN|FR,2024-01-05 18:30:00,40543.0
459,BZN|FR,2024-01-05 18:45:00,40543.0
460,BZN|FR,2024-01-05 19:00:00,42751.0
461,BZN|FR,2024-01-05 19:15:00,42751.0
462,BZN|FR,2024-01-05 19:30:00,42751.0
463,BZN|FR,2024-01-05 19:45:00,42751.0
464,BZN|FR,2024-01-05 20:00:00,42262.0
465,BZN|FR,2024-01-05 20:15:00,42262.0
466,BZN|FR,2024-01-05 20:30:00,42262.0
467,BZN|FR,2024-01-05 20:45:00,42262.0
468,BZN|FR,2024-01-05 21:00:00,42599.0
469,BZN|FR,2024-01-05 21:15:00,42599.0
470,BZN|FR,2024-01-05 21:30:00,42599.0
471,BZN|FR,2024-01-05 21:45:00,42599.0
472,BZN|FR,2024-01-05 22:00:00,43292.0
473,BZN|FR,2024-01-05 22:15:00,43292.0
474,BZN|FR,2024-01-05 22:30:00,43292.0
475,BZN|FR,2024-01-05 22:45:00,43292.0
476,BZN|FR,2024-01-05 23:00:00,43257.0
477,BZN|FR,2024-01-05 23:15:00,43257.0
478,BZN|FR,2024-01-05 23:30:00,43257.0
479,BZN|FR,2024-01-05 23:45:00,43257.0
480,BZN|FR,2024-01-06 00:00:00,41262.0
481,BZN|FR,2024-01-06 00:15:00,41262.0
482,BZN|FR,2024-01-06 00:30:00,41262.0
483,BZN|FR,2024-01-06 00:45:00,41262.0
484,BZN|FR,2024-01-06 01:00:00,38570.0
485,BZN|FR,2024-01-06 01:15:00,38570.0
486,BZN|FR,2024-01-06 01:30:00,38570.0
487,BZN|FR,2024-01-06 01:45:00,38570.0
488,BZN|FR,2024-01-06 02:00:00,36878.0
489,BZN|FR,2024-01-06 02:15:00,36878.0
490,BZN|FR,2024-01-06 02:30:00,36878.0
491,BZN|FR,2024-01-06 02:45:00,36878.0
492,BZN|FR,2024-01-06 03:00:00,34525.0
493,BZN|FR,2024-01-06 03:15:00,34525.0
494,BZN|FR,2024-01-06 03:30:00,34525.0
495,BZN|FR,2024-01-06 03:45:00,34525.0
496,BZN|FR,2024-01-06 04:00:00,33095.0
497,BZN|FR,2024-01-06 04:15:00,33095.0
498,BZN|FR,2024-01-06 04:30:00,33095.0
499,BZN|FR,2024-01-06 04:45:00,33095.0
500,BZN|FR,2024-01-06 05:00:00,33288.0
501,BZN|FR,2024-01-06 05:15:00,33288.0
502,BZN|FR,2024-01-06 05:30:00,33288.0
503,BZN|FR,2024-01-06 05:45:00,33288.0
504,BZN|FR,2024-01-06 06:00:00,33820.0
505,BZN|FR,2024-01-06 06:15:00,33820.0
506,BZN|FR,2024-01-06 06:30:00,33820.0
507,BZN|FR,2024-01-06 06:45:00,33820.0
508,BZN|FR,2024-01-06 07:00:00,35308.0
509,BZN|FR,2024-01-06 07:15:00,35308.0
510,BZN|FR,2024-01-06 07:30:00,35308.0
511,BZN|FR,2024-01-06 07:45:00,35308.0
512,BZN|FR,2024-01-06 08:00:00,37615.0
513,BZN|FR,2024-01-06 08:15:00,37615.0
514,BZN|FR,2024-01-06 08:30:00,37615.0
515,BZN|FR,2024-01-06 08:45:00,37615.0
516,BZN|FR,2024-01-06 09:00:00,40370.0
