,MTU (CET/CEST),Area,Actual Total Load (MW)
0,2025-01-01 00:00:00,BZN|BE,8233.79
1,2025-01-01 00:15:00,BZN|BE,8126.86
2,2025-01-01 00:30:00,BZN|BE,8057.3
3,2025-01-01 00:45:00,BZN|BE,7962.76
4,2025-01-01 01:00:00,BZN|BE,7885.99
5,2025-01-01 01:15:00,BZN|BE,7749.48
6,2025-01-01 01:30:00,BZN|BE,7728.77
7,2025-01-01 01:45:00,BZN|BE,7622.87
8,2025-01-01 02:00:00,BZN|BE,7495.71
9,2025-01-01 02:15:00,BZN|BE,7542.84
10,2025-01-01 02:30:00,BZN|BE,7470.17
11,2025-01-01 02:45:00,BZN|BE,7398.85
12,2025-01-01 03:00:00,BZN|BE,7273.0
13,2025-01-01 03:15:00,BZN|BE,7248.33
14,2025-01-01 03:30:00,BZN|BE,7228.25
15,2025-01-01 03:45:00,BZN|BE,7161.36
16,2025-01-01 04:00:00,BZN|BE,7146.35
17,2025-01-01 04:15:00,BZN|BE,7158.75
18,2025-01-01 04:30:00,BZN|BE,7176.65
19,2025-01-01 04:45:00,BZN|BE,7175.53
20,2025-01-01 05:00:00,BZN|BE,7207.76
21,2025-01-01 05:15:00,BZN|BE,7171.3
22,2025-01-01 05:30:00,BZN|BE,7160.44
23,2025-01-01 05:45:00,BZN|BE,7168.69
24,2025-01-01 06:00:00,BZN|BE,7293.77
25,2025-01-01 06:15:00,BZN|BE,7303.39
26,2025-01-01 06:30:00,BZN|BE,7344.97
27,2025-01-01 06:45:00,BZN|BE,7364.7
28,2025-01-01 07:00:00,BZN|BE,7388.92
29,2025-01-01 07:15:00,BZN|BE,7420.39
30,2025-01-01 07:30:00,BZN|BE,7439.71
31,2025-01-01 07:45:00,BZN|BE,7433.16
32,2025-01-01 08:00:00,BZN|BE,7493.33
33,2025-01-01 08:15:00,BZN|BE,7528.85
34,2025-01-01 08:30:00,BZN|BE,7528.09
35,2025-01-01 08:45:00,BZN|BE,7559.41
36,2025-01-01 09:00:00,BZN|BE,7645.04
37,2025-01-01 09:15:00,BZN|BE,7709.77
38,2025-01-01 09:30:00,BZN|BE,7803.85
39,2025-01-01 09:45:00,BZN|BE,7900.02
40,2025-01-01 10:00:00,BZN|BE,8122.48
41,2025-01-01 10:15:00,BZN|BE,8204.66
42,2025-01-01 10:30:00,BZN|BE,8290.14
43,2025-01-01 10:45:00,BZN|BE,8392.06
44,2025-01-01 11:00:00,BZN|BE,8523.61
45,2025-01-01 11:15:00,BZN|BE,8537.28
46,2025-01-01 11:30:00,BZN|BE,8638.47
47,2025-01-01 11:45:00,BZN|BE,8708.33
48,2025-01-01 12:00:00,BZN|BE,8813.13
49,2025-01-01 12:15:00,BZN|BE,8835.3
50,2025-01-01 12:30:00,BZN|BE,8830.97
51,2025-01-01 12:45:00,BZN|BE,8816.57
52,2025-01-01 13:00:00,BZN|BE,8800.28
53,2025-01-01 13:15:00,BZN|BE,8777.22
54,2025-01-01 13:30:00,BZN|BE,8785.46
55,2025-01-01 13:45:00,BZN|BE,8780.5
56,2025-01-01 14:00:00,BZN|BE,8763.76
57,2025-01-01 14:15:00,BZN|BE,8715.02
58,2025-01-01 14:30:00,BZN|BE,8683.15
59,2025-01-01 14:45:00,BZN|BE,8663.67
60,2025-01-01 15:00:00,BZN|BE,8757.19
61,2025-01-01 15:15:00,BZN|BE,8728.23
62,2025-01-01 15:30:00,BZN|BE,8672.34
63,2025-01-01 15:45:00,BZN|BE,8632.84
64,2025-01-01 16:00:00,BZN|BE,8763.61
65,2025-01-01 16:15:00,BZN|BE,8802.02
66,2025-01-01 16:30:00,BZN|BE,8844.02
67,2025-01-01 16:45:00,BZN|BE,8949.85
68,2025-01-01 17:00:00,BZN|BE,9110.4
69,2025-01-01 17:15:00,BZN|BE,9139.76
70,2025-01-01 17:30:00,BZN|BE,9203.64
71,2025-01-01 17:45:00,BZN|BE,9294.63
72,2025-01-01 18:00:00,BZN|BE,9286.63
73,2025-01-01 18:15:00,BZN|BE,9219.69
74,2025-01-01 18:30:00,BZN|BE,9255.13
75,2025-01-01 18:45:00,BZN|BE,9249.46
76,2025-01-01 19:00:00,BZN|BE,9119.33
77,2025-01-01 19:15:00,BZN|BE,9011.27
78,2025-01-01 19:30:00,BZN|BE,8967.64
79,2025-01-01 19:45:00,BZN|BE,8926.84
80,2025-01-01 20:00:00,BZN|BE,8961.57
81,2025-01-01 20:15:00,BZN|BE,9052.35
82,2025-01-01 20:30:00,BZN|BE,9116.49
83,2025-01-01 20:45:00,BZN|BE,9081.11
84,2025-01-01 21:00:00,BZN|BE,8927.62
85,2025-01-01 21:15:00,BZN|BE,8851.34
86,2025-01-01 21:30:00,BZN|BE,8812.42
87,2025-01-01 21:45:00,BZN|BE,8837.78
88,2025-01-01 22:00:00,BZN|BE,8955.21
89,2025-01-01 22:15:00,BZN|BE,8956.8
90,2025-01-01 22:30:00,BZN|BE,8890.48
91,2025-01-01 22:45:00,BZN|BE,8815.97
92,2025-01-01 23:00:00,BZN|BE,8935.01
93,2025-01-01 23:15:00,BZN|BE,8833.12
94,2025-01-01 23:30:00,BZN|BE,8658.79
95,2025-01-01 23:45:00,BZN|BE,8483.15
96,2025-02-01 00:00:00,BZN|BE,8432.69
97,2025-02-01 00:15:00,BZN|BE,8300.02
98,2025-02-01 00:30:00,BZN|BE,8105.68
99,2025-02-01 00:45:00,BZN|BE,7948.22
100,2025-02-01 01:00:00,BZN|BE,7864.68
101,2025-02-01 01:15:00,BZN|BE,7648.04
102,2025-02-01 01:30:00,BZN|BE,7562.26
103,2025-02-01 01:45:00,BZN|BE,7469.5
104,2025-02-01 02:00:00,BZN|BE,7485.44
105,2025-02-01 02:15:00,BZN|BE,7465.18
106,2025-02-01 02:30:00,BZN|BE,7450.99
107,2025-02-01 02:45:00,BZN|BE,7429.78
108,2025-02-01 03:00:00,BZN|BE,7455.25
109,2025-02-01 03:15:00,BZN|BE,7451.55
110,2025-02-01 03:30:00,BZN|BE,7439.72
111,2025-02-01 03:45:00,BZN|BE,7391.97
112,2025-02-01 04:00:00,BZN|BE,7494.11
113,2025-02-01 04:15:00,BZN|BE,7527.28
114,2025-02-01 04:30:00,BZN|BE,7573.47
115,2025-02-01 04:45:00,BZN|BE,7654.28
116,2025-02-01 05:00:00,BZN|BE,7793.57
117,2025-02-01 05:15:00,BZN|BE,7868.83
118,2025-02-01 05:30:00,BZN|BE,8002.61
119,2025-02-01 05:45:00,BZN|BE,8116.51
120,2025-02-01 06:00:00,BZN|BE,8448.83
121,2025-02-01 06:15:00,BZN|BE,8589.67
122,2025-02-01 06:30:00,BZN|BE,8765.46
123,2025-02-01 06:45:00,BZN|BE,8908.52
124,2025-02-01 07:00:00,BZN|BE,9087.38
125,2025-02-01 07:15:00,BZN|BE,9212.17
126,2025-02-01 07:30:00,BZN|BE,9373.3
127,2025-02-01 07:45:00,BZN|BE,9519.58
128,2025-02-01 08:00:00,BZN|BE,9766.41
129,2025-02-01 08:15:00,BZN|BE,9978.65
130,2025-02-01 08:30:00,BZN|BE,10117.17
131,2025-02-01 08:45:00,BZN|BE,10180.15
132,2025-02-01 09:00:00,BZN|BE,10356.88
133,2025-02-01 09:15:00,BZN|BE,10477.18
134,2025-02-01 09:30:00,BZN|BE,10633.62
135,2025-02-01 09:45:00,BZN|BE,10787.92
136,2025-02-01 10:00:00,BZN|BE,10790.38
137,2025-02-01 10:15:00,BZN|BE,10950.63
138,2025-02-01 10:30:00,BZN|BE,10916.25
139,2025-02-01 10:45:00,BZN|BE,11107.73
140,2025-02-01 11:00:00,BZN|BE,11151.26
141,2025-02-01 11:15:00,BZN|BE,11359.87
142,2025-02-01 11:30:00,BZN|BE,11487.41
143,2025-02-01 11:45:00,BZN|BE,11415.71
144,2025-02-01 12:00:00,BZN|BE,11289.29
145,2025-02-01 12:15:00,BZN|BE,11209.13
146,2025-02-01 12:30:00,BZN|BE,11126.76
147,2025-02-01 12:45:00,BZN|BE,11128.28
148,2025-02-01 13:00:00,BZN|BE,11002.08
149,2025-02-01 13:15:00,BZN|BE,10943.9
150,2025-02-01 13:30:00,BZN|BE,10946.12
151,2025-02-01 13:45:00,BZN|BE,10876.93
152,2025-02-01 14:00:00,BZN|BE,10863.84
153,2025-02-01 14:15:00,BZN|BE,10787.43
154,2025-02-01 14:30:00,BZN|BE,10655.99
155,2025-02-01 14:45:00,BZN|BE,10642.75
156,2025-02-01 15:00:00,BZN|BE,10768.35
157,2025-02-01 15:15:00,BZN|BE,10804.27
158,2025-02-01 15:30:00,BZN|BE,10767.5
159,2025-02-01 15:45:00,BZN|BE,10711.09
160,2025-02-01 16:00:00,BZN|BE,10575.53
161,2025-02-01 16:15:00,BZN|BE,10502.48
162,2025-02-01 16:30:00,BZN|BE,10628.52
163,2025-02-01 16:45:00,BZN|BE,10750.65
164,2025-02-01 17:00:00,BZN|BE,10953.12
165,2025-02-01 17:15:00,BZN|BE,11100.34
166,2025-02-01 17:30:00,BZN|BE,11227.96
167,2025-02-01 17:45:00,BZN|BE,11258.63
168,2025-02-01 18:00:00,BZN|BE,11212.93
169,2025-02-01 18:15:00,BZN|BE,11204.21
170,2025-02-01 18:30:00,BZN|BE,11162.93
171,2025-02-01 18:45:00,BZN|BE,11137.93
172,2025-02-01 19:00:00,BZN|BE,10953.09
173,2025-02-01 19:15:00,BZN|BE,10814.23
174,2025-02-01 19:30:00,BZN|BE,10667.52
175,2025-02-01 19:45:00,BZN|BE,10492.14
176,2025-02-01 20:00:00,BZN|BE,10272.99
177,2025-02-01 20:15:00,BZN|BE,10194.04
178,2025-02-01 20:30:00,BZN|BE,10099.56
179,2025-02-01 20:45:00,BZN|BE,9936.92
180,2025-02-01 21:00:00,BZN|BE,9871.47
181,2025-02-01 21:15:00,BZN|BE,9732.87
182,2025-02-01 21:30:00,BZN|BE,9650.45
183,2025-02-01 21:45:00,BZN|BE,9486.88
184,2025-02-01 22:00:00,BZN|BE,9509.59
185,2025-02-01 22:15:00,BZN|BE,9575.36
186,2025-02-01 22:30:00,BZN|BE,9553.99
187,2025-02-01 22:45:00,BZN|BE,9475.4
188,2025-02-01 23:00:00,BZN|BE,9535.34
189,2025-02-01 23:15:00,BZN|BE,9516.14
190,2025-02-01 23:30:00,BZN|BE,9459.37
191,2025-02-01 23:45:00,BZN|BE,9338.38
192,2025-03-01 00:00:00,BZN|BE,9206.66
193,2025-03-01 00:15:00,BZN|BE,9052.24
194,2025-03-01 00:30:00,BZN|BE,8952.91
195,2025-03-01 00:45:00,BZN|BE,8743.66
196,2025-03-01 01:00:00,BZN|BE,8654.77
197,2025-03-01 01:15:00,BZN|BE,8583.73
198,2025-03-01 01:30:00,BZN|BE,8557.5
199,2025-03-01 01:45:00,BZN|BE,8470.97
200,2025-03-01 02:00:00,BZN|BE,8334.26
201,2025-03-01 02:15:00,BZN|BE,8306.2
202,2025-03-01 02:30:00,BZN|BE,8329.72
203,2025-03-01 02:45:00,BZN|BE,8323.28
204,2025-03-01 03:00:00,BZN|BE,8224.44
205,2025-03-01 03:15:00,BZN|BE,8270.42
206,2025-03-01 03:30:00,BZN|BE,8252.81
207,2025-03-01 03:45:00,BZN|BE,8250.03
208,2025-03-01 04:00:00,BZN|BE,8280.79
209,2025-03-01 04:15:00,BZN|BE,8238.69
210,2025-03-01 04:30:00,BZN|BE,8276.66
211,2025-03-01 04:45:00,BZN|BE,8335.0
212,2025-03-01 05:00:00,BZN|BE,8417.46
213,2025-03-01 05:15:00,BZN|BE,8390.54
214,2025-03-01 05:30:00,BZN|BE,8611.69
215,2025-03-01 05:45:00,BZN|BE,8717.67
216,2025-03-01 06:00:00,BZN|BE,9111.04
217,2025-03-01 06:15:00,BZN|BE,9252.32
218,2025-03-01 06:30:00,BZN|BE,9350.17
219,2025-03-01 06:45:00,BZN|BE,9527.0
220,2025-03-01 07:00:00,BZN|BE,9745.08
221,2025-03-01 07:15:00,BZN|BE,9846.82
222,2025-03-01 07:30:00,BZN|BE,9952.78
223,2025-03-01 07:45:00,BZN|BE,10079.45
224,2025-03-01 08:00:00,BZN|BE,10502.78
225,2025-03-01 08:15:00,BZN|BE,10623.11
226,2025-03-01 08:30:00,BZN|BE,10693.6
227,2025-03-01 08:45:00,BZN|BE,10687.54
228,2025-03-01 09:00:00,BZN|BE,10768.71
229,2025-03-01 09:15:00,BZN|BE,10998.42
230,2025-03-01 09:30:00,BZN|BE,11296.32
231,2025-03-01 09:45:00,BZN|BE,11556.75
232,2025-03-01 10:00:00,BZN|BE,11466.84
233,2025-03-01 10:15:00,BZN|BE,11588.26
234,2025-03-01 10:30:00,BZN|BE,11732.72
235,2025-03-01 10:45:00,BZN|BE,11875.02
236,2025-03-01 11:00:00,BZN|BE,11848.62
237,2025-03-01 11:15:00,BZN|BE,12063.94
238,2025-03-01 11:30:00,BZN|BE,12232.09
239,2025-03-01 11:45:00,BZN|BE,12225.19
240,2025-03-01 12:00:00,BZN|BE,12105.66
241,2025-03-01 12:15:00,BZN|BE,11917.15
242,2025-03-01 12:30:00,BZN|BE,11787.63
243,2025-03-01 12:45:00,BZN|BE,11545.08
244,2025-03-01 13:00:00,BZN|BE,11408.7
245,2025-03-01 13:15:00,BZN|BE,11176.95
246,2025-03-01 13:30:00,BZN|BE,11050.41
247,2025-03-01 13:45:00,BZN|BE,10984.52
248,2025-03-01 14:00:00,BZN|BE,11021.84
249,2025-03-01 14:15:00,BZN|BE,10771.73
250,2025-03-01 14:30:00,BZN|BE,10679.09
251,2025-03-01 14:45:00,BZN|BE,10650.31
252,2025-03-01 15:00:00,BZN|BE,10850.62
253,2025-03-01 15:15:00,BZN|BE,10816.78
254,2025-03-01 15:30:00,BZN|BE,10806.14
255,2025-03-01 15:45:00,BZN|BE,10795.94
256,2025-03-01 16:00:00,BZN|BE,10805.34
257,2025-03-01 16:15:00,BZN|BE,10757.36
258,2025-03-01 16:30:00,BZN|BE,10861.98
259,2025-03-01 16:45:00,BZN|BE,10894.86
260,2025-03-01 17:00:00,BZN|BE,11156.61
261,2025-03-01 17:15:00,BZN|BE,11300.28
262,2025-03-01 17:30:00,BZN|BE,11365.35
263,2025-03-01 17:45:00,BZN|BE,11256.45
264,2025-03-01 18:00:00,BZN|BE,11278.76
265,2025-03-01 18:15:00,BZN|BE,11270.66
266,2025-03-01 18:30:00,BZN|BE,11199.92
267,2025-03-01 18:45:00,BZN|BE,11188.55
268,2025-03-01 19:00:00,BZN|BE,10949.08
269,2025-03-01 19:15:00,BZN|BE,10838.57
270,2025-03-01 19:30:00,BZN|BE,10803.72
271,2025-03-01 19:45:00,BZN|BE,10694.55
272,2025-03-01 20:00:00,BZN|BE,10516.83
273,2025-03-01 20:15:00,BZN|BE,10378.35
274,2025-03-01 20:30:00,BZN|BE,10227.09
275,2025-03-01 20:45:00,BZN|BE,10143.17
276,2025-03-01 21:00:00,BZN|BE,10028.27
277,2025-03-01 21:15:00,BZN|BE,9912.13
278,2025-03-01 21:30:00,BZN|BE,9810.77
279,2025-03-01 21:45:00,BZN|BE,9749.68
280,2025-03-01 22:00:00,BZN|BE,9768.37
281,2025-03-01 22:15:00,BZN|BE,9710.85
282,2025-03-01 22:30:00,BZN|BE,9714.55
283,2025-03-01 22:45:00,BZN|BE,9665.51
284,2025-03-01 23:00:00,BZN|BE,9770.85
285,2025-03-01 23:15:00,BZN|BE,9652.79
286,2025-03-01 23:30:00,BZN|BE,9530.48
287,2025-03-01 23:45:00,BZN|BE,9390.83
288,2025-04-01 00:00:00,BZN|BE,9441.65
289,2025-04-01 00:15:00,BZN|BE,9376.05
290,2025-04-01 00:30:00,BZN|BE,9273.82
291,2025-04-01 00:45:00,BZN|BE,9285.25
292,2025-04-01 01:00:00,BZN|BE,9170.73
293,2025-04-01 01:15:00,BZN|BE,8998.42
294,2025-04-01 01:30:00,BZN|BE,8881.91
295,2025-04-01 01:45:00,BZN|BE,8769.27
296,2025-04-01 02:00:00,BZN|BE,8608.15
297,2025-04-01 02:15:00,BZN|BE,8561.74
298,2025-04-01 02:30:00,BZN|BE,8531.06
299,2025-04-01 02:45:00,BZN|BE,8475.31
300,2025-04-01 03:00:00,BZN|BE,8389.62
301,2025-04-01 03:15:00,BZN|BE,8392.85
302,2025-04-01 03:30:00,BZN|BE,8335.07
303,2025-04-01 03:45:00,BZN|BE,8370.38
304,2025-04-01 04:00:00,BZN|BE,8251.28
305,2025-04-01 04:15:00,BZN|BE,8282.46
306,2025-04-01 04:30:00,BZN|BE,8282.03
307,2025-04-01 04:45:00,BZN|BE,8291.31
308,2025-04-01 05:00:00,BZN|BE,8263.87
309,2025-04-01 05:15:00,BZN|BE,8243.01
310,2025-04-01 05:30:00,BZN|BE,8310.68
311,2025-04-01 05:45:00,BZN|BE,8363.61
312,2025-04-01 06:00:00,BZN|BE,8508.43
313,2025-04-01 06:15:00,BZN|BE,8541.85
314,2025-04-01 06:30:00,BZN|BE,8602.39
315,2025-04-01 06:45:00,BZN|BE,8685.8
316,2025-04-01 07:00:00,BZN|BE,8764.19
317,2025-04-01 07:15:00,BZN|BE,8838.26
318,2025-04-01 07:30:00,BZN|BE,9056.9
319,2025-04-01 07:45:00,BZN|BE,9138.54
320,2025-04-01 08:00:00,BZN|BE,9324.18
321,2025-04-01 08:15:00,BZN|BE,9540.54
322,2025-04-01 08:30:00,BZN|BE,9629.35
323,2025-04-01 08:45:00,BZN|BE,9706.49
324,2025-04-01 09:00:00,BZN|BE,9880.55
325,2025-04-01 09:15:00,BZN|BE,9882.21
326,2025-04-01 09:30:00,BZN|BE,10054.84
327,2025-04-01 09:45:00,BZN|BE,10232.96
328,2025-04-01 10:00:00,BZN|BE,10305.01
329,2025-04-01 10:15:00,BZN|BE,10282.58
330,2025-04-01 10:30:00,BZN|BE,10325.93
331,2025-04-01 10:45:00,BZN|BE,10438.02
332,2025-04-01 11:00:00,BZN|BE,10449.24
333,2025-04-01 11:15:00,BZN|BE,10676.49
334,2025-04-01 11:30:00,BZN|BE,10689.47
335,2025-04-01 11:45:00,BZN|BE,10766.39
336,2025-04-01 12:00:00,BZN|BE,10700.38
337,2025-04-01 12:15:00,BZN|BE,10634.89
338,2025-04-01 12:30:00,BZN|BE,10590.82
339,2025-04-01 12:45:00,BZN|BE,10592.6
340,2025-04-01 13:00:00,BZN|BE,10449.18
341,2025-04-01 13:15:00,BZN|BE,10398.7
342,2025-04-01 13:30:00,BZN|BE,10365.19
343,2025-04-01 13:45:00,BZN|BE,10332.17
344,2025-04-01 14:00:00,BZN|BE,10289.55
345,2025-04-01 14:15:00,BZN|BE,10316.27
346,2025-04-01 14:30:00,BZN|BE,10242.34
347,2025-04-01 14:45:00,BZN|BE,10135.47
348,2025-04-01 15:00:00,BZN|BE,10155.79
349,2025-04-01 15:15:00,BZN|BE,10169.62
350,2025-04-01 15:30:00,BZN|BE,10194.07
351,2025-04-01 15:45:00,BZN|BE,10219.96
352,2025-04-01 16:00:00,BZN|BE,10252.4
353,2025-04-01 16:15:00,BZN|BE,10254.45
354,2025-04-01 16:30:00,BZN|BE,10374.05
355,2025-04-01 16:45:00,BZN|BE,10579.14
356,2025-04-01 17:00:00,BZN|BE,10747.03
357,2025-04-01 17:15:00,BZN|BE,10737.28
358,2025-04-01 17:30:00,BZN|BE,10840.01
359,2025-04-01 17:45:00,BZN|BE,10965.04
360,2025-04-01 18:00:00,BZN|BE,10938.81
361,2025-04-01 18:15:00,BZN|BE,10932.88
362,2025-04-01 18:30:00,BZN|BE,10922.51
363,2025-04-01 18:45:00,BZN|BE,10882.87
364,2025-04-01 19:00:00,BZN|BE,10783.15
365,2025-04-01 19:15:00,BZN|BE,10644.88
366,2025-04-01 19:30:00,BZN|BE,10498.77
367,2025-04-01 19:45:00,BZN|BE,10304.42
368,2025-04-01 20:00:00,BZN|BE,10167.97
369,2025-04-01 20:15:00,BZN|BE,9994.92
370,2025-04-01 20:30:00,BZN|BE,9944.81
371,2025-04-01 20:45:00,BZN|BE,9755.99
372,2025-04-01 21:00:00,BZN|BE,9615.59
373,2025-04-01 21:15:00,BZN|BE,9585.21
374,2025-04-01 21:30:00,BZN|BE,9501.3
375,2025-04-01 21:45:00,BZN|BE,9312.23
376,2025-04-01 22:00:00,BZN|BE,9495.51
377,2025-04-01 22:15:00,BZN|BE,9476.77
378,2025-04-01 22:30:00,BZN|BE,9406.49
379,2025-04-01 22:45:00,BZN|BE,9359.47
380,2025-04-01 23:00:00,BZN|BE,9355.56
381,2025-04-01 23:15:00,BZN|BE,9345.18
382,2025-04-01 23:30:00,BZN|BE,9236.4
383,2025-04-01 23:45:00,BZN|BE,9231.06
384,2025-05-01 00:00:00,BZN|BE,9015.54
385,2025-05-01 00:15:00,BZN|BE,8819.82
386,2025-05-01 00:30:00,BZN|BE,8800.07
387,2025-05-01 00:45:00,BZN|BE,8766.21
388,2025-05-01 01:00:00,BZN|BE,8611.61
389,2025-05-01 01:15:00,BZN|BE,8556.89
390,2025-05-01 01:30:00,BZN|BE,8386.02
391,2025-05-01 01:45:00,BZN|BE,8272.43
392,2025-05-01 02:00:00,BZN|BE,8294.51
393,2025-05-01 02:15:00,BZN|BE,8160.22
394,2025-05-01 02:30:00,BZN|BE,8191.36
395,2025-05-01 02:45:00,BZN|BE,8187.77
396,2025-05-01 03:00:00,BZN|BE,8166.25
397,2025-05-01 03:15:00,BZN|BE,8156.07
398,2025-05-01 03:30:00,BZN|BE,8171.22
399,2025-05-01 03:45:00,BZN|BE,8163.0
400,2025-05-01 04:00:00,BZN|BE,8202.09
401,2025-05-01 04:15:00,BZN|BE,8162.32
402,2025-05-01 04:30:00,BZN|BE,8126.66
403,2025-05-01 04:45:00,BZN|BE,8079.44
404,2025-05-01 05:00:00,BZN|BE,8249.26
405,2025-05-01 05:15:00,BZN|BE,8198.77
406,2025-05-01 05:30:00,BZN|BE,8224.47
407,2025-05-01 05:45:00,BZN|BE,8278.72
408,2025-05-01 06:00:00,BZN|BE,8388.35
409,2025-05-01 06:15:00,BZN|BE,8543.81
410,2025-05-01 06:30:00,BZN|BE,8567.0
411,2025-05-01 06:45:00,BZN|BE,8607.4
412,2025-05-01 07:00:00,BZN|BE,8801.75
413,2025-05-01 07:15:00,BZN|BE,8655.17
414,2025-05-01 07:30:00,BZN|BE,8804.88
415,2025-05-01 07:45:00,BZN|BE,8825.87
416,2025-05-01 08:00:00,BZN|BE,9043.5
417,2025-05-01 08:15:00,BZN|BE,9111.26
418,2025-05-01 08:30:00,BZN|BE,9211.26
419,2025-05-01 08:45:00,BZN|BE,9324.59
420,2025-05-01 09:00:00,BZN|BE,9362.7
421,2025-05-01 09:15:00,BZN|BE,9495.74
422,2025-05-01 09:30:00,BZN|BE,9682.1
423,2025-05-01 09:45:00,BZN|BE,9706.0
424,2025-05-01 10:00:00,BZN|BE,9835.02
425,2025-05-01 10:15:00,BZN|BE,9911.41
426,2025-05-01 10:30:00,BZN|BE,9982.59
427,2025-05-01 10:45:00,BZN|BE,10108.74
428,2025-05-01 11:00:00,BZN|BE,10407.09
429,2025-05-01 11:15:00,BZN|BE,10400.07
430,2025-05-01 11:30:00,BZN|BE,10461.35
431,2025-05-01 11:45:00,BZN|BE,10490.63
432,2025-05-01 12:00:00,BZN|BE,10301.19
433,2025-05-01 12:15:00,BZN|BE,10346.54
434,2025-05-01 12:30:00,BZN|BE,10277.92
435,2025-05-01 12:45:00,BZN|BE,10205.54
436,2025-05-01 13:00:00,BZN|BE,10052.37
437,2025-05-01 13:15:00,BZN|BE,9953.89
438,2025-05-01 13:30:00,BZN|BE,10004.62
439,2025-05-01 13:45:00,BZN|BE,9926.17
440,2025-05-01 14:00:00,BZN|BE,9794.32
441,2025-05-01 14:15:00,BZN|BE,9747.16
442,2025-05-01 14:30:00,BZN|BE,9755.44
443,2025-05-01 14:45:00,BZN|BE,9693.29
444,2025-05-01 15:00:00,BZN|BE,9721.43
445,2025-05-01 15:15:00,BZN|BE,9708.78
446,2025-05-01 15:30:00,BZN|BE,9646.28
447,2025-05-01 15:45:00,BZN|BE,9609.05
448,2025-05-01 16:00:00,BZN|BE,9569.39
449,2025-05-01 16:15:00,BZN|BE,9634.98
450,2025-05-01 16:30:00,BZN|BE,9726.25
451,2025-05-01 16:45:00,BZN|BE,9852.71
452,2025-05-01 17:00:00,BZN|BE,10092.12
453,2025-05-01 17:15:00,BZN|BE,10121.18
454,2025-05-01 17:30:00,BZN|BE,10183.65
455,2025-05-01 17:45:00,BZN|BE,10298.08
456,2025-05-01 18:00:00,BZN|BE,10434.35
457,2025-05-01 18:15:00,BZN|BE,10447.27
458,2025-05-01 18:30:00,BZN|BE,10474.02
459,2025-05-01 18:45:00,BZN|BE,10414.3
460,2025-05-01 19:00:00,BZN|BE,10340.16
461,2025-05-01 19:15:00,BZN|BE,10300.16
462,2025-05-01 19:30:00,BZN|BE,10265.45
463,2025-05-01 19:45:00,BZN|BE,10153.72
464,2025-05-01 20:00:00,BZN|BE,9935.22
465,2025-05-01 20:15:00,BZN|BE,9914.64
466,2025-05-01 20:30:00,BZN|BE,9749.92
467,2025-05-01 20:45:00,BZN|BE,9644.46
468,2025-05-01 21:00:00,BZN|BE,9468.46
469,2025-05-01 21:15:00,BZN|BE,9352.18
470,2025-05-01 21:30:00,BZN|BE,9288.87
471,2025-05-01 21:45:00,BZN|BE,9230.96
472,2025-05-01 22:00:00,BZN|BE,9074.33
473,2025-05-01 22:15:00,BZN|BE,9068.61
474,2025-05-01 22:30:00,BZN|BE,8974.55
475,2025-05-01 22:45:00,BZN|BE,8913.68
476,2025-05-01 23:00:00,BZN|BE,8871.91
477,2025-05-01 23:15:00,BZN|BE,8827.43
478,2025-05-01 23:30:00,BZN|BE,8732.42
479,2025-05-01 23:45:00,BZN|BE,8601.1
480,2025-06-01 00:00:00,BZN|BE,8362.55
481,2025-06-01 00:15:00,BZN|BE,8277.74
482,2025-06-01 00:30:00,BZN|BE,8112.06
483,2025-06-01 00:45:00,BZN|BE,8066.57
484,2025-06-01 01:00:00,BZN|BE,7913.2
485,2025-06-01 01:15:00,BZN|BE,7860.56
486,2025-06-01 01:30:00,BZN|BE,7740.41
487,2025-06-01 01:45:00,BZN|BE,7704.31
488,2025-06-01 02:00:00,BZN|BE,7710.73
489,2025-06-01 02:15:00,BZN|BE,7649.43
490,2025-06-01 02:30:00,BZN|BE,7586.41
491,2025-06-01 02:45:00,BZN|BE,7573.59
492,2025-06-01 03:00:00,BZN|BE,7612.69
493,2025-06-01 03:15:00,BZN|BE,7596.58
494,2025-06-01 03:30:00,BZN|BE,7554.82
495,2025-06-01 03:45:00,BZN|BE,7453.45
496,2025-06-01 04:00:00,BZN|BE,7528.51
497,2025-06-01 04:15:00,BZN|BE,7562.02
498,2025-06-01 04:30:00,BZN|BE,7574.09
499,2025-06-01 04:45:00,BZN|BE,7644.91
500,2025-06-01 05:00:00,BZN|BE,7835.65
501,2025-06-01 05:15:00,BZN|BE,7881.44
502,2025-06-01 05:30:00,BZN|BE,8064.64
503,2025-06-01 05:45:00,BZN|BE,8183.27
504,2025-06-01 06:00:00,BZN|BE,8620.61
505,2025-06-01 06:15:00,BZN|BE,8927.84
506,2025-06-01 06:30:00,BZN|BE,9195.9
507,2025-06-01 06:45:00,BZN|BE,9396.05
508,2025-06-01 07:00:00,BZN|BE,9797.56
509,2025-06-01 07:15:00,BZN|BE,10032.53
510,2025-06-01 07:30:00,BZN|BE,10324.71
511,2025-06-01 07:45:00,BZN|BE,10472.29
512,2025-06-01 08:00:00,BZN|BE,10805.3
513,2025-06-01 08:15:00,BZN|BE,10953.78
514,2025-06-01 08:30:00,BZN|BE,11085.49
515,2025-06-01 08:45:00,BZN|BE,11173.21
516,2025-06-01 09:00:00,BZN|BE,11228.39
