,MTU (CET/CEST),Area,Actual Total Load (MW),Day-ahead Total Load Forecast (MW)
0,2025-01-01 00:00:00,BZN|FR,64520.63,64000.0
1,2025-01-01 00:15:00,BZN|FR,63716.07,63350.0
2,2025-01-01 00:30:00,BZN|FR,62503.17,62700.0
3,2025-01-01 00:45:00,BZN|FR,61490.91,61900.0
4,2025-01-01 01:00:00,BZN|FR,61780.02,61100.0
5,2025-01-01 01:15:00,BZN|FR,61542.76,61350.0
6,2025-01-01 01:30:00,BZN|FR,61594.48,61600.0
7,2025-01-01 01:45:00,BZN|FR,61084.92,61450.0
8,2025-01-01 02:00:00,BZN|FR,61409.19,61300.0
9,2025-01-01 02:15:00,BZN|FR,60750.84,60500.0
10,2025-01-01 02:30:00,BZN|FR,60067.84,59700.0
11,2025-01-01 02:45:00,BZN|FR,59267.35,58750.0
12,2025-01-01 03:00:00,BZN|FR,58795.53,57800.0
13,2025-01-01 03:15:00,BZN|FR,58179.02,57100.0
14,2025-01-01 03:30:00,BZN|FR,57657.17,56400.0
15,2025-01-01 03:45:00,BZN|FR,56876.29,55800.0
16,2025-01-01 04:00:00,BZN|FR,56698.14,55200.0
17,2025-01-01 04:15:00,BZN|FR,56239.97,54700.0
18,2025-01-01 04:30:00,BZN|FR,55908.34,54200.0
19,2025-01-01 04:45:00,BZN|FR,55610.57,54100.0
20,2025-01-01 05:00:00,BZN|FR,56088.9,54000.0
21,2025-01-01 05:15:00,BZN|FR,55820.61,53900.0
22,2025-01-01 05:30:00,BZN|FR,55819.18,53800.0
23,2025-01-01 05:45:00,BZN|FR,55712.84,53650.0
24,2025-01-01 06:00:00,BZN|FR,56391.92,53500.0
25,2025-01-01 06:15:00,BZN|FR,56439.86,53800.0
26,2025-01-01 06:30:00,BZN|FR,56568.7,54100.0
27,2025-01-01 06:45:00,BZN|FR,56700.5,54100.0
28,2025-01-01 07:00:00,BZN|FR,56883.97,54100.0
29,2025-01-01 07:15:00,BZN|FR,57023.86,54200.0
30,2025-01-01 07:30:00,BZN|FR,57005.2,54300.0
31,2025-01-01 07:45:00,BZN|FR,57187.57,54350.0
32,2025-01-01 08:00:00,BZN|FR,57114.11,54400.0
33,2025-01-01 08:15:00,BZN|FR,57232.05,54250.0
34,2025-01-01 08:30:00,BZN|FR,57312.93,54100.0
35,2025-01-01 08:45:00,BZN|FR,57282.88,54150.0
36,2025-01-01 09:00:00,BZN|FR,57232.74,54200.0
37,2025-01-01 09:15:00,BZN|FR,57628.69,54550.0
38,2025-01-01 09:30:00,BZN|FR,58054.73,54900.0
39,2025-01-01 09:45:00,BZN|FR,58319.69,55250.0
40,2025-01-01 10:00:00,BZN|FR,58527.26,55600.0
41,2025-01-01 10:15:00,BZN|FR,58801.58,56050.0
42,2025-01-01 10:30:00,BZN|FR,59161.11,56500.0
43,2025-01-01 10:45:00,BZN|FR,59352.27,56900.0
44,2025-01-01 11:00:00,BZN|FR,59768.98,57300.0
45,2025-01-01 11:15:00,BZN|FR,60026.39,57600.0
46,2025-01-01 11:30:00,BZN|FR,60188.27,57900.0
47,2025-01-01 11:45:00,BZN|FR,60490.98,58800.0
48,2025-01-01 12:00:00,BZN|FR,61068.51,59700.0
49,2025-01-01 12:15:00,BZN|FR,60530.67,59550.0
50,2025-01-01 12:30:00,BZN|FR,61575.22,59400.0
51,2025-01-01 12:45:00,BZN|FR,61332.23,60000.0
52,2025-01-01 13:00:00,BZN|FR,60866.5,60600.0
53,2025-01-01 13:15:00,BZN|FR,60021.73,59650.0
54,2025-01-01 13:30:00,BZN|FR,59330.08,58700.0
55,2025-01-01 13:45:00,BZN|FR,58467.92,58200.0
56,2025-01-01 14:00:00,BZN|FR,58085.09,57700.0
57,2025-01-01 14:15:00,BZN|FR,57259.36,57400.0
58,2025-01-01 14:30:00,BZN|FR,56733.42,57100.0
59,2025-01-01 14:45:00,BZN|FR,56304.25,56450.0
60,2025-01-01 15:00:00,BZN|FR,56335.25,55800.0
61,2025-01-01 15:15:00,BZN|FR,55955.5,55500.0
62,2025-01-01 15:30:00,BZN|FR,55498.9,55200.0
63,2025-01-01 15:45:00,BZN|FR,55226.46,54900.0
64,2025-01-01 16:00:00,BZN|FR,55272.36,54600.0
65,2025-01-01 16:15:00,BZN|FR,55417.2,54700.0
66,2025-01-01 16:30:00,BZN|FR,55700.3,54800.0
67,2025-01-01 16:45:00,BZN|FR,56060.64,55350.0
68,2025-01-01 17:00:00,BZN|FR,57009.54,55900.0
69,2025-01-01 17:15:00,BZN|FR,58139.53,57050.0
70,2025-01-01 17:30:00,BZN|FR,59307.89,58200.0
71,2025-01-01 17:45:00,BZN|FR,60250.16,59050.0
72,2025-01-01 18:00:00,BZN|FR,61025.37,59900.0
73,2025-01-01 18:15:00,BZN|FR,61572.79,60600.0
74,2025-01-01 18:30:00,BZN|FR,62174.69,61300.0
75,2025-01-01 18:45:00,BZN|FR,62694.73,61900.0
76,2025-01-01 19:00:00,BZN|FR,63154.74,62500.0
77,2025-01-01 19:15:00,BZN|FR,63189.47,62350.0
78,2025-01-01 19:30:00,BZN|FR,62931.16,62200.0
79,2025-01-01 19:45:00,BZN|FR,62520.25,61800.0
80,2025-01-01 20:00:00,BZN|FR,62029.89,61400.0
81,2025-01-01 20:15:00,BZN|FR,61366.98,60800.0
82,2025-01-01 20:30:00,BZN|FR,60746.59,60200.0
83,2025-01-01 20:45:00,BZN|FR,60157.16,59750.0
84,2025-01-01 21:00:00,BZN|FR,59910.5,59300.0
85,2025-01-01 21:15:00,BZN|FR,59323.59,58700.0
86,2025-01-01 21:30:00,BZN|FR,58839.94,58100.0
87,2025-01-01 21:45:00,BZN|FR,58242.44,57650.0
88,2025-01-01 22:00:00,BZN|FR,59416.87,57200.0
89,2025-01-01 22:15:00,BZN|FR,59297.61,57800.0
90,2025-01-01 22:30:00,BZN|FR,60778.69,58400.0
91,2025-01-01 22:45:00,BZN|FR,60496.12,59200.0
92,2025-01-01 23:00:00,BZN|FR,60263.14,60000.0
93,2025-01-01 23:15:00,BZN|FR,59388.67,59600.0
94,2025-01-01 23:30:00,BZN|FR,59831.95,59200.0
95,2025-01-01 23:45:00,BZN|FR,59136.57,59600.0
96,2025-02-01 00:00:00,BZN|FR,59004.24,60000.0
97,2025-02-01 00:15:00,BZN|FR,58068.64,59150.0
98,2025-02-01 00:30:00,BZN|FR,56495.09,58300.0
99,2025-02-01 00:45:00,BZN|FR,55366.21,57450.0
100,2025-02-01 01:00:00,BZN|FR,55659.99,56600.0
101,2025-02-01 01:15:00,BZN|FR,55179.92,56850.0
102,2025-02-01 01:30:00,BZN|FR,55073.56,57100.0
103,2025-02-01 01:45:00,BZN|FR,54515.48,57050.0
104,2025-02-01 02:00:00,BZN|FR,54874.25,57000.0
105,2025-02-01 02:15:00,BZN|FR,54311.1,56400.0
106,2025-02-01 02:30:00,BZN|FR,53781.21,55800.0
107,2025-02-01 02:45:00,BZN|FR,52954.85,55100.0
108,2025-02-01 03:00:00,BZN|FR,52859.73,54400.0
109,2025-02-01 03:15:00,BZN|FR,52352.66,54000.0
110,2025-02-01 03:30:00,BZN|FR,51944.57,53600.0
111,2025-02-01 03:45:00,BZN|FR,51465.3,53300.0
112,2025-02-01 04:00:00,BZN|FR,51549.22,53000.0
113,2025-02-01 04:15:00,BZN|FR,51383.84,53000.0
114,2025-02-01 04:30:00,BZN|FR,51388.32,53000.0
115,2025-02-01 04:45:00,BZN|FR,51439.92,53400.0
116,2025-02-01 05:00:00,BZN|FR,52615.72,53800.0
117,2025-02-01 05:15:00,BZN|FR,52954.87,54500.0
118,2025-02-01 05:30:00,BZN|FR,53484.43,55200.0
119,2025-02-01 05:45:00,BZN|FR,53951.21,55900.0
120,2025-02-01 06:00:00,BZN|FR,55571.14,56600.0
121,2025-02-01 06:15:00,BZN|FR,56232.58,57750.0
122,2025-02-01 06:30:00,BZN|FR,57016.56,58900.0
123,2025-02-01 06:45:00,BZN|FR,57775.04,59750.0
124,2025-02-01 07:00:00,BZN|FR,58845.32,60600.0
125,2025-02-01 07:15:00,BZN|FR,59649.76,61650.0
126,2025-02-01 07:30:00,BZN|FR,60349.14,62700.0
127,2025-02-01 07:45:00,BZN|FR,61164.57,63650.0
128,2025-02-01 08:00:00,BZN|FR,61768.91,64600.0
129,2025-02-01 08:15:00,BZN|FR,62323.06,65150.0
130,2025-02-01 08:30:00,BZN|FR,62901.94,65700.0
131,2025-02-01 08:45:00,BZN|FR,63294.17,66100.0
132,2025-02-01 09:00:00,BZN|FR,63786.66,66500.0
133,2025-02-01 09:15:00,BZN|FR,64475.95,67200.0
134,2025-02-01 09:30:00,BZN|FR,64924.83,67900.0
135,2025-02-01 09:45:00,BZN|FR,65243.8,68250.0
136,2025-02-01 10:00:00,BZN|FR,65830.37,68600.0
137,2025-02-01 10:15:00,BZN|FR,66110.27,68950.0
138,2025-02-01 10:30:00,BZN|FR,66208.73,69300.0
139,2025-02-01 10:45:00,BZN|FR,66281.59,69550.0
140,2025-02-01 11:00:00,BZN|FR,66671.53,69800.0
141,2025-02-01 11:15:00,BZN|FR,66903.52,70150.0
142,2025-02-01 11:30:00,BZN|FR,67019.79,70500.0
143,2025-02-01 11:45:00,BZN|FR,67586.37,71100.0
144,2025-02-01 12:00:00,BZN|FR,68125.66,71700.0
145,2025-02-01 12:15:00,BZN|FR,68325.71,71550.0
146,2025-02-01 12:30:00,BZN|FR,69246.92,71400.0
147,2025-02-01 12:45:00,BZN|FR,68798.36,71700.0
148,2025-02-01 13:00:00,BZN|FR,68310.59,72000.0
149,2025-02-01 13:15:00,BZN|FR,67695.67,70900.0
150,2025-02-01 13:30:00,BZN|FR,67140.63,69800.0
151,2025-02-01 13:45:00,BZN|FR,66538.22,69450.0
152,2025-02-01 14:00:00,BZN|FR,66404.38,69100.0
153,2025-02-01 14:15:00,BZN|FR,65947.37,68850.0
154,2025-02-01 14:30:00,BZN|FR,65582.54,68600.0
155,2025-02-01 14:45:00,BZN|FR,65035.25,68100.0
156,2025-02-01 15:00:00,BZN|FR,64819.52,67600.0
157,2025-02-01 15:15:00,BZN|FR,64326.19,67300.0
158,2025-02-01 15:30:00,BZN|FR,63990.57,67000.0
159,2025-02-01 15:45:00,BZN|FR,63656.69,66750.0
160,2025-02-01 16:00:00,BZN|FR,63442.0,66500.0
161,2025-02-01 16:15:00,BZN|FR,63321.29,66400.0
162,2025-02-01 16:30:00,BZN|FR,63473.13,66300.0
163,2025-02-01 16:45:00,BZN|FR,63536.96,66550.0
164,2025-02-01 17:00:00,BZN|FR,64172.01,66800.0
165,2025-02-01 17:15:00,BZN|FR,64817.98,67900.0
166,2025-02-01 17:30:00,BZN|FR,65748.63,69000.0
167,2025-02-01 17:45:00,BZN|FR,66486.23,69650.0
168,2025-02-01 18:00:00,BZN|FR,67069.46,70300.0
169,2025-02-01 18:15:00,BZN|FR,67661.55,70850.0
170,2025-02-01 18:30:00,BZN|FR,68280.54,71400.0
171,2025-02-01 18:45:00,BZN|FR,68905.88,71900.0
172,2025-02-01 19:00:00,BZN|FR,68991.63,72400.0
173,2025-02-01 19:15:00,BZN|FR,68766.77,72100.0
174,2025-02-01 19:30:00,BZN|FR,68201.23,71800.0
175,2025-02-01 19:45:00,BZN|FR,67533.43,70850.0
176,2025-02-01 20:00:00,BZN|FR,66660.71,69900.0
177,2025-02-01 20:15:00,BZN|FR,65573.27,68900.0
178,2025-02-01 20:30:00,BZN|FR,64742.06,67900.0
179,2025-02-01 20:45:00,BZN|FR,64016.09,67050.0
180,2025-02-01 21:00:00,BZN|FR,63437.04,66200.0
181,2025-02-01 21:15:00,BZN|FR,62608.13,65450.0
182,2025-02-01 21:30:00,BZN|FR,61978.94,64700.0
183,2025-02-01 21:45:00,BZN|FR,61272.66,64100.0
184,2025-02-01 22:00:00,BZN|FR,62360.48,63500.0
185,2025-02-01 22:15:00,BZN|FR,62340.4,64250.0
186,2025-02-01 22:30:00,BZN|FR,63836.61,65000.0
187,2025-02-01 22:45:00,BZN|FR,63623.9,65850.0
188,2025-02-01 23:00:00,BZN|FR,63432.62,66700.0
189,2025-02-01 23:15:00,BZN|FR,62878.85,66450.0
190,2025-02-01 23:30:00,BZN|FR,63230.1,66200.0
191,2025-02-01 23:45:00,BZN|FR,62514.83,63600.0
192,2025-03-01 00:00:00,BZN|FR,62122.08,61000.0
193,2025-03-01 00:15:00,BZN|FR,61149.25,60500.0
194,2025-03-01 00:30:00,BZN|FR,59750.09,60000.0
195,2025-03-01 00:45:00,BZN|FR,58683.76,59000.0
196,2025-03-01 01:00:00,BZN|FR,58947.82,58000.0
197,2025-03-01 01:15:00,BZN|FR,58423.38,58200.0
198,2025-03-01 01:30:00,BZN|FR,58454.85,58400.0
199,2025-03-01 01:45:00,BZN|FR,57877.86,58350.0
200,2025-03-01 02:00:00,BZN|FR,58164.85,58300.0
201,2025-03-01 02:15:00,BZN|FR,57560.24,57800.0
202,2025-03-01 02:30:00,BZN|FR,56994.23,57300.0
203,2025-03-01 02:45:00,BZN|FR,56252.71,56650.0
204,2025-03-01 03:00:00,BZN|FR,56027.0,56000.0
205,2025-03-01 03:15:00,BZN|FR,55550.68,55800.0
206,2025-03-01 03:30:00,BZN|FR,55196.27,55600.0
207,2025-03-01 03:45:00,BZN|FR,54715.5,55300.0
208,2025-03-01 04:00:00,BZN|FR,54911.59,55000.0
209,2025-03-01 04:15:00,BZN|FR,54760.45,55000.0
210,2025-03-01 04:30:00,BZN|FR,54773.91,55000.0
211,2025-03-01 04:45:00,BZN|FR,54859.18,55650.0
212,2025-03-01 05:00:00,BZN|FR,56022.58,56300.0
213,2025-03-01 05:15:00,BZN|FR,56307.91,56950.0
214,2025-03-01 05:30:00,BZN|FR,56919.27,57600.0
215,2025-03-01 05:45:00,BZN|FR,57346.55,58400.0
216,2025-03-01 06:00:00,BZN|FR,58972.58,59200.0
217,2025-03-01 06:15:00,BZN|FR,59951.36,60400.0
218,2025-03-01 06:30:00,BZN|FR,60698.8,61600.0
219,2025-03-01 06:45:00,BZN|FR,61446.02,62600.0
220,2025-03-01 07:00:00,BZN|FR,62736.69,63600.0
221,2025-03-01 07:15:00,BZN|FR,63610.7,64650.0
222,2025-03-01 07:30:00,BZN|FR,64346.6,65700.0
223,2025-03-01 07:45:00,BZN|FR,65368.19,66800.0
224,2025-03-01 08:00:00,BZN|FR,66170.38,67900.0
225,2025-03-01 08:15:00,BZN|FR,66914.74,68450.0
226,2025-03-01 08:30:00,BZN|FR,67490.45,69000.0
227,2025-03-01 08:45:00,BZN|FR,67946.7,69400.0
228,2025-03-01 09:00:00,BZN|FR,68341.54,69800.0
229,2025-03-01 09:15:00,BZN|FR,68996.27,70400.0
230,2025-03-01 09:30:00,BZN|FR,69325.44,71000.0
231,2025-03-01 09:45:00,BZN|FR,69404.03,71300.0
232,2025-03-01 10:00:00,BZN|FR,69688.22,71600.0
233,2025-03-01 10:15:00,BZN|FR,70020.74,71900.0
234,2025-03-01 10:30:00,BZN|FR,69979.88,72200.0
235,2025-03-01 10:45:00,BZN|FR,69892.09,72100.0
236,2025-03-01 11:00:00,BZN|FR,70143.98,72000.0
237,2025-03-01 11:15:00,BZN|FR,70015.68,72200.0
238,2025-03-01 11:30:00,BZN|FR,70036.23,72400.0
239,2025-03-01 11:45:00,BZN|FR,70193.29,72700.0
240,2025-03-01 12:00:00,BZN|FR,70376.18,73000.0
241,2025-03-01 12:15:00,BZN|FR,70239.63,72850.0
242,2025-03-01 12:30:00,BZN|FR,71092.63,72700.0
243,2025-03-01 12:45:00,BZN|FR,70547.09,73250.0
244,2025-03-01 13:00:00,BZN|FR,69644.16,73800.0
245,2025-03-01 13:15:00,BZN|FR,68547.09,72450.0
246,2025-03-01 13:30:00,BZN|FR,68032.2,71100.0
247,2025-03-01 13:45:00,BZN|FR,67345.7,70600.0
248,2025-03-01 14:00:00,BZN|FR,67030.84,70100.0
249,2025-03-01 14:15:00,BZN|FR,66237.59,69850.0
250,2025-03-01 14:30:00,BZN|FR,65638.69,69600.0
251,2025-03-01 14:45:00,BZN|FR,65166.66,68850.0
252,2025-03-01 15:00:00,BZN|FR,64926.84,68100.0
253,2025-03-01 15:15:00,BZN|FR,64550.51,67800.0
254,2025-03-01 15:30:00,BZN|FR,64317.53,67500.0
255,2025-03-01 15:45:00,BZN|FR,63927.96,67250.0
256,2025-03-01 16:00:00,BZN|FR,64053.73,67000.0
257,2025-03-01 16:15:00,BZN|FR,64234.63,66900.0
258,2025-03-01 16:30:00,BZN|FR,64595.14,66800.0
259,2025-03-01 16:45:00,BZN|FR,65092.65,67500.0
260,2025-03-01 17:00:00,BZN|FR,66111.61,68200.0
261,2025-03-01 17:15:00,BZN|FR,67123.88,69400.0
262,2025-03-01 17:30:00,BZN|FR,68527.52,70600.0
263,2025-03-01 17:45:00,BZN|FR,69615.37,71600.0
264,2025-03-01 18:00:00,BZN|FR,70560.55,72600.0
265,2025-03-01 18:15:00,BZN|FR,71321.08,73300.0
266,2025-03-01 18:30:00,BZN|FR,71855.67,74000.0
267,2025-03-01 18:45:00,BZN|FR,72465.7,74450.0
268,2025-03-01 19:00:00,BZN|FR,72524.37,74900.0
269,2025-03-01 19:15:00,BZN|FR,72203.84,74450.0
270,2025-03-01 19:30:00,BZN|FR,71848.13,74000.0
271,2025-03-01 19:45:00,BZN|FR,71175.77,73200.0
272,2025-03-01 20:00:00,BZN|FR,70267.33,72400.0
273,2025-03-01 20:15:00,BZN|FR,69380.27,71800.0
274,2025-03-01 20:30:00,BZN|FR,68620.6,71200.0
275,2025-03-01 20:45:00,BZN|FR,67921.35,70000.0
276,2025-03-01 21:00:00,BZN|FR,67590.1,68800.0
277,2025-03-01 21:15:00,BZN|FR,66965.98,68150.0
278,2025-03-01 21:30:00,BZN|FR,66454.88,67500.0
279,2025-03-01 21:45:00,BZN|FR,65879.6,66850.0
280,2025-03-01 22:00:00,BZN|FR,66986.66,66200.0
281,2025-03-01 22:15:00,BZN|FR,66888.25,66800.0
282,2025-03-01 22:30:00,BZN|FR,68470.45,67400.0
283,2025-03-01 22:45:00,BZN|FR,68404.38,68300.0
284,2025-03-01 23:00:00,BZN|FR,68263.59,69200.0
285,2025-03-01 23:15:00,BZN|FR,67662.36,68750.0
286,2025-03-01 23:30:00,BZN|FR,67943.1,68300.0
287,2025-03-01 23:45:00,BZN|FR,67355.5,67250.0
288,2025-04-01 00:00:00,BZN|FR,67283.85,66200.0
289,2025-04-01 00:15:00,BZN|FR,66484.09,65350.0
290,2025-04-01 00:30:00,BZN|FR,65225.59,64500.0
291,2025-04-01 00:45:00,BZN|FR,64110.03,63400.0
292,2025-04-01 01:00:00,BZN|FR,64182.0,62300.0
293,2025-04-01 01:15:00,BZN|FR,63677.8,62450.0
294,2025-04-01 01:30:00,BZN|FR,63652.18,62600.0
295,2025-04-01 01:45:00,BZN|FR,62961.09,62400.0
296,2025-04-01 02:00:00,BZN|FR,63144.03,62200.0
297,2025-04-01 02:15:00,BZN|FR,62161.39,61600.0
298,2025-04-01 02:30:00,BZN|FR,61306.61,61000.0
299,2025-04-01 02:45:00,BZN|FR,60507.44,60200.0
300,2025-04-01 03:00:00,BZN|FR,60222.0,59400.0
301,2025-04-01 03:15:00,BZN|FR,59715.12,58800.0
302,2025-04-01 03:30:00,BZN|FR,59887.59,58200.0
303,2025-04-01 03:45:00,BZN|FR,59588.97,57800.0
304,2025-04-01 04:00:00,BZN|FR,59510.45,57400.0
305,2025-04-01 04:15:00,BZN|FR,59216.1,57300.0
306,2025-04-01 04:30:00,BZN|FR,59120.11,57200.0
307,2025-04-01 04:45:00,BZN|FR,59048.65,57150.0
308,2025-04-01 05:00:00,BZN|FR,59534.5,57100.0
309,2025-04-01 05:15:00,BZN|FR,59659.5,57700.0
310,2025-04-01 05:30:00,BZN|FR,59901.64,58300.0
311,2025-04-01 05:45:00,BZN|FR,59922.15,58600.0
312,2025-04-01 06:00:00,BZN|FR,60606.04,58900.0
313,2025-04-01 06:15:00,BZN|FR,60918.64,59600.0
314,2025-04-01 06:30:00,BZN|FR,61296.57,60300.0
315,2025-04-01 06:45:00,BZN|FR,61688.22,60900.0
316,2025-04-01 07:00:00,BZN|FR,62444.82,61500.0
317,2025-04-01 07:15:00,BZN|FR,62973.91,62100.0
318,2025-04-01 07:30:00,BZN|FR,63439.26,62700.0
319,2025-04-01 07:45:00,BZN|FR,64074.9,63450.0
320,2025-04-01 08:00:00,BZN|FR,64530.52,64200.0
321,2025-04-01 08:15:00,BZN|FR,65036.27,64750.0
322,2025-04-01 08:30:00,BZN|FR,65499.27,65300.0
323,2025-04-01 08:45:00,BZN|FR,65943.7,65800.0
324,2025-04-01 09:00:00,BZN|FR,66641.32,66300.0
325,2025-04-01 09:15:00,BZN|FR,67209.82,67150.0
326,2025-04-01 09:30:00,BZN|FR,67668.84,68000.0
327,2025-04-01 09:45:00,BZN|FR,68216.36,68300.0
328,2025-04-01 10:00:00,BZN|FR,68778.26,68600.0
329,2025-04-01 10:15:00,BZN|FR,69142.88,68900.0
330,2025-04-01 10:30:00,BZN|FR,69408.4,69200.0
331,2025-04-01 10:45:00,BZN|FR,69624.2,69300.0
332,2025-04-01 11:00:00,BZN|FR,69793.81,69400.0
333,2025-04-01 11:15:00,BZN|FR,69760.7,69300.0
334,2025-04-01 11:30:00,BZN|FR,69795.86,69200.0
335,2025-04-01 11:45:00,BZN|FR,70018.76,69750.0
336,2025-04-01 12:00:00,BZN|FR,70620.52,70300.0
337,2025-04-01 12:15:00,BZN|FR,70713.4,70050.0
338,2025-04-01 12:30:00,BZN|FR,71584.57,69800.0
339,2025-04-01 12:45:00,BZN|FR,71155.66,70450.0
340,2025-04-01 13:00:00,BZN|FR,70501.24,71100.0
341,2025-04-01 13:15:00,BZN|FR,69516.98,69750.0
342,2025-04-01 13:30:00,BZN|FR,68672.07,68400.0
343,2025-04-01 13:45:00,BZN|FR,68073.45,67800.0
344,2025-04-01 14:00:00,BZN|FR,67715.13,67200.0
345,2025-04-01 14:15:00,BZN|FR,67258.09,66900.0
346,2025-04-01 14:30:00,BZN|FR,66847.05,66600.0
347,2025-04-01 14:45:00,BZN|FR,66553.8,66050.0
348,2025-04-01 15:00:00,BZN|FR,66297.54,65500.0
349,2025-04-01 15:15:00,BZN|FR,65967.5,65150.0
350,2025-04-01 15:30:00,BZN|FR,65573.72,64800.0
351,2025-04-01 15:45:00,BZN|FR,65145.66,64400.0
352,2025-04-01 16:00:00,BZN|FR,64918.41,64000.0
353,2025-04-01 16:15:00,BZN|FR,64785.48,64000.0
354,2025-04-01 16:30:00,BZN|FR,64795.54,64000.0
355,2025-04-01 16:45:00,BZN|FR,64990.7,64300.0
356,2025-04-01 17:00:00,BZN|FR,65404.89,64600.0
357,2025-04-01 17:15:00,BZN|FR,66001.38,65600.0
358,2025-04-01 17:30:00,BZN|FR,67078.02,66600.0
359,2025-04-01 17:45:00,BZN|FR,67758.92,67550.0
360,2025-04-01 18:00:00,BZN|FR,68280.71,68500.0
361,2025-04-01 18:15:00,BZN|FR,68757.69,69000.0
362,2025-04-01 18:30:00,BZN|FR,69171.05,69500.0
363,2025-04-01 18:45:00,BZN|FR,69554.79,69900.0
364,2025-04-01 19:00:00,BZN|FR,69379.32,70300.0
365,2025-04-01 19:15:00,BZN|FR,69099.16,69900.0
366,2025-04-01 19:30:00,BZN|FR,68672.33,69500.0
367,2025-04-01 19:45:00,BZN|FR,68042.19,68750.0
368,2025-04-01 20:00:00,BZN|FR,67067.45,68000.0
369,2025-04-01 20:15:00,BZN|FR,66147.34,67150.0
370,2025-04-01 20:30:00,BZN|FR,65270.5,66300.0
371,2025-04-01 20:45:00,BZN|FR,64634.99,65550.0
372,2025-04-01 21:00:00,BZN|FR,64036.97,64800.0
373,2025-04-01 21:15:00,BZN|FR,63137.05,64000.0
374,2025-04-01 21:30:00,BZN|FR,62831.78,63200.0
375,2025-04-01 21:45:00,BZN|FR,62235.91,62900.0
376,2025-04-01 22:00:00,BZN|FR,63289.07,62600.0
377,2025-04-01 22:15:00,BZN|FR,63107.37,63000.0
378,2025-04-01 22:30:00,BZN|FR,64414.04,63400.0
379,2025-04-01 22:45:00,BZN|FR,64202.73,64200.0
380,2025-04-01 23:00:00,BZN|FR,63935.67,65000.0
381,2025-04-01 23:15:00,BZN|FR,63248.07,64400.0
382,2025-04-01 23:30:00,BZN|FR,63613.25,63800.0
383,2025-04-01 23:45:00,BZN|FR,62909.33,63900.0
384,2025-05-01 00:00:00,BZN|FR,62821.64,64000.0
385,2025-05-01 00:15:00,BZN|FR,61980.11,63100.0
386,2025-05-01 00:30:00,BZN|FR,60487.84,62200.0
387,2025-05-01 00:45:00,BZN|FR,59259.25,61050.0
388,2025-05-01 01:00:00,BZN|FR,59446.74,59900.0
389,2025-05-01 01:15:00,BZN|FR,58698.6,60050.0
390,2025-05-01 01:30:00,BZN|FR,58452.16,60200.0
391,2025-05-01 01:45:00,BZN|FR,57578.71,59900.0
392,2025-05-01 02:00:00,BZN|FR,57698.78,59600.0
393,2025-05-01 02:15:00,BZN|FR,56682.7,58700.0
394,2025-05-01 02:30:00,BZN|FR,55748.4,57800.0
395,2025-05-01 02:45:00,BZN|FR,54626.48,56850.0
396,2025-05-01 03:00:00,BZN|FR,54055.84,55900.0
397,2025-05-01 03:15:00,BZN|FR,53367.84,55300.0
398,2025-05-01 03:30:00,BZN|FR,52753.21,54700.0
399,2025-05-01 03:45:00,BZN|FR,52158.71,54100.0
400,2025-05-01 04:00:00,BZN|FR,51892.91,53500.0
401,2025-05-01 04:15:00,BZN|FR,51409.22,53150.0
402,2025-05-01 04:30:00,BZN|FR,51083.36,52800.0
403,2025-05-01 04:45:00,BZN|FR,50707.19,52550.0
404,2025-05-01 05:00:00,BZN|FR,51170.68,52300.0
405,2025-05-01 05:15:00,BZN|FR,50976.14,52550.0
406,2025-05-01 05:30:00,BZN|FR,50904.57,52800.0
407,2025-05-01 05:45:00,BZN|FR,50804.64,52850.0
408,2025-05-01 06:00:00,BZN|FR,51258.74,52900.0
409,2025-05-01 06:15:00,BZN|FR,51185.95,53200.0
410,2025-05-01 06:30:00,BZN|FR,51263.41,53500.0
411,2025-05-01 06:45:00,BZN|FR,51273.37,53800.0
412,2025-05-01 07:00:00,BZN|FR,51426.86,54100.0
413,2025-05-01 07:15:00,BZN|FR,51700.09,54350.0
414,2025-05-01 07:30:00,BZN|FR,51971.05,54600.0
415,2025-05-01 07:45:00,BZN|FR,52190.93,55050.0
416,2025-05-01 08:00:00,BZN|FR,52554.1,55500.0
417,2025-05-01 08:15:00,BZN|FR,52835.61,55650.0
418,2025-05-01 08:30:00,BZN|FR,53130.34,55800.0
419,2025-05-01 08:45:00,BZN|FR,53508.78,56200.0
420,2025-05-01 09:00:00,BZN|FR,54209.22,56600.0
421,2025-05-01 09:15:00,BZN|FR,54864.78,57200.0
422,2025-05-01 09:30:00,BZN|FR,55301.48,57800.0
423,2025-05-01 09:45:00,BZN|FR,55964.96,58150.0
424,2025-05-01 10:00:00,BZN|FR,56671.47,58500.0
425,2025-05-01 10:15:00,BZN|FR,57194.36,59000.0
426,2025-05-01 10:30:00,BZN|FR,57535.42,59500.0
427,2025-05-01 10:45:00,BZN|FR,57955.07,59750.0
428,2025-05-01 11:00:00,BZN|FR,58238.15,60000.0
429,2025-05-01 11:15:00,BZN|FR,58575.41,60250.0
430,2025-05-01 11:30:00,BZN|FR,59131.69,60500.0
431,2025-05-01 11:45:00,BZN|FR,59621.55,61100.0
432,2025-05-01 12:00:00,BZN|FR,60607.41,61700.0
433,2025-05-01 12:15:00,BZN|FR,60529.68,61450.0
434,2025-05-01 12:30:00,BZN|FR,61194.84,61200.0
435,2025-05-01 12:45:00,BZN|FR,60731.18,62200.0
