,MTU (CET/CEST),Area,Actual Total Load (MW),Day-ahead Total Load Forecast (MW)
7722,2025-03-22 10:30:00,BZN|FR,47039.9,46560.0
7723,2025-03-22 10:45:00,BZN|FR,46904.17,46730.0
7724,2025-03-22 11:00:00,BZN|FR,47087.36,46900.0
7725,2025-03-22 11:15:00,BZN|FR,47177.5,47101.5
7726,2025-03-22 11:30:00,BZN|FR,47513.85,47303.0
7727,2025-03-22 11:45:00,BZN|FR,48196.41,48302.0
7728,2025-03-22 12:00:00,BZN|FR,49334.07,49301.0
7729,2025-03-22 12:15:00,BZN|FR,49932.49,49226.5
7730,2025-03-22 12:30:00,BZN|FR,50745.69,49152.0
7731,2025-03-22 12:45:00,BZN|FR,50166.22,50104.0
7732,2025-03-22 13:00:00,BZN|FR,49359.21,51056.0
7733,2025-03-22 13:15:00,BZN|FR,48424.66,49562.0
7734,2025-03-22 13:30:00,BZN|FR,47994.45,48068.0
7735,2025-03-22 13:45:00,BZN|FR,47614.43,47722.0
7736,2025-03-22 14:00:00,BZN|FR,47152.04,47376.0
7737,2025-03-22 14:15:00,BZN|FR,46647.88,47145.0
7738,2025-03-22 14:30:00,BZN|FR,46012.67,46914.0
7739,2025-03-22 14:45:00,BZN|FR,45717.68,46277.5
7740,2025-03-22 15:00:00,BZN|FR,45723.28,45641.0
7741,2025-03-22 15:15:00,BZN|FR,45260.83,45336.5
7742,2025-03-22 15:30:00,BZN|FR,45087.42,45032.0
7743,2025-03-22 15:45:00,BZN|FR,44693.36,44740.0
7744,2025-03-22 16:00:00,BZN|FR,44695.89,44448.0
7745,2025-03-22 16:15:00,BZN|FR,44606.19,44206.0
7746,2025-03-22 16:30:00,BZN|FR,44582.11,43964.0
7747,2025-03-22 16:45:00,BZN|FR,44519.15,44123.5
7748,2025-03-22 17:00:00,BZN|FR,44487.83,44283.0
7749,2025-03-22 17:15:00,BZN|FR,44715.06,44516.0
7750,2025-03-22 17:30:00,BZN|FR,45282.28,44749.0
7751,2025-03-22 17:45:00,BZN|FR,46112.9,45463.0
7752,2025-03-22 18:00:00,BZN|FR,47153.45,46177.0
7753,2025-03-22 18:15:00,BZN|FR,48036.81,47320.0
7754,2025-03-22 18:30:00,BZN|FR,49289.05,48463.0
7755,2025-03-22 18:45:00,BZN|FR,50282.96,49466.0
7756,2025-03-22 19:00:00,BZN|FR,50980.61,50469.0
7757,2025-03-22 19:15:00,BZN|FR,51027.86,51056.5
7758,2025-03-22 19:30:00,BZN|FR,51316.46,51644.0
7759,2025-03-22 19:45:00,BZN|FR,51025.55,51259.0
7760,2025-03-22 20:00:00,BZN|FR,50404.49,50874.0
7761,2025-03-22 20:15:00,BZN|FR,49581.5,50141.0
7762,2025-03-22 20:30:00,BZN|FR,49077.01,49408.0
7763,2025-03-22 20:45:00,BZN|FR,48462.05,48814.5
7764,2025-03-22 21:00:00,BZN|FR,48121.89,48221.0
7765,2025-03-22 21:15:00,BZN|FR,47578.77,47844.5
7766,2025-03-22 21:30:00,BZN|FR,47153.74,47468.0
7767,2025-03-22 21:45:00,BZN|FR,46654.97,47116.0
7768,2025-03-22 22:00:00,BZN|FR,47832.98,46764.0
7769,2025-03-22 22:15:00,BZN|FR,47788.35,47649.5
7770,2025-03-22 22:30:00,BZN|FR,49289.22,48535.0
7771,2025-03-22 22:45:00,BZN|FR,49107.86,49313.5
7772,2025-03-22 23:00:00,BZN|FR,49180.32,50092.0
7773,2025-03-22 23:15:00,BZN|FR,48683.56,49940.5
7774,2025-03-22 23:30:00,BZN|FR,49488.12,49789.0
7775,2025-03-22 23:45:00,BZN|FR,48806.95,49451.0
7776,2025-03-23 00:00:00,BZN|FR,48864.45,49078.0
7777,2025-03-23 00:15:00,BZN|FR,48054.04,48421.5
7778,2025-03-23 00:30:00,BZN|FR,46395.15,47765.0
7779,2025-03-23 00:45:00,BZN|FR,45518.08,46816.5
7780,2025-03-23 01:00:00,BZN|FR,45466.92,45868.0
7781,2025-03-23 01:15:00,BZN|FR,44761.58,45951.0
7782,2025-03-23 01:30:00,BZN|FR,44812.24,46034.0
7783,2025-03-23 01:45:00,BZN|FR,44248.1,45669.5
7784,2025-03-23 02:00:00,BZN|FR,44531.07,45305.0
7785,2025-03-23 02:15:00,BZN|FR,43872.69,44632.5
7786,2025-03-23 02:30:00,BZN|FR,43239.44,43960.0
7787,2025-03-23 02:45:00,BZN|FR,42491.87,43260.0
7788,2025-03-23 03:00:00,BZN|FR,42127.41,42560.0
7789,2025-03-23 03:15:00,BZN|FR,41651.07,42115.5
7790,2025-03-23 03:30:00,BZN|FR,41129.83,41671.0
7791,2025-03-23 03:45:00,BZN|FR,40689.58,41312.5
7792,2025-03-23 04:00:00,BZN|FR,40444.11,40954.0
7793,2025-03-23 04:15:00,BZN|FR,40238.73,40728.0
7794,2025-03-23 04:30:00,BZN|FR,40166.5,40502.0
7795,2025-03-23 04:45:00,BZN|FR,39900.85,40263.0
7796,2025-03-23 05:00:00,BZN|FR,40363.35,40024.0
7797,2025-03-23 05:15:00,BZN|FR,40386.98,40411.0
7798,2025-03-23 05:30:00,BZN|FR,40427.75,40798.0
7799,2025-03-23 05:45:00,BZN|FR,40506.08,40983.0
7800,2025-03-23 06:00:00,BZN|FR,41196.36,41168.0
7801,2025-03-23 06:15:00,BZN|FR,41411.5,41505.5
7802,2025-03-23 06:30:00,BZN|FR,41199.52,41843.0
7803,2025-03-23 06:45:00,BZN|FR,41096.17,41652.0
7804,2025-03-23 07:00:00,BZN|FR,41461.72,41461.0
7805,2025-03-23 07:15:00,BZN|FR,41865.53,41906.5
7806,2025-03-23 07:30:00,BZN|FR,42018.03,42352.0
7807,2025-03-23 07:45:00,BZN|FR,42360.98,42442.5
7808,2025-03-23 08:00:00,BZN|FR,42729.16,42533.0
7809,2025-03-23 08:15:00,BZN|FR,43077.55,43310.0
7810,2025-03-23 08:30:00,BZN|FR,43687.3,44087.0
7811,2025-03-23 08:45:00,BZN|FR,44188.48,44635.5
7812,2025-03-23 09:00:00,BZN|FR,44646.25,45184.0
7813,2025-03-23 09:15:00,BZN|FR,45042.21,45597.5
7814,2025-03-23 09:30:00,BZN|FR,45198.19,46011.0
7815,2025-03-23 09:45:00,BZN|FR,45396.13,46322.0
7816,2025-03-23 10:00:00,BZN|FR,45808.06,46633.0
7817,2025-03-23 10:15:00,BZN|FR,46075.28,46854.0
7818,2025-03-23 10:30:00,BZN|FR,46194.11,47075.0
7819,2025-03-23 10:45:00,BZN|FR,46364.52,47421.0
7820,2025-03-23 11:00:00,BZN|FR,46854.02,47767.0
7821,2025-03-23 11:15:00,BZN|FR,47217.82,48124.5
7822,2025-03-23 11:30:00,BZN|FR,47500.22,48482.0
7823,2025-03-23 11:45:00,BZN|FR,47875.05,49581.0
7824,2025-03-23 12:00:00,BZN|FR,48568.76,50680.0
7825,2025-03-23 12:15:00,BZN|FR,48444.14,50617.5
7826,2025-03-23 12:30:00,BZN|FR,49307.41,50555.0
7827,2025-03-23 12:45:00,BZN|FR,48705.12,51299.5
7828,2025-03-23 13:00:00,BZN|FR,47902.67,52044.0
7829,2025-03-23 13:15:00,BZN|FR,47083.88,50272.0
7830,2025-03-23 13:30:00,BZN|FR,46636.39,48500.0
7831,2025-03-23 13:45:00,BZN|FR,45533.65,47788.0
7832,2025-03-23 14:00:00,BZN|FR,44891.68,47076.0
7833,2025-03-23 14:15:00,BZN|FR,44304.48,47103.0
7834,2025-03-23 14:30:00,BZN|FR,43900.85,47130.0
7835,2025-03-23 14:45:00,BZN|FR,43609.05,46340.5
7836,2025-03-23 15:00:00,BZN|FR,44047.41,45551.0
7837,2025-03-23 15:15:00,BZN|FR,43615.45,45232.0
7838,2025-03-23 15:30:00,BZN|FR,43581.82,44913.0
7839,2025-03-23 15:45:00,BZN|FR,43329.54,44512.5
7840,2025-03-23 16:00:00,BZN|FR,43243.95,44112.0
7841,2025-03-23 16:15:00,BZN|FR,43016.78,43866.0
7842,2025-03-23 16:30:00,BZN|FR,42998.73,43620.0
7843,2025-03-23 16:45:00,BZN|FR,43105.53,43858.5
7844,2025-03-23 17:00:00,BZN|FR,43656.14,44097.0
7845,2025-03-23 17:15:00,BZN|FR,44066.78,44308.0
7846,2025-03-23 17:30:00,BZN|FR,44817.12,44519.0
7847,2025-03-23 17:45:00,BZN|FR,45589.69,45275.5
7848,2025-03-23 18:00:00,BZN|FR,46658.93,46032.0
7849,2025-03-23 18:15:00,BZN|FR,47739.96,47519.0
7850,2025-03-23 18:30:00,BZN|FR,49538.58,49006.0
7851,2025-03-23 18:45:00,BZN|FR,51134.39,50212.5
7852,2025-03-23 19:00:00,BZN|FR,52216.29,51419.0
7853,2025-03-23 19:15:00,BZN|FR,52582.98,52111.5
7854,2025-03-23 19:30:00,BZN|FR,52795.59,52804.0
7855,2025-03-23 19:45:00,BZN|FR,52593.91,52526.0
7856,2025-03-23 20:00:00,BZN|FR,52236.85,52248.0
7857,2025-03-23 20:15:00,BZN|FR,51374.48,51529.5
7858,2025-03-23 20:30:00,BZN|FR,50781.02,50811.0
7859,2025-03-23 20:45:00,BZN|FR,50073.35,50270.5
7860,2025-03-23 21:00:00,BZN|FR,49855.41,49730.0
7861,2025-03-23 21:15:00,BZN|FR,49385.5,49458.0
7862,2025-03-23 21:30:00,BZN|FR,49050.93,49186.0
7863,2025-03-23 21:45:00,BZN|FR,48320.55,48711.5
7864,2025-03-23 22:00:00,BZN|FR,49297.8,48237.0
7865,2025-03-23 22:15:00,BZN|FR,49059.11,49019.0
7866,2025-03-23 22:30:00,BZN|FR,50493.71,49801.0
7867,2025-03-23 22:45:00,BZN|FR,50242.04,50490.0
7868,2025-03-23 23:00:00,BZN|FR,50353.61,51179.0
7869,2025-03-23 23:15:00,BZN|FR,49694.71,50884.0
7870,2025-03-23 23:30:00,BZN|FR,50225.71,50589.0
7871,2025-03-23 23:45:00,BZN|FR,49458.26,50207.5
7872,2025-03-24 00:00:00,BZN|FR,49709.1,49100.0
7873,2025-03-24 00:15:00,BZN|FR,48890.63,48500.0
7874,2025-03-24 00:30:00,BZN|FR,47395.98,47900.0
7875,2025-03-24 00:45:00,BZN|FR,46318.09,46850.0
7876,2025-03-24 01:00:00,BZN|FR,46585.4,45800.0
7877,2025-03-24 01:15:00,BZN|FR,46052.27,46000.0
7878,2025-03-24 01:30:00,BZN|FR,46020.01,46200.0
7879,2025-03-24 01:45:00,BZN|FR,45491.98,46100.0
7880,2025-03-24 02:00:00,BZN|FR,45811.7,46000.0
7881,2025-03-24 02:15:00,BZN|FR,45206.3,45500.0
7882,2025-03-24 02:30:00,BZN|FR,44573.39,45000.0
7883,2025-03-24 02:45:00,BZN|FR,43973.91,44600.0
7884,2025-03-24 03:00:00,BZN|FR,43802.15,44200.0
7885,2025-03-24 03:15:00,BZN|FR,43411.89,43800.0
7886,2025-03-24 03:30:00,BZN|FR,43023.43,43400.0
7887,2025-03-24 03:45:00,BZN|FR,42649.36,43100.0
7888,2025-03-24 04:00:00,BZN|FR,42897.63,42800.0
7889,2025-03-24 04:15:00,BZN|FR,42795.9,42800.0
7890,2025-03-24 04:30:00,BZN|FR,42987.08,42800.0
7891,2025-03-24 04:45:00,BZN|FR,43341.7,43650.0
7892,2025-03-24 05:00:00,BZN|FR,44774.48,44500.0
7893,2025-03-24 05:15:00,BZN|FR,45346.29,45350.0
7894,2025-03-24 05:30:00,BZN|FR,46214.13,46200.0
7895,2025-03-24 05:45:00,BZN|FR,46920.82,47500.0
7896,2025-03-24 06:00:00,BZN|FR,48925.36,48800.0
7897,2025-03-24 06:15:00,BZN|FR,49981.91,50000.0
7898,2025-03-24 06:30:00,BZN|FR,51003.12,51200.0
7899,2025-03-24 06:45:00,BZN|FR,51990.82,52650.0
7900,2025-03-24 07:00:00,BZN|FR,53358.59,54100.0
7901,2025-03-24 07:15:00,BZN|FR,54582.2,54950.0
7902,2025-03-24 07:30:00,BZN|FR,55193.84,55800.0
7903,2025-03-24 07:45:00,BZN|FR,55913.46,56250.0
7904,2025-03-24 08:00:00,BZN|FR,56564.72,56700.0
7905,2025-03-24 08:15:00,BZN|FR,56944.82,57300.0
7906,2025-03-24 08:30:00,BZN|FR,57157.57,57900.0
7907,2025-03-24 08:45:00,BZN|FR,57134.72,58050.0
7908,2025-03-24 09:00:00,BZN|FR,57186.88,58200.0
7909,2025-03-24 09:15:00,BZN|FR,57025.47,58050.0
7910,2025-03-24 09:30:00,BZN|FR,56702.47,57900.0
7911,2025-03-24 09:45:00,BZN|FR,56902.94,57750.0
7912,2025-03-24 10:00:00,BZN|FR,56753.69,57600.0
7913,2025-03-24 10:15:00,BZN|FR,56378.4,57150.0
7914,2025-03-24 10:30:00,BZN|FR,55449.0,56700.0
7915,2025-03-24 10:45:00,BZN|FR,55263.0,56600.0
7916,2025-03-24 11:00:00,BZN|FR,55296.88,56500.0
7917,2025-03-24 11:15:00,BZN|FR,55060.87,56250.0
7918,2025-03-24 11:30:00,BZN|FR,54990.23,56000.0
7919,2025-03-24 11:45:00,BZN|FR,55201.93,56450.0
7920,2025-03-24 12:00:00,BZN|FR,55480.48,56900.0
7921,2025-03-24 12:15:00,BZN|FR,55335.27,56700.0
7922,2025-03-24 12:30:00,BZN|FR,56148.32,56500.0
7923,2025-03-24 12:45:00,BZN|FR,55402.41,56800.0
7924,2025-03-24 13:00:00,BZN|FR,55132.49,57100.0
7925,2025-03-24 13:15:00,BZN|FR,54803.4,55950.0
7926,2025-03-24 13:30:00,BZN|FR,54141.43,54800.0
7927,2025-03-24 13:45:00,BZN|FR,53505.5,54400.0
7928,2025-03-24 14:00:00,BZN|FR,53255.5,54000.0
7929,2025-03-24 14:15:00,BZN|FR,52392.96,53650.0
7930,2025-03-24 14:30:00,BZN|FR,52083.77,53300.0
7931,2025-03-24 14:45:00,BZN|FR,51632.23,52900.0
7932,2025-03-24 15:00:00,BZN|FR,51342.8,52500.0
7933,2025-03-24 15:15:00,BZN|FR,51008.64,52200.0
7934,2025-03-24 15:30:00,BZN|FR,50825.94,51900.0
7935,2025-03-24 15:45:00,BZN|FR,50423.13,51300.0
7936,2025-03-24 16:00:00,BZN|FR,50293.23,50700.0
7937,2025-03-24 16:15:00,BZN|FR,50215.43,50500.0
7938,2025-03-24 16:30:00,BZN|FR,50090.21,50300.0
7939,2025-03-24 16:45:00,BZN|FR,49793.63,50250.0
7940,2025-03-24 17:00:00,BZN|FR,50059.95,50200.0
7941,2025-03-24 17:15:00,BZN|FR,50114.13,50400.0
7942,2025-03-24 17:30:00,BZN|FR,50271.73,50600.0
7943,2025-03-24 17:45:00,BZN|FR,50832.61,51500.0
7944,2025-03-24 18:00:00,BZN|FR,51805.19,52400.0
7945,2025-03-24 18:15:00,BZN|FR,53105.37,54100.0
7946,2025-03-24 18:30:00,BZN|FR,54692.32,55800.0
7947,2025-03-24 18:45:00,BZN|FR,56523.04,56800.0
7948,2025-03-24 19:00:00,BZN|FR,57650.52,57800.0
7949,2025-03-24 19:15:00,BZN|FR,57659.58,58100.0
7950,2025-03-24 19:30:00,BZN|FR,57564.45,58400.0
7951,2025-03-24 19:45:00,BZN|FR,56968.63,57650.0
7952,2025-03-24 20:00:00,BZN|FR,56214.96,56900.0
7953,2025-03-24 20:15:00,BZN|FR,55064.59,55950.0
7954,2025-03-24 20:30:00,BZN|FR,54063.48,55000.0
7955,2025-03-24 20:45:00,BZN|FR,53219.23,54250.0
7956,2025-03-24 21:00:00,BZN|FR,52603.36,53500.0
7957,2025-03-24 21:15:00,BZN|FR,51746.85,52850.0
7958,2025-03-24 21:30:00,BZN|FR,51365.66,52200.0
7959,2025-03-24 21:45:00,BZN|FR,50638.71,51600.0
7960,2025-03-24 22:00:00,BZN|FR,51464.01,51000.0
7961,2025-03-24 22:15:00,BZN|FR,51143.11,51900.0
7962,2025-03-24 22:30:00,BZN|FR,52672.41,52800.0
7963,2025-03-24 22:45:00,BZN|FR,52589.47,53300.0
7964,2025-03-24 23:00:00,BZN|FR,52630.89,53800.0
7965,2025-03-24 23:15:00,BZN|FR,51800.42,53500.0
7966,2025-03-24 23:30:00,BZN|FR,52128.55,53200.0
7967,2025-03-24 23:45:00,BZN|FR,51337.89,52650.0
7968,2025-03-25 00:00:00,BZN|FR,51355.61,52100.0
7969,2025-03-25 00:15:00,BZN|FR,50463.19,51250.0
7970,2025-03-25 00:30:00,BZN|FR,49064.34,50400.0
7971,2025-03-25 00:45:00,BZN|FR,48091.68,49450.0
7972,2025-03-25 01:00:00,BZN|FR,48187.73,48500.0
7973,2025-03-25 01:15:00,BZN|FR,47549.98,48650.0
7974,2025-03-25 01:30:00,BZN|FR,47541.17,48800.0
7975,2025-03-25 01:45:00,BZN|FR,47068.04,48550.0
7976,2025-03-25 02:00:00,BZN|FR,47386.77,48300.0
7977,2025-03-25 02:15:00,BZN|FR,46805.15,47800.0
7978,2025-03-25 02:30:00,BZN|FR,46249.22,47300.0
7979,2025-03-25 02:45:00,BZN|FR,45480.81,46750.0
7980,2025-03-25 03:00:00,BZN|FR,45418.9,46200.0
7981,2025-03-25 03:15:00,BZN|FR,44878.6,45850.0
7982,2025-03-25 03:30:00,BZN|FR,44518.8,45500.0
7983,2025-03-25 03:45:00,BZN|FR,44317.85,45200.0
7984,2025-03-25 04:00:00,BZN|FR,44624.16,44900.0
7985,2025-03-25 04:15:00,BZN|FR,44378.34,44900.0
7986,2025-03-25 04:30:00,BZN|FR,44479.39,44900.0
7987,2025-03-25 04:45:00,BZN|FR,44744.95,45450.0
7988,2025-03-25 05:00:00,BZN|FR,46017.32,46000.0
7989,2025-03-25 05:15:00,BZN|FR,46603.79,46700.0
7990,2025-03-25 05:30:00,BZN|FR,47471.68,47400.0
7991,2025-03-25 05:45:00,BZN|FR,48306.01,48500.0
7992,2025-03-25 06:00:00,BZN|FR,50344.49,49600.0
7993,2025-03-25 06:15:00,BZN|FR,51463.8,51000.0
7994,2025-03-25 06:30:00,BZN|FR,52338.49,52400.0
7995,2025-03-25 06:45:00,BZN|FR,53445.69,53600.0
7996,2025-03-25 07:00:00,BZN|FR,54861.98,54800.0
7997,2025-03-25 07:15:00,BZN|FR,56332.45,55700.0
7998,2025-03-25 07:30:00,BZN|FR,56892.74,56600.0
7999,2025-03-25 07:45:00,BZN|FR,57590.36,57000.0
8000,2025-03-25 08:00:00,BZN|FR,57945.65,57400.0
8001,2025-03-25 08:15:00,BZN|FR,58426.05,57650.0
8002,2025-03-25 08:30:00,BZN|FR,58689.09,57900.0
8003,2025-03-25 08:45:00,BZN|FR,58867.76,58000.0
8004,2025-03-25 09:00:00,BZN|FR,58755.09,58100.0
8005,2025-03-25 09:15:00,BZN|FR,58623.41,57850.0
8006,2025-03-25 09:30:00,BZN|FR,58421.26,57600.0
8007,2025-03-25 09:45:00,BZN|FR,58271.87,57200.0
8008,2025-03-25 10:00:00,BZN|FR,57699.34,56800.0
8009,2025-03-25 10:15:00,BZN|FR,57415.72,56300.0
8010,2025-03-25 10:30:00,BZN|FR,56919.9,55800.0
8011,2025-03-25 10:45:00,BZN|FR,57064.7,55600.0
8012,2025-03-25 11:00:00,BZN|FR,57121.98,55400.0
8013,2025-03-25 11:15:00,BZN|FR,56946.0,55300.0
8014,2025-03-25 11:30:00,BZN|FR,56896.66,55200.0
8015,2025-03-25 11:45:00,BZN|FR,57143.36,55600.0
8016,2025-03-25 12:00:00,BZN|FR,57178.25,56000.0
8017,2025-03-25 12:15:00,BZN|FR,56885.13,55600.0
8018,2025-03-25 12:30:00,BZN|FR,57784.48,55200.0
8019,2025-03-25 12:45:00,BZN|FR,57004.12,55900.0
8020,2025-03-25 13:00:00,BZN|FR,56888.75,56600.0
8021,2025-03-25 13:15:00,BZN|FR,56169.8,55300.0
8022,2025-03-25 13:30:00,BZN|FR,55864.1,54000.0
8023,2025-03-25 13:45:00,BZN|FR,55177.81,53750.0
8024,2025-03-25 14:00:00,BZN|FR,54688.05,53500.0
8025,2025-03-25 14:15:00,BZN|FR,53965.82,53150.0
8026,2025-03-25 14:30:00,BZN|FR,53555.89,52800.0
8027,2025-03-25 14:45:00,BZN|FR,52730.31,52350.0
8028,2025-03-25 15:00:00,BZN|FR,52486.53,51900.0
8029,2025-03-25 15:15:00,BZN|FR,51877.06,51550.0
8030,2025-03-25 15:30:00,BZN|FR,51421.98,51200.0
8031,2025-03-25 15:45:00,BZN|FR,51300.61,50750.0
8032,2025-03-25 16:00:00,BZN|FR,51174.82,50300.0
8033,2025-03-25 16:15:00,BZN|FR,50724.0,50150.0
8034,2025-03-25 16:30:00,BZN|FR,50510.4,50000.0
8035,2025-03-25 16:45:00,BZN|FR,50353.99,49950.0
8036,2025-03-25 17:00:00,BZN|FR,50648.0,49900.0
8037,2025-03-25 17:15:00,BZN|FR,50535.09,50150.0
8038,2025-03-25 17:30:00,BZN|FR,50885.39,50400.0
8039,2025-03-25 17:45:00,BZN|FR,51353.22,51050.0
8040,2025-03-25 18:00:00,BZN|FR,52232.89,51700.0
8041,2025-03-25 18:15:00,BZN|FR,53551.08,53000.0
8042,2025-03-25 18:30:00,BZN|FR,55279.84,54300.0
8043,2025-03-25 18:45:00,BZN|FR,56872.93,55850.0
8044,2025-03-25 19:00:00,BZN|FR,57893.6,57400.0
8045,2025-03-25 19:15:00,BZN|FR,58039.9,57650.0
8046,2025-03-25 19:30:00,BZN|FR,57874.02,57900.0
8047,2025-03-25 19:45:00,BZN|FR,57483.72,57250.0
8048,2025-03-25 20:00:00,BZN|FR,56838.73,56600.0
8049,2025-03-25 20:15:00,BZN|FR,55956.31,55750.0
8050,2025-03-25 20:30:00,BZN|FR,54899.25,54900.0
8051,2025-03-25 20:45:00,BZN|FR,53845.82,53900.0
8052,2025-03-25 21:00:00,BZN|FR,53150.49,52900.0
8053,2025-03-25 21:15:00,BZN|FR,52485.32,52350.0
8054,2025-03-25 21:30:00,BZN|FR,52107.95,51800.0
8055,2025-03-25 21:45:00,BZN|FR,51298.84,51250.0
8056,2025-03-25 22:00:00,BZN|FR,52117.01,50700.0
8057,2025-03-25 22:15:00,BZN|FR,52007.35,51700.0
8058,2025-03-25 22:30:00,BZN|FR,53372.7,52700.0
8059,2025-03-25 22:45:00,BZN|FR,53076.62,53150.0
8060,2025-03-25 23:00:00,BZN|FR,53042.11,53600.0
8061,2025-03-25 23:15:00,BZN|FR,52327.23,53300.0
8062,2025-03-25 23:30:00,BZN|FR,52604.73,53000.0
8063,2025-03-25 23:45:00,BZN|FR,51656.04,52400.0
8064,2025-03-26 00:00:00,BZN|FR,51709.87,52277.0
8065,2025-03-26 00:15:00,BZN|FR,50740.25,51359.0
8066,2025-03-26 00:30:00,BZN|FR,49359.23,50441.0
8067,2025-03-26 00:45:00,BZN|FR,48247.2,49397.0
8068,2025-03-26 01:00:00,BZN|FR,48379.88,48353.0
8069,2025-03-26 01:15:00,BZN|FR,47835.66,48372.5
8070,2025-03-26 01:30:00,BZN|FR,47756.91,48392.0
8071,2025-03-26 01:45:00,BZN|FR,47192.18,48148.5
8072,2025-03-26 02:00:00,BZN|FR,47668.23,47905.0
8073,2025-03-26 02:15:00,BZN|FR,46918.8,47407.0
8074,2025-03-26 02:30:00,BZN|FR,46414.75,46909.0
8075,2025-03-26 02:45:00,BZN|FR,45748.0,46379.5
8076,2025-03-26 03:00:00,BZN|FR,45705.99,45850.0
8077,2025-03-26 03:15:00,BZN|FR,45014.3,45541.0
8078,2025-03-26 03:30:00,BZN|FR,44793.27,45232.0
8079,2025-03-26 03:45:00,BZN|FR,44518.68,44860.0
8080,2025-03-26 04:00:00,BZN|FR,44637.93,44488.0
8081,2025-03-26 04:15:00,BZN|FR,44426.38,44496.0
8082,2025-03-26 04:30:00,BZN|FR,44517.11,44504.0
8083,2025-03-26 04:45:00,BZN|FR,44720.43,45035.0
8084,2025-03-26 05:00:00,BZN|FR,46043.0,45566.0
8085,2025-03-26 05:15:00,BZN|FR,46433.06,46237.0
8086,2025-03-26 05:30:00,BZN|FR,47196.91,46908.0
8087,2025-03-26 05:45:00,BZN|FR,47909.66,48048.5
8088,2025-03-26 06:00:00,BZN|FR,49963.91,49189.0
8089,2025-03-26 06:15:00,BZN|FR,50983.07,50363.5
8090,2025-03-26 06:30:00,BZN|FR,51836.7,51538.0
8091,2025-03-26 06:45:00,BZN|FR,52663.66,52525.5
8092,2025-03-26 07:00:00,BZN|FR,53877.48,53513.0
8093,2025-03-26 07:15:00,BZN|FR,55115.58,54657.0
8094,2025-03-26 07:30:00,BZN|FR,55738.2,55801.0
8095,2025-03-26 07:45:00,BZN|FR,56463.85,56297.5
8096,2025-03-26 08:00:00,BZN|FR,57037.91,56794.0
8097,2025-03-26 08:15:00,BZN|FR,57707.66,57430.5
8098,2025-03-26 08:30:00,BZN|FR,58022.09,58067.0
8099,2025-03-26 08:45:00,BZN|FR,57978.77,58283.5
8100,2025-03-26 09:00:00,BZN|FR,57969.86,58500.0
8101,2025-03-26 09:15:00,BZN|FR,57922.95,58179.0
8102,2025-03-26 09:30:00,BZN|FR,57600.21,57858.0
8103,2025-03-26 09:45:00,BZN|FR,57505.95,57561.5
8104,2025-03-26 10:00:00,BZN|FR,57158.8,57265.0
8105,2025-03-26 10:15:00,BZN|FR,57101.58,56813.0
8106,2025-03-26 10:30:00,BZN|FR,56949.32,56361.0
8107,2025-03-26 10:45:00,BZN|FR,56666.96,56268.5
8108,2025-03-26 11:00:00,BZN|FR,56766.77,56176.0
8109,2025-03-26 11:15:00,BZN|FR,56724.86,56207.0
8110,2025-03-26 11:30:00,BZN|FR,56735.99,56238.0
8111,2025-03-26 11:45:00,BZN|FR,56950.72,56615.5
8112,2025-03-26 12:00:00,BZN|FR,57124.18,56993.0
8113,2025-03-26 12:15:00,BZN|FR,56860.93,56662.0
8114,2025-03-26 12:30:00,BZN|FR,57695.92,56331.0
8115,2025-03-26 12:45:00,BZN|FR,56514.47,56888.0
8116,2025-03-26 13:00:00,BZN|FR,55876.76,57445.0
8117,2025-03-26 13:15:00,BZN|FR,55066.8,56265.5
8118,2025-03-26 13:30:00,BZN|FR,54750.8,55086.0
8119,2025-03-26 13:45:00,BZN|FR,54141.42,54692.5
8120,2025-03-26 14:00:00,BZN|FR,53926.38,54299.0
8121,2025-03-26 14:15:00,BZN|FR,53544.77,54016.5
8122,2025-03-26 14:30:00,BZN|FR,53056.4,53734.0
8123,2025-03-26 14:45:00,BZN|FR,52254.19,53272.0
8124,2025-03-26 15:00:00,BZN|FR,52527.11,52810.0
8125,2025-03-26 15:15:00,BZN|FR,52632.79,52267.5
8126,2025-03-26 15:30:00,BZN|FR,52150.35,51725.0
8127,2025-03-26 15:45:00,BZN|FR,51828.59,51407.0
8128,2025-03-26 16:00:00,BZN|FR,51531.36,51089.0
8129,2025-03-26 16:15:00,BZN|FR,51344.87,50939.0
8130,2025-03-26 16:30:00,BZN|FR,51210.2,50789.0
8131,2025-03-26 16:45:00,BZN|FR,50871.36,50635.0
8132,2025-03-26 17:00:00,BZN|FR,50775.89,50481.0
8133,2025-03-26 17:15:00,BZN|FR,50788.59,50526.0
8134,2025-03-26 17:30:00,BZN|FR,51260.02,50571.0
8135,2025-03-26 17:45:00,BZN|FR,51642.27,51281.0
8136,2025-03-26 18:00:00,BZN|FR,52546.09,51991.0
8137,2025-03-26 18:15:00,BZN|FR,53689.63,53180.5
8138,2025-03-26 18:30:00,BZN|FR,55144.14,54370.0
8139,2025-03-26 18:45:00,BZN|FR,56698.77,56039.0
8140,2025-03-26 19:00:00,BZN|FR,57770.18,57708.0
8141,2025-03-26 19:15:00,BZN|FR,58032.6,57953.5
8142,2025-03-26 19:30:00,BZN|FR,58000.28,58199.0
8143,2025-03-26 19:45:00,BZN|FR,57583.54,57609.5
