"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"12/02/2024 12:00 - 12/02/2024 13:00","BZN|FR","63280.00","64700.00"
"12/02/2024 13:00 - 12/02/2024 14:00","BZN|FR","62094.00","62400.00"
"12/02/2024 14:00 - 12/02/2024 15:00","BZN|FR","59757.00","61900.00"
"12/02/2024 15:00 - 12/02/2024 16:00","BZN|FR","58954.00","60800.00"
"12/02/2024 16:00 - 12/02/2024 17:00","BZN|FR","57400.00","59300.00"
"12/02/2024 17:00 - 12/02/2024 18:00","BZN|FR","56271.00","59200.00"
"12/02/2024 18:00 - 12/02/2024 19:00","BZN|FR","57285.00","63050.00"
"12/02/2024 19:00 - 12/02/2024 20:00","BZN|FR","62849.00","66200.00"
"12/02/2024 20:00 - 12/02/2024 21:00","BZN|FR","65219.00","63150.00"
"12/02/2024 21:00 - 12/02/2024 22:00","BZN|FR","61895.00","59950.00"
"12/02/2024 22:00 - 12/02/2024 23:00","BZN|FR","58816.00","59100.00"
"12/02/2024 23:00 - 13/02/2024 00:00","BZN|FR","59150.00","60300.00"
"13/02/2024 00:00 - 13/02/2024 01:00","BZN|FR","59075.00","57050.00"
"13/02/2024 01:00 - 13/02/2024 02:00","BZN|FR","56812.00","54750.00"
"13/02/2024 02:00 - 13/02/2024 03:00","BZN|FR","55310.00","54900.00"
"13/02/2024 03:00 - 13/02/2024 04:00","BZN|FR","54983.00","53150.00"
"13/02/2024 04:00 - 13/02/2024 05:00","BZN|FR","53020.00","51850.00"
"13/02/2024 05:00 - 13/02/2024 06:00","BZN|FR","52492.00","53650.00"
"13/02/2024 06:00 - 13/02/2024 07:00","BZN|FR","55083.00","58050.00"
"13/02/2024 07:00 - 13/02/2024 08:00","BZN|FR","60516.00","63650.00"
"13/02/2024 08:00 - 13/02/2024 09:00","BZN|FR","65474.00","66050.00"
"13/02/2024 09:00 - 13/02/2024 10:00","BZN|FR","66920.00","66600.00"
"13/02/2024 10:00 - 13/02/2024 11:00","BZN|FR","66717.00","65850.00"
"13/02/2024 11:00 - 13/02/2024 12:00","BZN|FR","65367.00","64200.00"
"13/02/2024 12:00 - 13/02/2024 13:00","BZN|FR","64270.00","63100.00"
"13/02/2024 13:00 - 13/02/2024 14:00","BZN|FR","61915.00","60200.00"
"13/02/2024 14:00 - 13/02/2024 15:00","BZN|FR","59463.00","59300.00"
"13/02/2024 15:00 - 13/02/2024 16:00","BZN|FR","58493.00","58400.00"
"13/02/2024 16:00 - 13/02/2024 17:00","BZN|FR","57320.00","56900.00"
"13/02/2024 17:00 - 13/02/2024 18:00","BZN|FR","56255.00","57400.00"
"13/02/2024 18:00 - 13/02/2024 19:00","BZN|FR","57176.00","61950.00"
"13/02/2024 19:00 - 13/02/2024 20:00","BZN|FR","62124.00","65000.00"
"13/02/2024 20:00 - 13/02/2024 21:00","BZN|FR","64191.00","62250.00"
"13/02/2024 21:00 - 13/02/2024 22:00","BZN|FR","60891.00","58900.00"
"13/02/2024 22:00 - 13/02/2024 23:00","BZN|FR","57559.00","57250.00"
"13/02/2024 23:00 - 14/02/2024 00:00","BZN|FR","57343.00","58650.00"
"14/02/2024 00:00 - 14/02/2024 01:00","BZN|FR","56733.00","56200.00"
"14/02/2024 01:00 - 14/02/2024 02:00","BZN|FR","53968.00","53550.00"
"14/02/2024 02:00 - 14/02/2024 03:00","BZN|FR","51924.00","53500.00"
"14/02/2024 03:00 - 14/02/2024 04:00","BZN|FR","50928.00","51250.00"
"14/02/2024 04:00 - 14/02/2024 05:00","BZN|FR","48926.00","49800.00"
"14/02/2024 05:00 - 14/02/2024 06:00","BZN|FR","48113.00","51200.00"
"14/02/2024 06:00 - 14/02/2024 07:00","BZN|FR","50115.00","54950.00"
"14/02/2024 07:00 - 14/02/2024 08:00","BZN|FR","54952.00","60300.00"
"14/02/2024 08:00 - 14/02/2024 09:00","BZN|FR","59495.00","62750.00"
"14/02/2024 09:00 - 14/02/2024 10:00","BZN|FR","61436.00","63500.00"
"14/02/2024 10:00 - 14/02/2024 11:00","BZN|FR","61572.00","62650.00"
"14/02/2024 11:00 - 14/02/2024 12:00","BZN|FR","60527.00","61750.00"
"14/02/2024 12:00 - 14/02/2024 13:00","BZN|FR","60037.00","60800.00"
"14/02/2024 13:00 - 14/02/2024 14:00","BZN|FR","58465.00","58250.00"
"14/02/2024 14:00 - 14/02/2024 15:00","BZN|FR","56161.00","57400.00"
"14/02/2024 15:00 - 14/02/2024 16:00","BZN|FR","55437.00","56150.00"
"14/02/2024 16:00 - 14/02/2024 17:00","BZN|FR","54004.00","54250.00"
"14/02/2024 17:00 - 14/02/2024 18:00","BZN|FR","52734.00","54000.00"
"14/02/2024 18:00 - 14/02/2024 19:00","BZN|FR","53571.00","58550.00"
"14/02/2024 19:00 - 14/02/2024 20:00","BZN|FR","58390.00","61850.00"
"14/02/2024 20:00 - 14/02/2024 21:00","BZN|FR","60385.00","58600.00"
"14/02/2024 21:00 - 14/02/2024 22:00","BZN|FR","57008.00","55100.00"
"14/02/2024 22:00 - 14/02/2024 23:00","BZN|FR","54113.00","54500.00"
"14/02/2024 23:00 - 15/02/2024 00:00","BZN|FR","54117.00","55250.00"
"15/02/2024 00:00 - 15/02/2024 01:00","BZN|FR","53721.00","52100.00"
"15/02/2024 01:00 - 15/02/2024 02:00","BZN|FR","51329.00","49650.00"
"15/02/2024 02:00 - 15/02/2024 03:00","BZN|FR","49458.00","49350.00"
"15/02/2024 03:00 - 15/02/2024 04:00","BZN|FR","48655.00","47000.00"
"15/02/2024 04:00 - 15/02/2024 05:00","BZN|FR","46591.00","45850.00"
"15/02/2024 05:00 - 15/02/2024 06:00","BZN|FR","45666.00","46900.00"
"15/02/2024 06:00 - 15/02/2024 07:00","BZN|FR","47804.00","50950.00"
"15/02/2024 07:00 - 15/02/2024 08:00","BZN|FR","52611.00","56600.00"
"15/02/2024 08:00 - 15/02/2024 09:00","BZN|FR","57068.00","58600.00"
"15/02/2024 09:00 - 15/02/2024 10:00","BZN|FR","58635.00","58900.00"
"15/02/2024 10:00 - 15/02/2024 11:00","BZN|FR","58790.00","58350.00"
"15/02/2024 11:00 - 15/02/2024 12:00","BZN|FR","57795.00","57600.00"
"15/02/2024 12:00 - 15/02/2024 13:00","BZN|FR","57050.00","56700.00"
"15/02/2024 13:00 - 15/02/2024 14:00","BZN|FR","55781.00","54050.00"
"15/02/2024 14:00 - 15/02/2024 15:00","BZN|FR","53850.00","53300.00"
"15/02/2024 15:00 - 15/02/2024 16:00","BZN|FR","53445.00","52800.00"
"15/02/2024 16:00 - 15/02/2024 17:00","BZN|FR","52457.00","51700.00"
"15/02/2024 17:00 - 15/02/2024 18:00","BZN|FR","50901.00","51800.00"
"15/02/2024 18:00 - 15/02/2024 19:00","BZN|FR","51535.00","55550.00"
"15/02/2024 19:00 - 15/02/2024 20:00","BZN|FR","56023.00","58950.00"
"15/02/2024 20:00 - 15/02/2024 21:00","BZN|FR","57767.00","56300.00"
"15/02/2024 21:00 - 15/02/2024 22:00","BZN|FR","54133.00","52950.00"
"15/02/2024 22:00 - 15/02/2024 23:00","BZN|FR","50999.00","51700.00"
"15/02/2024 23:00 - 16/02/2024 00:00","BZN|FR","51189.00","52650.00"
"16/02/2024 00:00 - 16/02/2024 01:00","BZN|FR","51092.00","50150.00"
"16/02/2024 01:00 - 16/02/2024 02:00","BZN|FR","48752.00","47650.00"
"16/02/2024 02:00 - 16/02/2024 03:00","BZN|FR","46982.00","47150.00"
"16/02/2024 03:00 - 16/02/2024 04:00","BZN|FR","46262.00","44900.00"
"16/02/2024 04:00 - 16/02/2024 05:00","BZN|FR","44128.00","43450.00"
"16/02/2024 05:00 - 16/02/2024 06:00","BZN|FR","43155.00","45500.00"
"16/02/2024 06:00 - 16/02/2024 07:00","BZN|FR","45282.00","49100.00"
"16/02/2024 07:00 - 16/02/2024 08:00","BZN|FR","49634.00","54450.00"
"16/02/2024 08:00 - 16/02/2024 09:00","BZN|FR","53698.00","57050.00"
"16/02/2024 09:00 - 16/02/2024 10:00","BZN|FR","55715.00","57650.00"
"16/02/2024 10:00 - 16/02/2024 11:00","BZN|FR","56860.00","57500.00"
"16/02/2024 11:00 - 16/02/2024 12:00","BZN|FR","56959.00","57000.00"
"16/02/2024 12:00 - 16/02/2024 13:00","BZN|FR","56931.00","56650.00"
"16/02/2024 13:00 - 16/02/2024 14:00","BZN|FR","55997.00","54500.00"
"16/02/2024 14:00 - 16/02/2024 15:00","BZN|FR","54194.00","53850.00"
"16/02/2024 15:00 - 16/02/2024 16:00","BZN|FR","53715.00","52950.00"
"16/02/2024 16:00 - 16/02/2024 17:00","BZN|FR","52453.00","51750.00"
"16/02/2024 17:00 - 16/02/2024 18:00","BZN|FR","50648.00","51950.00"
"16/02/2024 18:00 - 16/02/2024 19:00","BZN|FR","51175.00","55350.00"
"16/02/2024 19:00 - 16/02/2024 20:00","BZN|FR","55274.00","58150.00"
"16/02/2024 20:00 - 16/02/2024 21:00","BZN|FR","57030.00","56000.00"
"16/02/2024 21:00 - 16/02/2024 22:00","BZN|FR","54460.00","53650.00"
"16/02/2024 22:00 - 16/02/2024 23:00","BZN|FR","51737.00","53050.00"
"16/02/2024 23:00 - 17/02/2024 00:00","BZN|FR","52263.00","54600.00"
"17/02/2024 00:00 - 17/02/2024 01:00","BZN|FR","52558.00","51050.00"
"17/02/2024 01:00 - 17/02/2024 02:00","BZN|FR","50252.00","48550.00"
"17/02/2024 02:00 - 17/02/2024 03:00","BZN|FR","48267.00","48050.00"
"17/02/2024 03:00 - 17/02/2024 04:00","BZN|FR","47230.00","45150.00"
"17/02/2024 04:00 - 17/02/2024 05:00","BZN|FR","44847.00","43200.00"
"17/02/2024 05:00 - 17/02/2024 06:00","BZN|FR","43465.00","43300.00"
"17/02/2024 06:00 - 17/02/2024 07:00","BZN|FR","43997.00","45300.00"
"17/02/2024 07:00 - 17/02/2024 08:00","BZN|FR","45831.00","47750.00"
"17/02/2024 08:00 - 17/02/2024 09:00","BZN|FR","47746.00","50150.00"
"17/02/2024 09:00 - 17/02/2024 10:00","BZN|FR","49834.00","53400.00"
"17/02/2024 10:00 - 17/02/2024 11:00","BZN|FR","52208.00","54850.00"
"17/02/2024 11:00 - 17/02/2024 12:00","BZN|FR","52571.00","54500.00"
"17/02/2024 12:00 - 17/02/2024 13:00","BZN|FR","52435.00","54500.00"
"17/02/2024 13:00 - 17/02/2024 14:00","BZN|FR","52190.00","52100.00"
"17/02/2024 14:00 - 17/02/2024 15:00","BZN|FR","49969.00","49900.00"
"17/02/2024 15:00 - 17/02/2024 16:00","BZN|FR","48916.00","48450.00"
"17/02/2024 16:00 - 17/02/2024 17:00","BZN|FR","47776.00","46700.00"
"17/02/2024 17:00 - 17/02/2024 18:00","BZN|FR","46102.00","46800.00"
"17/02/2024 18:00 - 17/02/2024 19:00","BZN|FR","46665.00","50750.00"
"17/02/2024 19:00 - 17/02/2024 20:00","BZN|FR","51047.00","54700.00"
"17/02/2024 20:00 - 17/02/2024 21:00","BZN|FR","53463.00","52850.00"
"17/02/2024 21:00 - 17/02/2024 22:00","BZN|FR","51277.00","50350.00"
"17/02/2024 22:00 - 17/02/2024 23:00","BZN|FR","49212.00","50000.00"
"17/02/2024 23:00 - 18/02/2024 00:00","BZN|FR","50208.00","53050.00"
"18/02/2024 00:00 - 18/02/2024 01:00","BZN|FR","50862.00","50000.00"
"18/02/2024 01:00 - 18/02/2024 02:00","BZN|FR","48921.00","47600.00"
"18/02/2024 02:00 - 18/02/2024 03:00","BZN|FR","47505.00","47350.00"
"18/02/2024 03:00 - 18/02/2024 04:00","BZN|FR","46699.00","44700.00"
"18/02/2024 04:00 - 18/02/2024 05:00","BZN|FR","44482.00","42900.00"
"18/02/2024 05:00 - 18/02/2024 06:00","BZN|FR","43098.00","42550.00"
"18/02/2024 06:00 - 18/02/2024 07:00","BZN|FR","43320.00","43400.00"
"18/02/2024 07:00 - 18/02/2024 08:00","BZN|FR","44306.00","44700.00"
"18/02/2024 08:00 - 18/02/2024 09:00","BZN|FR","45380.00","46050.00"
"18/02/2024 09:00 - 18/02/2024 10:00","BZN|FR","46811.00","48850.00"
"18/02/2024 10:00 - 18/02/2024 11:00","BZN|FR","49150.00","50700.00"
"18/02/2024 11:00 - 18/02/2024 12:00","BZN|FR","50537.00","52150.00"
"18/02/2024 12:00 - 18/02/2024 13:00","BZN|FR","51602.00","52450.00"
"18/02/2024 13:00 - 18/02/2024 14:00","BZN|FR","52173.00","50250.00"
"18/02/2024 14:00 - 18/02/2024 15:00","BZN|FR","49651.00","48050.00"
"18/02/2024 15:00 - 18/02/2024 16:00","BZN|FR","47898.00","46900.00"
"18/02/2024 16:00 - 18/02/2024 17:00","BZN|FR","47185.00","45600.00"
"18/02/2024 17:00 - 18/02/2024 18:00","BZN|FR","46032.00","45800.00"
"18/02/2024 18:00 - 18/02/2024 19:00","BZN|FR","46802.00","50200.00"
"18/02/2024 19:00 - 18/02/2024 20:00","BZN|FR","51248.00","54750.00"
"18/02/2024 20:00 - 18/02/2024 21:00","BZN|FR","53921.00","52650.00"
"18/02/2024 21:00 - 18/02/2024 22:00","BZN|FR","51976.00","50400.00"
"18/02/2024 22:00 - 18/02/2024 23:00","BZN|FR","49789.00","49350.00"
"18/02/2024 23:00 - 19/02/2024 00:00","BZN|FR","50232.00","51400.00"
"19/02/2024 00:00 - 19/02/2024 01:00","BZN|FR","50353.00","50150.00"
"19/02/2024 01:00 - 19/02/2024 02:00","BZN|FR","48435.00","47900.00"
"19/02/2024 02:00 - 19/02/2024 03:00","BZN|FR","46783.00","47650.00"
"19/02/2024 03:00 - 19/02/2024 04:00","BZN|FR","46227.00","45400.00"
"19/02/2024 04:00 - 19/02/2024 05:00","BZN|FR","44111.00","44250.00"
"19/02/2024 05:00 - 19/02/2024 06:00","BZN|FR","43459.00","46150.00"
"19/02/2024 06:00 - 19/02/2024 07:00","BZN|FR","46031.00","50300.00"
"19/02/2024 07:00 - 19/02/2024 08:00","BZN|FR","50908.00","56250.00"
"19/02/2024 08:00 - 19/02/2024 09:00","BZN|FR","55415.00","59250.00"
"19/02/2024 09:00 - 19/02/2024 10:00","BZN|FR","57803.00","60000.00"
"19/02/2024 10:00 - 19/02/2024 11:00","BZN|FR","59100.00","59550.00"
"19/02/2024 11:00 - 19/02/2024 12:00","BZN|FR","58976.00","59200.00"
"19/02/2024 12:00 - 19/02/2024 13:00","BZN|FR","59129.00","59650.00"
"19/02/2024 13:00 - 19/02/2024 14:00","BZN|FR","58379.00","57450.00"
"19/02/2024 14:00 - 19/02/2024 15:00","BZN|FR","56771.00","56550.00"
"19/02/2024 15:00 - 19/02/2024 16:00","BZN|FR","56285.00","55250.00"
"19/02/2024 16:00 - 19/02/2024 17:00","BZN|FR","55344.00","54000.00"
"19/02/2024 17:00 - 19/02/2024 18:00","BZN|FR","53715.00","54150.00"
"19/02/2024 18:00 - 19/02/2024 19:00","BZN|FR","53984.00","57950.00"
"19/02/2024 19:00 - 19/02/2024 20:00","BZN|FR","58413.00","61900.00"
"19/02/2024 20:00 - 19/02/2024 21:00","BZN|FR","60629.00","58750.00"
"19/02/2024 21:00 - 19/02/2024 22:00","BZN|FR","57232.00","54950.00"
"19/02/2024 22:00 - 19/02/2024 23:00","BZN|FR","54219.00","53900.00"
"19/02/2024 23:00 - 20/02/2024 00:00","BZN|FR","54216.00","55000.00"
"20/02/2024 00:00 - 20/02/2024 01:00","BZN|FR","53908.00","52750.00"
"20/02/2024 01:00 - 20/02/2024 02:00","BZN|FR","51659.00","50150.00"
"20/02/2024 02:00 - 20/02/2024 03:00","BZN|FR","50004.00","50000.00"
"20/02/2024 03:00 - 20/02/2024 04:00","BZN|FR","49322.00","47500.00"
"20/02/2024 04:00 - 20/02/2024 05:00","BZN|FR","47445.00","46000.00"
"20/02/2024 05:00 - 20/02/2024 06:00","BZN|FR","46903.00","47700.00"
"20/02/2024 06:00 - 20/02/2024 07:00","BZN|FR","49387.00","51750.00"
"20/02/2024 07:00 - 20/02/2024 08:00","BZN|FR","54474.00","57900.00"
"20/02/2024 08:00 - 20/02/2024 09:00","BZN|FR","59024.00","59700.00"
"20/02/2024 09:00 - 20/02/2024 10:00","BZN|FR","60798.00","60300.00"
"20/02/2024 10:00 - 20/02/2024 11:00","BZN|FR","61205.00","60350.00"
"20/02/2024 11:00 - 20/02/2024 12:00","BZN|FR","60539.00","59950.00"
"20/02/2024 12:00 - 20/02/2024 13:00","BZN|FR","60196.00","59600.00"
"20/02/2024 13:00 - 20/02/2024 14:00","BZN|FR","58877.00","57200.00"
"20/02/2024 14:00 - 20/02/2024 15:00","BZN|FR","56862.00","56200.00"
"20/02/2024 15:00 - 20/02/2024 16:00","BZN|FR","55939.00","55500.00"
"20/02/2024 16:00 - 20/02/2024 17:00","BZN|FR","54742.00","54500.00"
"20/02/2024 17:00 - 20/02/2024 18:00","BZN|FR","53395.00","54500.00"
"20/02/2024 18:00 - 20/02/2024 19:00","BZN|FR","54118.00","58100.00"
"20/02/2024 19:00 - 20/02/2024 20:00","BZN|FR","58889.00","62300.00"
"20/02/2024 20:00 - 20/02/2024 21:00","BZN|FR","61485.00","59600.00"
"20/02/2024 21:00 - 20/02/2024 22:00","BZN|FR","58521.00","56150.00"
"20/02/2024 22:00 - 20/02/2024 23:00","BZN|FR","55332.00","55100.00"
"20/02/2024 23:00 - 21/02/2024 00:00","BZN|FR","55398.00","56400.00"
"21/02/2024 00:00 - 21/02/2024 01:00","BZN|FR","55408.00","53650.00"
"21/02/2024 01:00 - 21/02/2024 02:00","BZN|FR","53155.00","51050.00"
"21/02/2024 02:00 - 21/02/2024 03:00","BZN|FR","51423.00","50900.00"
"21/02/2024 03:00 - 21/02/2024 04:00","BZN|FR","50770.00","48700.00"
"21/02/2024 04:00 - 21/02/2024 05:00","BZN|FR","48806.00","47350.00"
"21/02/2024 05:00 - 21/02/2024 06:00","BZN|FR","48133.00","49050.00"
"21/02/2024 06:00 - 21/02/2024 07:00","BZN|FR","50501.00","53100.00"
"21/02/2024 07:00 - 21/02/2024 08:00","BZN|FR","55105.00","58050.00"
"21/02/2024 08:00 - 21/02/2024 09:00","BZN|FR","59171.00","60700.00"
"21/02/2024 09:00 - 21/02/2024 10:00","BZN|FR","61120.00","61850.00"
"21/02/2024 10:00 - 21/02/2024 11:00","BZN|FR","61715.00","61700.00"
"21/02/2024 11:00 - 21/02/2024 12:00","BZN|FR","60810.00","61300.00"
"21/02/2024 12:00 - 21/02/2024 13:00","BZN|FR","60754.00","60850.00"
"21/02/2024 13:00 - 21/02/2024 14:00","BZN|FR","60157.00","58300.00"
"21/02/2024 14:00 - 21/02/2024 15:00","BZN|FR","58156.00","57750.00"
"21/02/2024 15:00 - 21/02/2024 16:00","BZN|FR","58138.00","56750.00"
"21/02/2024 16:00 - 21/02/2024 17:00","BZN|FR","57585.00","55700.00"
"21/02/2024 17:00 - 21/02/2024 18:00","BZN|FR","56460.00","55350.00"
"21/02/2024 18:00 - 21/02/2024 19:00","BZN|FR","56578.00","58650.00"
"21/02/2024 19:00 - 21/02/2024 20:00","BZN|FR","60340.00","62450.00"
"21/02/2024 20:00 - 21/02/2024 21:00","BZN|FR","62053.00","59250.00"
"21/02/2024 21:00 - 21/02/2024 22:00","BZN|FR","58886.00","55800.00"
"21/02/2024 22:00 - 21/02/2024 23:00","BZN|FR","55568.00","53950.00"
"21/02/2024 23:00 - 22/02/2024 00:00","BZN|FR","55421.00","55100.00"
"22/02/2024 00:00 - 22/02/2024 01:00","BZN|FR","54989.00","52550.00"
"22/02/2024 01:00 - 22/02/2024 02:00","BZN|FR","52555.00","49850.00"
"22/02/2024 02:00 - 22/02/2024 03:00","BZN|FR","50576.00","49400.00"
"22/02/2024 03:00 - 22/02/2024 04:00","BZN|FR","49690.00","46900.00"
"22/02/2024 04:00 - 22/02/2024 05:00","BZN|FR","47285.00","45350.00"
"22/02/2024 05:00 - 22/02/2024 06:00","BZN|FR","46168.00","46600.00"
"22/02/2024 06:00 - 22/02/2024 07:00","BZN|FR","48069.00","50500.00"
"22/02/2024 07:00 - 22/02/2024 08:00","BZN|FR","52572.00","55350.00"
"22/02/2024 08:00 - 22/02/2024 09:00","BZN|FR","56517.00","57250.00"
"22/02/2024 09:00 - 22/02/2024 10:00","BZN|FR","58525.00","58350.00"
"22/02/2024 10:00 - 22/02/2024 11:00","BZN|FR","59741.00","58300.00"
"22/02/2024 11:00 - 22/02/2024 12:00","BZN|FR","60253.00","58050.00"
"22/02/2024 12:00 - 22/02/2024 13:00","BZN|FR","61260.00","58200.00"
"22/02/2024 13:00 - 22/02/2024 14:00","BZN|FR","60857.00","56600.00"
"22/02/2024 14:00 - 22/02/2024 15:00","BZN|FR","59190.00","56600.00"
"22/02/2024 15:00 - 22/02/2024 16:00","BZN|FR","58867.00","55950.00"
"22/02/2024 16:00 - 22/02/2024 17:00","BZN|FR","58429.00","54500.00"
"22/02/2024 17:00 - 22/02/2024 18:00","BZN|FR","57130.00","54250.00"
"22/02/2024 18:00 - 22/02/2024 19:00","BZN|FR","57833.00","57650.00"
"22/02/2024 19:00 - 22/02/2024 20:00","BZN|FR","61567.00","61900.00"
"22/02/2024 20:00 - 22/02/2024 21:00","BZN|FR","63629.00","58950.00"
"22/02/2024 21:00 - 22/02/2024 22:00","BZN|FR","60477.00","55400.00"
"22/02/2024 22:00 - 22/02/2024 23:00","BZN|FR","57589.00","54200.00"
"22/02/2024 23:00 - 23/02/2024 00:00","BZN|FR","57825.00","56100.00"
"23/02/2024 00:00 - 23/02/2024 01:00","BZN|FR","57581.00","54700.00"
"23/02/2024 01:00 - 23/02/2024 02:00","BZN|FR","55366.00","52300.00"
"23/02/2024 02:00 - 23/02/2024 03:00","BZN|FR","53715.00","52050.00"
"23/02/2024 03:00 - 23/02/2024 04:00","BZN|FR","53307.00","49850.00"
"23/02/2024 04:00 - 23/02/2024 05:00","BZN|FR","51310.00","48800.00"
"23/02/2024 05:00 - 23/02/2024 06:00","BZN|FR","50520.00","50400.00"
"23/02/2024 06:00 - 23/02/2024 07:00","BZN|FR","52825.00","54300.00"
"23/02/2024 07:00 - 23/02/2024 08:00","BZN|FR","57708.00","59250.00"
"23/02/2024 08:00 - 23/02/2024 09:00","BZN|FR","62050.00","61850.00"
"23/02/2024 09:00 - 23/02/2024 10:00","BZN|FR","64126.00","63200.00"
"23/02/2024 10:00 - 23/02/2024 11:00","BZN|FR","64426.00","63350.00"
"23/02/2024 11:00 - 23/02/2024 12:00","BZN|FR","63753.00","63000.00"
"23/02/2024 12:00 - 23/02/2024 13:00","BZN|FR","63074.00","63000.00"
"23/02/2024 13:00 - 23/02/2024 14:00","BZN|FR","62302.00","60800.00"
"23/02/2024 14:00 - 23/02/2024 15:00","BZN|FR","60224.00","60550.00"
"23/02/2024 15:00 - 23/02/2024 16:00","BZN|FR","59615.00","59900.00"
"23/02/2024 16:00 - 23/02/2024 17:00","BZN|FR","58839.00","58450.00"
"23/02/2024 17:00 - 23/02/2024 18:00","BZN|FR","57524.00","58050.00"
"23/02/2024 18:00 - 23/02/2024 19:00","BZN|FR","58590.00","60450.00"
"23/02/2024 19:00 - 23/02/2024 20:00","BZN|FR","62842.00","64450.00"
"23/02/2024 20:00 - 23/02/2024 21:00","BZN|FR","65031.00","62100.00"
"23/02/2024 21:00 - 23/02/2024 22:00","BZN|FR","62257.00","59000.00"
"23/02/2024 22:00 - 23/02/2024 23:00","BZN|FR","59355.00","57850.00"
"23/02/2024 23:00 - 24/02/2024 00:00","BZN|FR","59718.00","59950.00"
"24/02/2024 00:00 - 24/02/2024 01:00","BZN|FR","59571.00","58377.00"
"24/02/2024 01:00 - 24/02/2024 02:00","BZN|FR","57156.00","55637.50"
"24/02/2024 02:00 - 24/02/2024 03:00","BZN|FR","55121.00","55145.00"
"24/02/2024 03:00 - 24/02/2024 04:00","BZN|FR","54194.00","52589.50"
"24/02/2024 04:00 - 24/02/2024 05:00","BZN|FR","51608.00","50885.50"
"24/02/2024 05:00 - 24/02/2024 06:00","BZN|FR","50400.00","50772.00"
"24/02/2024 06:00 - 24/02/2024 07:00","BZN|FR","51075.00","52703.00"
"24/02/2024 07:00 - 24/02/2024 08:00","BZN|FR","52806.00","54390.00"
"24/02/2024 08:00 - 24/02/2024 09:00","BZN|FR","54655.00","56077.50"
"24/02/2024 09:00 - 24/02/2024 10:00","BZN|FR","56880.00","59076.00"
"24/02/2024 10:00 - 24/02/2024 11:00","BZN|FR","58499.00","60571.00"
"24/02/2024 11:00 - 24/02/2024 12:00","BZN|FR","58505.00","60892.00"
"24/02/2024 12:00 - 24/02/2024 13:00","BZN|FR","58206.00","61773.00"
"24/02/2024 13:00 - 24/02/2024 14:00","BZN|FR","57871.00","59289.50"
"24/02/2024 14:00 - 24/02/2024 15:00","BZN|FR","55190.00","57408.50"
"24/02/2024 15:00 - 24/02/2024 16:00","BZN|FR","54169.00","56430.00"
"24/02/2024 16:00 - 24/02/2024 17:00","BZN|FR","53271.00","54917.50"
"24/02/2024 17:00 - 24/02/2024 18:00","BZN|FR","52292.00","54502.00"
"24/02/2024 18:00 - 24/02/2024 19:00","BZN|FR","53240.00","57296.50"
"24/02/2024 19:00 - 24/02/2024 20:00","BZN|FR","57584.00","61149.00"
"24/02/2024 20:00 - 24/02/2024 21:00","BZN|FR","60510.00","59274.50"
"24/02/2024 21:00 - 24/02/2024 22:00","BZN|FR","58490.00","56710.50"
"24/02/2024 22:00 - 24/02/2024 23:00","BZN|FR","56459.00","56156.00"
"24/02/2024 23:00 - 25/02/2024 00:00","BZN|FR","57227.00","58440.00"
"25/02/2024 00:00 - 25/02/2024 01:00","BZN|FR","57691.00","55300.00"
"25/02/2024 01:00 - 25/02/2024 02:00","BZN|FR","55693.00","52950.00"
"25/02/2024 02:00 - 25/02/2024 03:00","BZN|FR","53748.00","52450.00"
"25/02/2024 03:00 - 25/02/2024 04:00","BZN|FR","52796.00","49700.00"
"25/02/2024 04:00 - 25/02/2024 05:00","BZN|FR","50327.00","47900.00"
"25/02/2024 05:00 - 25/02/2024 06:00","BZN|FR","48852.00","47500.00"
"25/02/2024 06:00 - 25/02/2024 07:00","BZN|FR","48913.00","48500.00"
"25/02/2024 07:00 - 25/02/2024 08:00","BZN|FR","49681.00","49600.00"
"25/02/2024 08:00 - 25/02/2024 09:00","BZN|FR","50620.00","50550.00"
"25/02/2024 09:00 - 25/02/2024 10:00","BZN|FR","52366.00","53000.00"
"25/02/2024 10:00 - 25/02/2024 11:00","BZN|FR","54702.00","54550.00"
"25/02/2024 11:00 - 25/02/2024 12:00","BZN|FR","56232.00","55350.00"
"25/02/2024 12:00 - 25/02/2024 13:00","BZN|FR","57757.00","56650.00"
"25/02/2024 13:00 - 25/02/2024 14:00","BZN|FR","58046.00","54250.00"
"25/02/2024 14:00 - 25/02/2024 15:00","BZN|FR","55139.00","52450.00"
"25/02/2024 15:00 - 25/02/2024 16:00","BZN|FR","53713.00","51650.00"
"25/02/2024 16:00 - 25/02/2024 17:00","BZN|FR","53122.00","50350.00"
"25/02/2024 17:00 - 25/02/2024 18:00","BZN|FR","52190.00","50450.00"
"25/02/2024 18:00 - 25/02/2024 19:00","BZN|FR","53070.00","54450.00"
"25/02/2024 19:00 - 25/02/2024 20:00","BZN|FR","56812.00","58700.00"
"25/02/2024 20:00 - 25/02/2024 21:00","BZN|FR","59733.00","57000.00"
"25/02/2024 21:00 - 25/02/2024 22:00","BZN|FR","57435.00","54750.00"
"25/02/2024 22:00 - 25/02/2024 23:00","BZN|FR","55121.00","53850.00"
"25/02/2024 23:00 - 26/02/2024 00:00","BZN|FR","55503.00","55250.00"
